Pressure (atm),Temperature (K),B0_SymmetryFactor_1_W4->P2,B0_SymmetryFactor_1_P1->P2,B0_SymmetryFactor_1_W4->P1,B0_Energy_1_W4->P2,B0_Energy_1_P1->P2,B0_Energy_1_W4->P1,B0_Frequencies_1_W4->P2,B0_Frequencies_1_P1->P2,B0_Frequencies_1_W4->P1
0.5,2000.0,0.0016865152926899636,-0.012829301987109624,-0.021607107902562588,0.002029530815435508,-0.003917482397919883,-0.025487300679438902,0.0004885522256504928,-0.015934801126401527,-0.006353747105495729
0.5,2100.0,0.0018903410437288608,-0.012632423662520513,-0.021215825986105174,0.002176654274891406,-0.0036257590064951123,-0.024206420121143046,0.0005900137674907871,-0.016437823434465114,-0.006717756871043937
0.5,2200.0,0.002101085760509502,-0.012455163624310402,-0.0208519043730412,0.002317260863803494,-0.003396129908738091,-0.02308333939204312,0.0007039238542208672,-0.016902987270058515,-0.007072763425707632
0.5,2300.0,0.0023185690327542246,-0.012295045224498393,-0.020510745047367,0.0024565775282535955,-0.0032148889983946542,-0.022093646661881055,0.0008308838978905458,-0.017334128720691126,-0.007419620838143292
0.5,2400.0,0.0025425980719923262,-0.01214989495244045,-0.020188094235318796,0.002599869873291653,-0.0030666851715568655,-0.021209267681186115,0.0009712725803316328,-0.017734662292477714,-0.007759235431043424
0.5,2500.0,0.0027729442071987827,-0.012017791485221082,-0.019880090341347786,0.002752071892395901,-0.002935665100723506,-0.020400543782265093,0.0011252449493531682,-0.018107617259196854,-0.008092498334010568
0.5,2600.0,0.003009333409035902,-0.011897031714585565,-0.01958329037645687,0.002917565581105362,-0.0028063662907915894,-0.019637929531826092,0.0012927486006565053,-0.01845567665764487,-0.008420242201298526
0.5,2700.0,0.0032514458915830447,-0.011786106135389307,-0.019294676185625134,0.0031000708200009134,-0.0026643505357817547,-0.018893255800976033,0.0014735492541157402,-0.018781215663483886,-0.008743216366900123
0.5,2800.0,0.0034989210875664024,-0.011683679314517356,-0.01901164434898971,0.003302611873856642,-0.0024966081567689194,-0.01814058759258473,0.001667260338141279,-0.01908633760972462,-0.009062075294577879
0.5,2900.0,0.003751365395361572,-0.011588573152652744,-0.018731984248549865,0.00352753411712921,-0.0022917776474215747,-0.01735674159351726,0.0018733730591020015,-0.01937290683638784,-0.009377376131594674
0.5,3000.0,0.004008360967503866,-0.011499751793180036,-0.018453848447032684,0.0037765513786048,-0.0020402261563789857,-0.016521537277851932,0.002091284819478382,-0.019642578105793992,-0.009689582150162588
1.0,250.0,1.0392940464901757e-08,-0.03616270866441728,-0.050763548658134316,1.8797121620068597e-06,-0.10369718631984666,-0.1901569730100225,9.137847531085208e-08,-6.358240709306227e-05,-1.853968141363704e-05
1.0,260.0,-4.222465485043372e-08,-0.03546792726177517,-0.04991929344214825,-1.6033124355076252e-05,-0.09816755269941402,-0.18204170786053656,-7.944038997877535e-07,-0.000136061280469179,7.422007350414076e-06
1.0,270.0,2.1688078697361563e-06,-0.034916119561844323,-0.04967751801864747,4.8388568681440464e-05,-0.09661762363238668,-0.18601283481925115,4.614218855048917e-06,-0.00014875863404498405,-4.130129948171447e-05
1.0,280.0,7.150259993105293e-07,-0.03434487549894618,-0.049321639700188845,-4.038266518893998e-05,-0.09405980853481087,-0.18689608261298396,-2.0537990684348876e-06,-0.00017568872460906927,-2.8247423427566754e-05
1.0,290.0,-6.754790479327345e-07,-0.033633844152516607,-0.04830615757951412,-2.60665402700965e-05,-0.08801516438993001,-0.17467890292052152,-1.5464440172032064e-06,-0.00021035465698678472,-2.5959675484645655e-05
1.0,300.0,-1.2602073428372863e-06,-0.03291793075609271,-0.04719173231159209,2.2420093179160052e-05,-0.08168008262869733,-0.16043393118680813,1.4606046955954392e-06,-0.00024337406779711303,-3.598351717976635e-05
1.0,310.0,-1.198515289657977e-06,-0.03229783102132377,-0.04639513919439953,3.5532806979824555e-05,-0.07722190953219946,-0.15229139548876586,2.2022112996729925e-06,-0.00027582945665668496,-4.643926489691878e-05
1.0,320.0,-7.972249695706117e-07,-0.03178315020594216,-0.0459505790746378,1.320773168499411e-05,-0.07471873612712396,-0.1509060621061881,7.006415701765573e-07,-0.000312741529049784,-5.442099116026325e-05
1.0,330.0,-3.8203835716380883e-07,-0.031335595490421066,-0.04569712657726616,-1.642793178397047e-05,-0.0732596173891934,-0.1531059339908724,-1.202755332277017e-06,-0.00035764898606397165,-6.27319374190809e-05
1.0,340.0,-1.9863410983791083e-07,-0.030912314904387887,-0.04546158151144611,-3.214407891532609e-05,-0.07192301823250968,-0.15545886396991118,-2.202212548689484e-06,-0.0004112756972039442,-7.414601465142889e-05
1.0,350.0,-3.3446300472303387e-07,-0.030485720697477518,-0.0451388274448568,-2.88441526361445e-05,-0.07017565995896356,-0.15585937309666592,-2.053325292859816e-06,-0.00047237618397836324,-8.926992863432382e-05
1.0,360.0,-7.143729425522328e-07,-0.03004579609535151,-0.044698095266337674,-1.2611636731301104e-05,-0.06787957421518687,-0.15367040995747516,-1.181630817712374e-06,-0.0005389931082792994,-0.00010697520653215791
1.0,370.0,-1.1589307837291022e-06,-0.029594829894513782,-0.04415855270018799,6.980898952854485e-06,-0.06514904880043909,-0.14925616504975164,-1.7014951531478874e-07,-0.0006093462887358951,-0.00012555763076227698
1.0,380.0,-1.4635342406494326e-06,-0.0291410036354974,-0.04356145437082002,2.2144591662733584e-05,-0.06220046759735735,-0.14343707458871108,5.547747619213341e-07,-0.0006822282625045918,-0.00014363032099744375
1.0,390.0,-1.4634740373289994e-06,-0.028693562126835628,-0.04294993688302192,2.8934539580502218e-05,-0.05924889006000277,-0.13708775317253047,8.18190410670172e-07,-0.0007570437143291666,-0.0001605087379765621
1.0,400.0,-1.0694980875697976e-06,-0.02826009168745715,-0.04235817011326971,2.7067177341692225e-05,-0.056456177749489724,-0.13091585757946225,6.553660720152092e-07,-0.0008336689053606933,-0.00017620069888985183
1.0,410.0,-2.7431326708446477e-07,-0.027845490086165277,-0.041807744564591826,1.8704758940235607e-05,-0.05391689727935331,-0.12538349923056802,2.203161127586161e-07,-0.0009122613808847208,-0.00019119552583359614
1.0,420.0,8.614480420735859e-07,-0.02745199373893334,-0.04130841744854075,7.075965655946002e-06,-0.05166571438588947,-0.1207163268396495,-3.0157716231391576e-07,-0.0009930918764381618,-0.00020620706613011468
1.0,430.0,2.233531304289536e-06,-0.02707972076825147,-0.040860857858666756,-4.6173010204483436e-06,-0.04969367477093029,-0.11695431204327525,-7.533346750000665e-07,-0.0010764260420287062,-0.00022195842127226693
1.0,440.0,3.72015146646715e-06,-0.026727365486349984,-0.04045985269059481,-1.3867300985634568e-05,-0.04796556591235973,-0.11401368737034104,-1.0352861233156227e-06,-0.0011624575057413281,-0.00023904119693968285
1.0,450.0,5.204386531941782e-06,-0.02639284097066145,-0.040097149437704774,-1.9137477562585343e-05,-0.04643446610469226,-0.11174324048432738,-1.1096608949339514e-06,-0.0012512818867595127,-0.0002578483179070111
1.0,460.0,6.590233946942554e-06,-0.02607378149558909,-0.03976360706382556,-1.9856204784917486e-05,-0.045052168196179534,-0.10996788194573726,-9.901649606531613e-07,-0.001342898246188738,-0.0002785637844759764
1.0,470.0,7.81181529852066e-06,-0.025767886544253375,-0.03945061759358377,-1.624370697897587e-05,-0.04377560221253469,-0.10851824550395045,-7.24871530546297e-07,-0.0014372258072559174,-0.00030118886635925276
1.0,480.0,8.836520843169587e-06,-0.02547312409905363,-0.03915090389762265,-9.068261915437447e-06,-0.04257002267694355,-0.10724803996548063,-3.783824739531933e-07,-0.0015341267959135118,-0.00032558654430349534
1.0,490.0,9.663507944232411e-06,-0.025187824905145692,-0.038858848524718,6.016354012165181e-07,-0.041409891582233155,-0.10604198449910752,-1.6755490738270136e-08,-0.001633429422855267,-0.0003515306991529665
1.0,500.0,1.0319110480350748e-05,-0.02491070092587876,-0.038570506583013746,1.1610160045473414e-05,-0.04027830829259784,-0.10481723433159268,3.032828654697443e-07,-0.001734947668035903,-0.0003787514362794975
1.0,510.0,1.0850573384312852e-05,-0.024640816728886118,-0.03828343053172237,2.287464393440911e-05,-0.039165659792801705,-0.1035207867941814,5.406585112039811e-07,-0.0018384964441909458,-0.00040697200626873593
1.0,520.0,1.1319246246275144e-05,-0.02437753597254221,-0.03799640280068976,3.3490813394893337e-05,-0.03806797079925832,-0.10212477676910567,6.723954988193049e-07,-0.0019439019534479986,-0.0004359357359070948
1.0,530.0,1.1794052364331078e-05,-0.024120458617419866,-0.037709141947680595,4.27885280897268e-05,-0.03698526275236687,-0.10062100090852942,6.93116135647927e-07,-0.0020510077522856644,-0.0004654232773045422
1.0,540.0,1.2345754554433443e-05,-0.023869358925819713,-0.037422023212601324,5.034786617061919e-05,-0.03592009769709249,-0.09901552990957105,6.125825288316393e-07,-0.0021596773597036493,-0.0004952615272809641
1.0,550.0,1.3042293966667304e-05,-0.02362413002975481,-0.03713583569043928,5.598647464133265e-05,-0.03487638811540293,-0.09732390032776563,4.521615239977543e-07,-0.0022697943180819934,-0.0005253260073892427
1.0,560.0,1.3945292798636434e-05,-0.023384737795070627,-0.03685158539434125,5.9728375790482494e-05,-0.03385849139803938,-0.09556711620082954,2.409157255494081e-07,-0.0023812605491012172,-0.0005555385391043065
1.0,570.0,1.5107683264156504e-05,-0.02315118468708595,-0.03657034516003099,6.176278397593638e-05,-0.032870570444190936,-0.09376851828260006,1.1826909911663409e-08,-0.0024939937113149565,-0.0005858618695027234
1.0,580.0,1.657234469990019e-05,-0.02292348311455281,-0.03629314749864276,6.23995385479619e-05,-0.03191618271287999,-0.09195147424288473,-2.015226538263739e-07,-0.0026079241086829886,-0.0006162926163073169
1.0,590.0,1.8371588125175213e-05,-0.022701637072478405,-0.036020914098178355,6.202585954814181e-05,-0.030998052929962536,-0.09013778748323856,-3.676352031354017e-07,-0.002722991547109754,-0.0006468535861708784
1.0,600.0,2.052731297030966e-05,-0.022485630632644256,-0.035754414882718626,6.106747333272572e-05,-0.030117984978154138,-0.08834669950206275,-4.5908674314942747e-07,-0.002839142404451314,-0.0006775862230739089
1.0,610.0,2.3051664355787658e-05,-0.022275421805608972,-0.03549424972291592,5.995581426099099e-05,-0.02927687295565047,-0.08659435871123537,-4.5383842929998393e-07,-0.0029563270723165676,-0.0007085436859122694
1.0,620.0,2.594803512381467e-05,-0.022070940412145287,-0.0352408466201485,5.910199311698723e-05,-0.02847477774198535,-0.08489363861634375,-3.3593853418149026e-07,-0.0030744978468281803,-0.0007397848479430831
1.0,630.0,2.9212278367746948e-05,-0.021872088788138698,-0.0349944711523849,5.887750382500852e-05,-0.027711042233960263,-0.0832542041522984,-9.571121768095566e-08,-0.0031936072869912786,-0.0007713693516947073
1.0,640.0,3.283402052045077e-05,-0.021678744355696177,-0.03475524298803612,5.9601168539185836e-05,-0.026984424876002056,-0.08168274291433517,2.7046112331855586e-07,-0.003313607020098555,-0.0008033537397548658
1.0,650.0,3.679798856942334e-05,-0.02149076329912841,-0.03452315623337634,6.153154630623998e-05,-0.026293236778557633,-0.08018329554574272,7.606562894724483e-07,-0.0034344469494860305,-0.0008357886050120632
1.0,660.0,4.108528727420399e-05,-0.021307984769678146,-0.034298101224789684,6.486390186035741e-05,-0.025635472425838305,-0.07875763544131462,1.3681345606798116e-06,-0.0035560748072878947,-0.0008687166569250167
1.0,670.0,4.56745811365954e-05,-0.02113023520228766,-0.03407988608027312,6.973080688339397e-05,-0.02500892771339102,-0.07740566149428346,2.082180720572278e-06,-0.003678435990333627,-0.0009021715757351746
1.0,680.0,5.054315225194056e-05,-0.0209573324576488,-0.03386825689642733,7.620549061499274e-05,-0.024411301905981276,-0.07612577879274735,2.888996414856567e-06,-0.003801473618395708,-0.0009361775183747141
1.0,690.0,5.5667818113917656e-05,-0.020789089606730333,-0.033662915914968526,8.430714339418157e-05,-0.023840282190682106,-0.07491525100534276,3.7725881294652317e-06,-0.003925128758550273,-0.0009707491421776651
1.0,700.0,6.10257035970409e-05,-0.020625318253234715,-0.03346353731366957,9.400748503321004e-05,-0.023293610953076388,-0.07377051497945641,4.715609914382315e-06,-0.004049340765911668,-0.0010058920225334013
1.0,800.0,0.00012350831495854244,-0.019195254767782326,-0.03172598558372215,0.0002530490563268132,-0.0187741158164479,-0.06499127277005219,1.3878232056177783e-05,-0.005308393748772181,-0.0013852199611139508
1.0,900.0,0.0001973322121016029,-0.018050390643911923,-0.03029125056303206,0.0004293777913535597,-0.015324434829062974,-0.05874107181151358,1.7534734607644482e-05,-0.006559014822994975,-0.0017942704694316578
1.0,1000.0,0.0002855617414645854,-0.017109587257437147,-0.029049687687508298,0.0005638144073414451,-0.012674081373253302,-0.05358705859747518,1.9766912630049935e-05,-0.0077615165863799615,-0.002208710032946673
1.0,1100.0,0.0003935636609372349,-0.016327115970867702,-0.027963275895938704,0.000683975280813104,-0.010718770631649352,-0.049258057973044576,2.88744377301617e-05,-0.008896036652917253,-0.002620488117627274
1.0,1200.0,0.00052311957012076,-0.015670617237575613,-0.02700642820983131,0.0008304974348799849,-0.009284373205184384,-0.045616273713940496,4.956088181195292e-05,-0.009954916705613248,-0.0030300615830760806
1.0,1300.0,0.0006727075411252272,-0.015114585374094894,-0.02615598553869481,0.0010210925497207536,-0.008186967323092863,-0.04248211173612569,8.245313899014531e-05,-0.01093670699217363,-0.00343886739002718
1.0,1400.0,0.0008393505105397054,-0.014638914417651555,-0.02539307439442486,0.0012506914342355832,-0.00729113528778426,-0.03969513616389873,0.00012621208402084579,-0.01184308555125178,-0.003846819818134223
1.0,1500.0,0.001020002557757027,-0.014228097585839813,-0.024703836202593435,0.0015027716450057534,-0.0065196889991580775,-0.03715402908596971,0.00017932968353009414,-0.01267743272197388,-0.004252473587802506
1.0,1600.0,0.0012121900919248522,-0.01387030952527111,-0.024078355916557978,0.0017592185802336297,-0.00583858152360083,-0.0348133232854656,0.00024098729434903534,-0.013444112391772243,-0.004653841927056249
1.0,1700.0,0.0014141509613951428,-0.013556494754684073,-0.023509137400328846,0.002005778945115193,-0.005237825825069085,-0.0326624948157266,0.00031121809441134516,-0.014148032670420274,-0.00504905500488175
1.0,1800.0,0.0016247337719058057,-0.013279606821859632,-0.02298989879212279,0.002233922849380978,-0.004716976655370227,-0.030705415051034253,0.0003907261323160933,-0.014794334532430474,-0.00543670158096487
1.0,1900.0,0.0018432232477868721,-0.013034039131820517,-0.022514859891647837,0.0024406144792514773,-0.004276527088221701,-0.028946492215481952,0.00048060375089716445,-0.015388161830190062,-0.005815924330351603
1.0,2000.0,0.0020691727554955322,-0.012815225762377662,-0.022078426792988486,0.002627162814023012,-0.0039139182764855365,-0.02738361639940745,0.0005820702206282098,-0.01593449648849834,-0.006186374323509056
1.0,2100.0,0.0023022737279603206,-0.012619370904905516,-0.021675122729302932,0.00279785398380659,-0.0036224411980589795,-0.026005971325345375,0.000696276800052863,-0.016438048376974407,-0.006548105160054055
1.0,2200.0,0.0025422661553930097,-0.012443267495782343,-0.021299640677704304,0.002958711239145824,-0.003391661372010131,-0.024794671771982267,0.0008241831883341496,-0.016903189415462316,-0.006901455031421577
1.0,2300.0,0.0027888839395254646,-0.01228417455484499,-0.02094693695617139,0.003116512237586551,-0.003208473812388401,-0.023724705549133716,0.0009664936391907125,-0.0173339215339681,-0.007246940729386619
1.0,2400.0,0.003041826201255265,-0.012139732010202273,-0.020612321663952646,0.0032780799231488934,-0.003058280277092808,-0.022767229181481663,0.0011236366914612514,-0.017733869094350718,-0.0075851726777657336
1.0,2500.0,0.003300746236010566,-0.012007899139318148,-0.020291526389394774,0.0034498128878496436,-0.0029260386996069285,-0.021891704687395416,0.0012957736756166076,-0.01810628795210342,-0.0079167920625242
1.0,2600.0,0.0035652515173734763,-0.011886907930146712,-0.019980743940840533,0.0036374050176174815,-0.002797088594766662,-0.021067651556707905,0.0014828242386845743,-0.018454085053908498,-0.008242427474795828
1.0,2700.0,0.0038349099580970015,-0.011775226065992097,-0.019676642139042074,0.003845704754398607,-0.0026577391341928353,-0.020265955284492623,0.0016845003932258562,-0.018779844046313103,-0.008562667242863555
1.0,2800.0,0.00410925917239163,-0.01167152636740334,-0.019376356717199016,0.004078671602966802,-0.0024956457595036573,-0.019459760452361422,0.0019003433754213252,-0.019085853690101053,-0.008878043609508855
1.0,2900.0,0.004387816654243682,-0.011574660814458671,-0.01907746902729553,0.004339396557116609,-0.002300015545361859,-0.018625013711743518,0.002129759726778839,-0.019374136906779,-0.009189025411961352
1.0,3000.0,0.004670089623405327,-0.011483638030968095,-0.018777973767888857,0.004630161623263622,-0.0020616829323257878,-0.01774073176886585,0.0023720545393390424,-0.019646479055263042,-0.00949601657975021
2.0,250.0,4.638471502177111e-09,-0.03662724092780493,-0.05170957076401154,2.441276415242058e-06,-0.10358033433535202,-0.19316345375196806,1.196446934748557e-07,-6.308675772982459e-05,-1.8018640917935202e-05
2.0,260.0,3.0793004091158954e-08,-0.035881168736517616,-0.050908764695111845,-2.0807628016485413e-05,-0.09799748513256278,-0.18525974189156785,-1.0376947779562829e-06,-0.0001240318566282209,-8.370816637563417e-06
2.0,270.0,-2.080322853918515e-06,-0.03533275705257189,-0.0506496516882339,5.8343891705295805e-05,-0.09627781951027488,-0.18947306686179788,1.3408413034026307e-06,-0.00014766646956744557,-2.909532106013072e-05
2.0,280.0,5.534813131970221e-07,-0.03473894112836589,-0.05030947804875194,-5.290294861420078e-05,-0.09363964219672717,-0.1906528454287833,-3.02018327849653e-06,-0.0001772008199249342,-3.3416084058797256e-05
2.0,290.0,4.775533992697096e-07,-0.03401344302408039,-0.04930550590696936,-3.2690550527302945e-05,-0.08771012028087065,-0.17851623420981763,-1.2227387554183996e-06,-0.00021463540776703414,-3.261425450583337e-05
2.0,300.0,-3.907627363337379e-07,-0.03328959209144391,-0.048198115564243034,3.033609574214585e-05,-0.08151917706885202,-0.1642728910044075,1.6867775926982058e-06,-0.00025034041624262185,-3.135423668364866e-05
2.0,310.0,-9.121303063273822e-08,-0.03265881948850633,-0.047411709327580064,4.7666209508258284e-05,-0.07712401888497443,-0.1562080608480955,2.0674766405079924e-06,-0.00028355450156739936,-3.2104471906595604e-05
2.0,320.0,1.131033821043395e-06,-0.032127814163936404,-0.04698212782668067,1.929154724398835e-05,-0.07459809314745744,-0.15501379573378626,5.168923047900555e-07,-0.00031913329165020923,-3.678648419221892e-05
2.0,330.0,2.1520242487675065e-06,-0.03166066377759283,-0.04674552431109492,-1.8833364774742375e-05,-0.0730748603941269,-0.1574718045403579,-1.1061138813913705e-06,-0.00036157023275377136,-4.612968083551645e-05
2.0,340.0,2.2062506822962553e-06,-0.031218173133909392,-0.04652515702768894,-3.9441692215178654e-05,-0.07167728208387218,-0.16008215865679057,-1.6726910239872498e-06,-0.0004126207311292515,-5.952841977251974e-05
2.0,350.0,1.2424112768615206e-06,-0.03077528309117754,-0.04621382241448359,-3.5793817367078705e-05,-0.06989711820771477,-0.16068817457721707,-1.0987275677840672e-06,-0.00047165814367776897,-7.557962825095314e-05
2.0,360.0,-2.7759138519903975e-07,-0.03032281962805594,-0.045780372672918616,-1.5453440531837405e-05,-0.06760195504064918,-0.15862966091021466,1.0027069237578922e-07,-0.00053690881922674,-9.275892996932874e-05
2.0,370.0,-1.7247950403012843e-06,-0.029862640688502962,-0.04524472719911058,9.472128905185498e-06,-0.0648994337523611,-0.15427175874089996,1.3068175195165963e-06,-0.0006065057764742049,-0.00010988435851541624
2.0,380.0,-2.5705422080019672e-06,-0.02940187627090571,-0.044649331688234754,2.9059716427591684e-05,-0.06199457140902637,-0.14845057544131277,2.089836766320166e-06,-0.0006790551640851745,-0.00012629606259826592
2.0,390.0,-2.5151019487248393e-06,-0.028948629962954633,-0.04403845925767932,3.823002805015649e-05,-0.05909140647853946,-0.1420621147318383,2.2828382586053576e-06,-0.0007537858547766302,-0.00014182576390377714
2.0,400.0,-1.501244156297885e-06,-0.028509566524902753,-0.043447115357088936,3.6552291471871275e-05,-0.05634359918262389,-0.13583475850502935,1.936295751353174e-06,-0.0008304558084625736,-0.00015666075700776163
2.0,410.0,3.392838415452929e-07,-0.028088997770294423,-0.04289736737195471,2.672290380690108e-05,-0.05384093977953547,-0.13024716327895433,1.2250675283588822e-06,-0.0009091660789048926,-0.00017118443390735458
2.0,420.0,2.7637218638464096e-06,-0.02768889968079267,-0.042399141035630916,1.2821893737566452e-05,-0.05161630616502872,-0.12553608278606768,3.6108390575797466e-07,-0.0009901763140496508,-0.0001858402303448713
2.0,430.0,5.49271384114567e-06,-0.027309382667023742,-0.041953058988878716,-1.0773951483204885e-06,-0.04966109542092032,-0.12174734666570637,-4.672725601160793e-07,-0.0010737648790897477,-0.00020103712377025302
2.0,440.0,8.267265346321564e-06,-0.026949295310520118,-0.041553742284174924,-1.1763465069290457e-05,-0.04794170649422972,-0.11879875027456832,-1.1262259334576458e-06,-0.0011601435111737398,-0.00021709692687720992
2.0,450.0,1.0884377964862739e-05,-0.02660678404162255,-0.04119273075355628,-1.7247885486580327e-05,-0.04641336637165193,-0.11653756557730778,-1.54416780460071e-06,-0.001249419227226286,-0.00023423506070461268
2.0,460.0,1.321331344240322e-05,-0.02627973193227064,-0.04086068713215889,-1.67660260571566e-05,-0.04503004539255604,-0.11478528875159762,-1.7042986922922512e-06,-0.0013415899817198298,-0.00025256408832841505
2.0,470.0,1.51970200769156e-05,-0.025966060658654127,-0.04054884903319129,-1.0563858544149228e-05,-0.043750574220688954,-0.11336823003633349,-1.6300781195962655e-06,-0.0014365604966665683,-0.00027211020304079777
2.0,480.0,1.6843773206475234e-05,-0.02566391084297057,-0.040249839108371835,4.07522432053369e-07,-0.04254168652485448,-0.1121356107299046,-1.369091996078897e-06,-0.0015341673443057238,-0.00029283512527121595
2.0,490.0,1.821350140163996e-05,-0.025371728041817018,-0.03995799386364891,1.4804809851687292e-05,-0.04137886992707273,-0.11096800386758027,-9.787293416795011e-07,-0.001634205721557021,-0.0003146583274412525
2.0,500.0,1.9402244785096644e-05,-0.025088282935750997,-0.0396693691479795,3.1162844206219786e-05,-0.04024583323606701,-0.10977905985144143,-5.15266605264901e-07,-0.0017364533961618169,-0.00033747662597815063
2.0,510.0,2.0527109639973165e-05,-0.024812650404323063,-0.039381554068801235,4.809969714474394e-05,-0.03913322974651863,-0.10851305211122143,-2.6722573891114964e-08,-0.0018406896434243352,-0.000361179768355695
2.0,520.0,2.171313941336662e-05,-0.02454416652622391,-0.039093391952680724,6.44523285468991e-05,-0.03803709257640549,-0.10714019680752486,4.5088250064164645e-07,-0.0019467085867924702,-0.0003856617100141549
2.0,530.0,2.308278960506132e-05,-0.024282376935404065,-0.03880467573326761,7.934968005863434e-05,-0.03695727621273479,-0.10565112521781418,8.945751793740333e-07,-0.0020543273184531552,-0.00041082791232744726
2.0,540.0,2.4748176779058217e-05,-0.024026985207363703,-0.038515859508979705,9.223538218251658e-05,-0.03589607209681467,-0.10405139957843475,1.2935848213416756e-06,-0.0021633896661236744,-0.0004365993125418131
2.0,550.0,2.6805940701715043e-05,-0.02377780629447495,-0.038227808817312164,0.00010285372704461304,-0.03485707582365409,-0.10235658742161757,1.6473461647728672e-06,-0.0022737666422285503,-0.00046291372189345524
2.0,560.0,2.9334373118009732e-05,-0.02353472742255237,-0.03794159887034901,0.00011121172831290485,-0.03384432417496437,-0.10058814121472566,1.9629534708317606e-06,-0.0023853545865333077,-0.0004897253858180829
2.0,570.0,3.239238582118386e-05,-0.023297677136613317,-0.03765836147171626,0.00011752808445483123,-0.03286168475816157,-0.0987701518615273,2.252515543312623e-06,-0.0024980718828160496,-0.0005170033463487577
2.0,580.0,3.601988012990356e-05,-0.023066602131975648,-0.03737917639758151,0.00012217743897297543,-0.0319124627155018,-0.09692693573227515,2.5307134789679488e-06,-0.00261185495759793,-0.000544729126588088
2.0,590.0,4.023911166328755e-05,-0.022841450942051734,-0.03710500059624521,0.00012563595233978242,-0.03099918211671675,-0.09508135596639519,2.8127384108923174e-06,-0.002726654090857174,-0.0005728941321950945
2.0,600.0,4.5056699190251795e-05,-0.02262216331509703,-0.0368366277870983,0.0001284321119453651,-0.030123499885516953,-0.09325375380551082,3.1126898894055025e-06,-0.002842429407415184,-0.0006014970524878506
2.0,610.0,5.046598964994021e-05,-0.022408664081244346,-0.03657467127082017,0.00013110501013623423,-0.029286214292772533,-0.09146136226438856,3.442446391129711e-06,-0.0029591472827537107,-0.0006305414479046751
2.0,620.0,5.644955477508027e-05,-0.022200860399823528,-0.03631956353825608,0.00013417103151892166,-0.02848733604655857,-0.08971808355964027,3.8109738861310186e-06,-0.003076777290381291,-0.0006600336345871927
2.0,630.0,6.29816531287457e-05,-0.02199864142455535,-0.03607156728722422,0.0001380989713582583,-0.027726196466720393,-0.08803452720236961,4.2240121049160555e-06,-0.0031952897393181666,-0.0006899809199924337
2.0,640.0,7.003054143765821e-05,-0.021801879594178557,-0.0358307935198267,0.00014329300153146214,-0.027001573354647347,-0.08641822342052888,4.684066043590811e-06,-0.0033146537946516395,-0.0007203902019119696
2.0,650.0,7.756056073695703e-05,-0.02161043292199185,-0.035597223393767224,0.0001500825414627529,-0.0263118205461981,-0.08487394418823073,5.1906282323991505e-06,-0.0034348361383732444,-0.000751266915623119
2.0,660.0,8.553395578799956e-05,-0.021424147809242143,-0.03537073137907786,0.00015871791993639765,-0.025654991605403278,-0.0834040801446484,5.7405618980834685e-06,-0.003555800106792767,-0.000782614296946941
2.0,670.0,9.391241114905152e-05,-0.021242862036220393,-0.03515110800274753,0.00016937067395219365,-0.025028951669340563,-0.08200903552125476,6.3285834438578504e-06,-0.0036775052310040884,-0.0008144329195379877
2.0,680.0,0.00010265830574195856,-0.02106640769110069,-0.03493808105273025,0.000182137380227197,-0.024431474165124492,-0.08068761456994439,6.947792905011242e-06,-0.003799907105084687,-0.00084672046143078
2.0,690.0,0.00011173570024102594,-0.020894613880826852,-0.034731334565989126,0.00019704601876745348,-0.023860321104434097,-0.0794373820849523,7.59021155490905e-06,-0.003922957509864824,-0.0008794716557802165
2.0,700.0,0.00012111107993801752,-0.020727309132058114,-0.03453052526568511,0.00021406400001673144,-0.023313307046195487,-0.07825498761911145,8.247295966297188e-06,-0.004046604726899464,-0.0009126783844983267
2.0,800.0,0.00022619669859403848,-0.019266101133667748,-0.032774591572855075,0.000467555162013419,-0.018789849611417244,-0.06921546715905899,1.4089073719023619e-05,-0.005303054846013613,-0.001266512179671108
2.0,900.0,0.0003467000084034574,-0.018102113625853962,-0.031311854478261,0.000748414662617202,-0.015344496965800558,-0.06283300591285873,1.8051373369075543e-05,-0.006555644154435164,-0.0016466227406724155
2.0,1000.0,0.00048603348687155823,-0.01715153376737032,-0.03003647928714169,0.0009739718672353274,-0.012697166065448889,-0.057556137829482656,2.5847242394781088e-05,-0.007761220398874497,-0.002037292814506202
2.0,1100.0,0.0006482561409878195,-0.01636287394080248,-0.028915314545493426,0.0011728687756391428,-0.010736539720033814,-0.05307248425649071,4.394545123890807e-05,-0.008897719066717507,-0.002430642054823701
2.0,1200.0,0.0008330986239479466,-0.01570026628605787,-0.027925335691584285,0.001394033813869189,-0.009290844256563527,-0.049250685261275406,7.49558977677503e-05,-0.009957044161279049,-0.0028238927772721886
2.0,1300.0,0.001037440079771222,-0.015137236059698547,-0.02704408005188358,0.0016602609842816059,-0.008181476399992808,-0.04592832384291201,0.00011835951483145113,-0.010938149872086756,-0.0032161286116776586
2.0,1400.0,0.001257465687492547,-0.014654083239207598,-0.026252491711123198,0.0019668546230466543,-0.007276859615606817,-0.04295788113233421,0.00017258542019259012,-0.011843279637972801,-0.0036067334603203686
2.0,1500.0,0.0014898802373672262,-0.014236105420722248,-0.025536272202347544,0.0022948808497459472,-0.006501180375918605,-0.040244378814956495,0.0002364234338193186,-0.012676259454814322,-0.003994956100261485
