pressure[atm]        = 100
temperature[K]       = 200
energy step[1/cm]    = 14
maximum energy[1/cm] = 7362

Bimolecular-to-bimolecular product energy distributions:
  E, kcal/mol       P1->P2
     0.434584      0.22818
     0.394557     0.192985
     0.354529     0.159408
     0.314502     0.127876
     0.274474    0.0988336
     0.234447    0.0727374
     0.194419    0.0500436
     0.154392    0.0311922
     0.114364    0.0165805
    0.0743368   0.00651815
    0.0343093   0.00113551

Well-to-bimolecular product energy distributions:
  E, kcal/mol       W1->P1       W1->P2
      21.0487   4.0919e-19  1.06145e-14
      21.0087 -2.22897e-19 -5.75799e-15
      20.9687  1.73725e-19  4.46908e-15
      20.9287  3.95064e-19  1.01207e-14
      20.8886 -1.50523e-19 -3.83994e-15
      20.8486  6.67905e-19  1.69673e-14
      20.8086  4.43041e-19  1.12076e-14
      20.7686 -3.04972e-19 -7.68238e-15
      20.7285 -1.08511e-20 -2.72189e-16
      20.6885  2.55551e-19  6.38314e-15
      20.6485 -4.13292e-19 -1.02794e-14
      20.6084 -5.39549e-19 -1.33625e-14
      20.5684  4.18753e-19  1.03267e-14
      20.5284  4.47201e-19  1.09811e-14
      20.4884  1.14559e-19  2.80099e-15
      20.4483 -5.40627e-20 -1.31617e-15
      20.4083 -2.34909e-19  -5.6943e-15
      20.3683 -2.06093e-19 -4.97424e-15
      20.3283 -2.00096e-19 -4.80866e-15
      20.2882  2.94103e-19   7.0372e-15
      20.2482  2.84479e-19   6.7774e-15
      20.2082  5.29782e-19  1.25666e-14
      20.1681 -1.92573e-19 -4.54802e-15
      20.1281 -3.16922e-20 -7.45211e-16
      20.0881  2.42363e-19    5.674e-15
      20.0481  -4.5711e-19 -1.06546e-14
       20.008  6.41419e-19  1.48849e-14
       19.968  1.20428e-19  2.78238e-15
       19.928 -8.18607e-19 -1.88297e-14
      19.8879 -1.65056e-18 -3.77986e-14
      19.8479  7.69839e-19  1.75515e-14
      19.8079 -1.94455e-19 -4.41369e-15
      19.7679 -1.93107e-19 -4.36359e-15
      19.7278 -2.56493e-19 -5.77003e-15
      19.6878  1.65507e-19  3.70658e-15
      19.6478  2.39423e-18   5.3379e-14
      19.6078  7.09179e-19    1.574e-14
      19.5677  1.80545e-18  3.98909e-14
      19.5277 -1.60468e-18 -3.52949e-14
