========================================
hono_B1_Frequencies_1_0.1.out
0.1 atm
T,P1->W1
480.0,7.54784e-12
490.0,7.24259e-12
500.0,6.95185e-12
510.0,6.67566e-12
520.0,6.41299e-12
530.0,6.16259e-12
540.0,5.92417e-12
550.0,5.69723e-12
560.0,5.48075e-12
570.0,5.27438e-12
580.0,5.07722e-12
590.0,4.88934e-12
600.0,4.70997e-12
610.0,4.53825e-12
620.0,4.37456e-12
630.0,4.21781e-12
640.0,4.06805e-12
650.0,3.9249e-12
660.0,3.78759e-12
670.0,3.65652e-12
680.0,3.53069e-12
690.0,3.41059e-12
700.0,3.29494e-12
800.0,2.36788e-12
900.0,1.74054e-12
1000.0,1.30378e-12
1100.0,9.92833e-13
1200.0,7.66806e-13
1300.0,5.9962e-13
1400.0,4.73918e-13
1500.0,3.78517e-13
1600.0,3.04777e-13
1700.0,2.47629e-13
1800.0,2.03004e-13
1900.0,1.6757e-13
2000.0,1.39537e-13
2100.0,1.17225e-13
2200.0,9.92554e-14
2300.0,8.47331e-14
2400.0,7.26756e-14
2500.0,6.30352e-14
2600.0,5.4689e-14
2700.0,4.78983e-14
2800.0,4.21625e-14
2900.0,3.69923e-14
3000.0,3.21792e-14
========================================
hono_B1_Frequencies_1_0.1.out
65 atm
T,P1->W1
200.0,3.4045e-11
210.0,3.32891e-11
220.0,3.25513e-11
230.0,3.1828e-11
240.0,3.1118e-11
250.0,3.04186e-11
260.0,2.97305e-11
270.0,2.90515e-11
280.0,2.83828e-11
290.0,2.77234e-11
300.0,2.70729e-11
310.0,2.64332e-11
320.0,2.58039e-11
330.0,2.51835e-11
340.0,2.45745e-11
350.0,2.39755e-11
360.0,2.33883e-11
370.0,2.28126e-11
380.0,2.22473e-11
390.0,2.16942e-11
400.0,2.1152e-11
410.0,2.06229e-11
420.0,2.0105e-11
430.0,1.95985e-11
440.0,1.9104e-11
450.0,1.86207e-11
460.0,1.81498e-11
470.0,1.76905e-11
480.0,1.72421e-11
490.0,1.68054e-11
500.0,1.6379e-11
510.0,1.59641e-11
520.0,1.55601e-11
530.0,1.51659e-11
540.0,1.47824e-11
550.0,1.44094e-11
560.0,1.40458e-11
570.0,1.36921e-11
580.0,1.33474e-11
590.0,1.30125e-11
600.0,1.26866e-11
610.0,1.23687e-11
620.0,1.20602e-11
630.0,1.17596e-11
640.0,1.14674e-11
650.0,1.11833e-11
660.0,1.09064e-11
670.0,1.06378e-11
680.0,1.03758e-11
690.0,1.01219e-11
700.0,9.87397e-12
800.0,7.7386e-12
900.0,6.11201e-12
1000.0,4.8644e-12
1100.0,3.9011e-12
1200.0,3.15108e-12
1300.0,2.56259e-12
1400.0,2.09687e-12
1500.0,1.72678e-12
1600.0,1.42953e-12
1700.0,1.1907e-12
1800.0,9.97863e-13
1900.0,8.40655e-13
2000.0,7.1291e-13
2100.0,6.08765e-13
2200.0,5.233e-13
2300.0,4.53028e-13
2400.0,3.93693e-13
2500.0,3.45329e-13
2600.0,3.03202e-13
2700.0,2.68293e-13
2800.0,2.38484e-13
2900.0,2.11496e-13
3000.0,1.86353e-13
========================================
hono_W1_Frequencies_1_0.1.out
0.1 atm
T,P1->W1
200.0,3.17324e-12
210.0,2.75407e-12
220.0,2.40165e-12
230.0,2.10327e-12
240.0,1.85005e-12
250.0,1.63345e-12
260.0,1.44808e-12
270.0,1.28833e-12
280.0,1.15029e-12
290.0,1.03027e-12
300.0,9.25698e-13
310.0,8.34498e-13
320.0,7.54643e-13
330.0,6.83971e-13
340.0,6.21687e-13
350.0,5.66389e-13
360.0,5.1718e-13
370.0,4.73614e-13
380.0,4.34445e-13
390.0,3.99394e-13
400.0,3.6787e-13
410.0,3.39389e-13
420.0,3.13922e-13
430.0,2.90716e-13
440.0,2.69618e-13
450.0,2.50414e-13
460.0,2.33031e-13
470.0,2.17163e-13
480.0,2.02716e-13
490.0,1.89504e-13
500.0,1.77242e-13
510.0,1.66014e-13
520.0,1.55727e-13
530.0,1.46288e-13
540.0,1.37418e-13
550.0,1.29322e-13
560.0,1.21902e-13
570.0,1.14892e-13
580.0,1.08418e-13
590.0,1.02397e-13
600.0,9.6808e-14
610.0,9.16837e-14
620.0,8.68454e-14
630.0,8.22255e-14
640.0,7.79928e-14
650.0,7.40615e-14
660.0,7.03261e-14
670.0,6.68798e-14
680.0,6.36119e-14
690.0,6.06496e-14
700.0,5.77311e-14
800.0,3.65569e-14
900.0,2.44324e-14
1000.0,1.67763e-14
1100.0,1.19111e-14
1200.0,8.74175e-15
1300.0,6.5586e-15
1400.0,4.92712e-15
1500.0,3.83434e-15
1600.0,2.93272e-15
1700.0,2.35214e-15
1800.0,1.86546e-15
1900.0,1.52759e-15
2000.0,1.24682e-15
2100.0,1.018e-15
2200.0,8.25979e-16
2300.0,7.19422e-16
2400.0,5.92645e-16
2500.0,5.07868e-16
2600.0,4.30165e-16
2700.0,3.74592e-16
2800.0,3.26942e-16
2900.0,2.83223e-16
3000.0,2.43923e-16
========================================
hono_W1_Frequencies_1_0.1.out
0.2154 atm
T,P1->W1
200.0,5.16961e-12
210.0,4.5419e-12
220.0,4.00537e-12
230.0,3.5447e-12
240.0,3.14829e-12
250.0,2.80503e-12
260.0,2.50776e-12
270.0,2.24879e-12
280.0,2.02275e-12
290.0,1.8245e-12
300.0,1.65012e-12
310.0,1.4967e-12
320.0,1.3612e-12
330.0,1.24053e-12
340.0,1.13343e-12
350.0,1.03771e-12
360.0,9.52074e-13
370.0,8.75618e-13
380.0,8.06581e-13
390.0,7.44489e-13
400.0,6.88339e-13
410.0,6.37475e-13
420.0,5.91573e-13
430.0,5.49666e-13
440.0,5.11449e-13
450.0,4.76544e-13
460.0,4.4476e-13
470.0,4.15637e-13
480.0,3.88985e-13
490.0,3.64515e-13
500.0,3.41832e-13
510.0,3.20959e-13
520.0,3.01767e-13
530.0,2.84044e-13
540.0,2.67484e-13
550.0,2.52233e-13
560.0,2.38163e-13
570.0,2.24956e-13
580.0,2.12689e-13
590.0,2.01264e-13
600.0,1.90622e-13
610.0,1.80763e-13
620.0,1.71495e-13
630.0,1.62712e-13
640.0,1.54588e-13
650.0,1.46998e-13
660.0,1.39811e-13
670.0,1.33131e-13
680.0,1.26808e-13
690.0,1.20959e-13
700.0,1.15323e-13
800.0,7.39563e-14
900.0,4.97182e-14
1000.0,3.45388e-14
1100.0,2.46938e-14
1200.0,1.81042e-14
1300.0,1.35851e-14
1400.0,1.02742e-14
1500.0,8.02284e-15
1600.0,6.17408e-15
1700.0,4.91923e-15
1800.0,3.95757e-15
1900.0,3.2201e-15
2000.0,2.63193e-15
2100.0,2.16594e-15
2200.0,1.76522e-15
2300.0,1.52647e-15
2400.0,1.25854e-15
2500.0,1.08873e-15
2600.0,9.22263e-16
2700.0,8.04463e-16
2800.0,7.02294e-16
2900.0,6.08779e-16
3000.0,5.23358e-16
========================================
hono_W1_Frequencies_1_0.1.out
0.4641 atm
T,P1->W1
200.0,8.00733e-12
210.0,7.13154e-12
220.0,6.36895e-12
230.0,5.70333e-12
240.0,5.12143e-12
250.0,4.61028e-12
260.0,4.16153e-12
270.0,3.76562e-12
280.0,3.41598e-12
290.0,3.10604e-12
300.0,2.83047e-12
310.0,2.58559e-12
320.0,2.3672e-12
330.0,2.17115e-12
340.0,1.99567e-12
350.0,1.83763e-12
360.0,1.69528e-12
370.0,1.56709e-12
380.0,1.45067e-12
390.0,1.34529e-12
400.0,1.2494e-12
410.0,1.16215e-12
420.0,1.08276e-12
430.0,1.01001e-12
440.0,9.4338e-13
450.0,8.8224e-13
460.0,8.26246e-13
470.0,7.74713e-13
480.0,7.273e-13
490.0,6.83582e-13
500.0,6.42993e-13
510.0,6.05478e-13
520.0,5.70828e-13
530.0,5.38667e-13
540.0,5.08652e-13
550.0,4.80832e-13
560.0,4.55014e-13
570.0,4.30826e-13
580.0,4.08252e-13
590.0,3.87183e-13
600.0,3.67492e-13
610.0,3.49119e-13
620.0,3.31867e-13
630.0,3.15553e-13
640.0,3.00353e-13
650.0,2.86102e-13
660.0,2.72615e-13
670.0,2.60011e-13
680.0,2.4808e-13
690.0,2.36948e-13
700.0,2.26293e-13
800.0,1.47163e-13
900.0,9.9934e-14
1000.0,7.00853e-14
1100.0,5.05183e-14
1200.0,3.7232e-14
1300.0,2.80022e-14
1400.0,2.13388e-14
1500.0,1.66358e-14
1600.0,1.29472e-14
1700.0,1.02821e-14
1800.0,8.31819e-15
1900.0,6.73899e-15
2000.0,5.51753e-15
2100.0,4.57286e-15
2200.0,3.76118e-15
2300.0,3.21721e-15
2400.0,2.67802e-15
2500.0,2.32424e-15
2600.0,1.97433e-15
2700.0,1.72293e-15
2800.0,1.50479e-15
2900.0,1.30604e-15
3000.0,1.12303e-15
========================================
hono_W1_Frequencies_1_0.1.out
1.0 atm
T,P1->W1
200.0,1.17291e-11
210.0,1.06025e-11
220.0,9.60094e-12
230.0,8.7102e-12
240.0,7.91744e-12
250.0,7.20951e-12
260.0,6.57826e-12
270.0,6.01318e-12
280.0,5.50733e-12
290.0,5.05324e-12
300.0,4.64453e-12
310.0,4.27712e-12
320.0,3.94585e-12
330.0,3.64553e-12
340.0,3.37411e-12
350.0,3.12742e-12
360.0,2.90338e-12
370.0,2.69977e-12
380.0,2.51348e-12
390.0,2.34359e-12
400.0,2.18788e-12
410.0,2.04536e-12
420.0,1.91461e-12
430.0,1.79416e-12
440.0,1.68321e-12
450.0,1.58083e-12
460.0,1.4865e-12
470.0,1.39923e-12
480.0,1.31847e-12
490.0,1.24362e-12
500.0,1.17391e-12
510.0,1.10917e-12
520.0,1.04906e-12
530.0,9.93004e-13
540.0,9.40592e-13
550.0,8.91753e-13
560.0,8.46182e-13
570.0,8.03439e-13
580.0,7.63372e-13
590.0,7.25861e-13
600.0,6.90675e-13
610.0,6.57654e-13
620.0,6.26615e-13
630.0,5.97255e-13
640.0,5.69739e-13
650.0,5.43848e-13
660.0,5.19323e-13
670.0,4.96298e-13
680.0,4.74468e-13
690.0,4.53982e-13
700.0,4.34416e-13
800.0,2.87205e-13
900.0,1.97515e-13
1000.0,1.4e-13
1100.0,1.01816e-13
1200.0,7.5619e-14
1300.0,5.71908e-14
1400.0,4.38788e-14
1500.0,3.42272e-14
1600.0,2.68882e-14
1700.0,2.13962e-14
1800.0,1.73101e-14
1900.0,1.4032e-14
2000.0,1.15133e-14
2100.0,9.57487e-15
2200.0,7.95857e-15
2300.0,6.74681e-15
2400.0,5.68473e-15
2500.0,4.92803e-15
2600.0,4.20768e-15
2700.0,3.67106e-15
2800.0,3.20882e-15
2900.0,2.79087e-15
3000.0,2.40467e-15
========================================
hono_W1_Frequencies_1_0.1.out
2.154 atm
T,P1->W1
200.0,1.61768e-11
210.0,1.4854e-11
220.0,1.36513e-11
230.0,1.25591e-11
240.0,1.15675e-11
250.0,1.06656e-11
260.0,9.84723e-12
270.0,9.10245e-12
280.0,8.4254e-12
290.0,7.80876e-12
300.0,7.24598e-12
310.0,6.73339e-12
320.0,6.26535e-12
330.0,5.83619e-12
340.0,5.44393e-12
350.0,5.08365e-12
360.0,4.75322e-12
370.0,4.44982e-12
380.0,4.16982e-12
390.0,3.91219e-12
400.0,3.67407e-12
410.0,3.45447e-12
420.0,3.25129e-12
430.0,3.06282e-12
440.0,2.88806e-12
450.0,2.72568e-12
460.0,2.57505e-12
470.0,2.43484e-12
480.0,2.30422e-12
490.0,2.18248e-12
500.0,2.06854e-12
510.0,1.96217e-12
520.0,1.86281e-12
530.0,1.76968e-12
540.0,1.68228e-12
550.0,1.60041e-12
560.0,1.52359e-12
570.0,1.45132e-12
580.0,1.38325e-12
590.0,1.31928e-12
600.0,1.25902e-12
610.0,1.20216e-12
620.0,1.14858e-12
630.0,1.0978e-12
640.0,1.04995e-12
650.0,1.00476e-12
660.0,9.61848e-13
670.0,9.21388e-13
680.0,8.82933e-13
690.0,8.46674e-13
700.0,8.12019e-13
800.0,5.47432e-13
900.0,3.82281e-13
1000.0,2.74433e-13
1100.0,2.01691e-13
1200.0,1.51142e-13
1300.0,1.1517e-13
1400.0,8.89756e-14
1500.0,6.97124e-14
1600.0,5.51241e-14
1700.0,4.40784e-14
1800.0,3.56876e-14
1900.0,2.90502e-14
2000.0,2.39062e-14
2100.0,1.99049e-14
2200.0,1.66708e-14
2300.0,1.40968e-14
2400.0,1.19808e-14
2500.0,1.03583e-14
2600.0,8.89841e-15
2700.0,7.76127e-15
2800.0,6.79235e-15
2900.0,5.92472e-15
3000.0,5.12363e-15
========================================
hono_W1_Frequencies_1_0.1.out
4.641 atm
T,P1->W1
200.0,2.09655e-11
210.0,1.95594e-11
220.0,1.82506e-11
230.0,1.70353e-11
240.0,1.59084e-11
250.0,1.48625e-11
260.0,1.38952e-11
270.0,1.29987e-11
280.0,1.21697e-11
290.0,1.14023e-11
300.0,1.0691e-11
310.0,1.00334e-11
320.0,9.42445e-12
330.0,8.8587e-12
340.0,8.33493e-12
350.0,7.84802e-12
360.0,7.39633e-12
370.0,6.97682e-12
380.0,6.58568e-12
390.0,6.22208e-12
400.0,5.88275e-12
410.0,5.56696e-12
420.0,5.27206e-12
430.0,4.99622e-12
440.0,4.73839e-12
450.0,4.49691e-12
460.0,4.27115e-12
470.0,4.05948e-12
480.0,3.86083e-12
490.0,3.67442e-12
500.0,3.49888e-12
510.0,3.334e-12
520.0,3.17894e-12
530.0,3.03273e-12
540.0,2.89482e-12
550.0,2.76489e-12
560.0,2.64223e-12
570.0,2.52632e-12
580.0,2.41659e-12
590.0,2.31295e-12
600.0,2.21485e-12
610.0,2.12178e-12
620.0,2.03374e-12
630.0,1.95003e-12
640.0,1.87073e-12
650.0,1.7955e-12
660.0,1.72384e-12
670.0,1.65596e-12
680.0,1.59122e-12
690.0,1.5299e-12
700.0,1.47116e-12
800.0,1.01486e-12
900.0,7.21778e-13
1000.0,5.26064e-13
1100.0,3.91527e-13
1200.0,2.96549e-13
1300.0,2.28037e-13
1400.0,1.77599e-13
1500.0,1.40071e-13
1600.0,1.11476e-13
1700.0,8.96493e-14
1800.0,7.285e-14
1900.0,5.96061e-14
2000.0,4.92448e-14
2100.0,4.1091e-14
2200.0,3.45623e-14
2300.0,2.93025e-14
2400.0,2.50121e-14
2500.0,2.1604e-14
2600.0,1.86516e-14
2700.0,1.62764e-14
2800.0,1.42683e-14
2900.0,1.24838e-14
3000.0,1.08442e-14
========================================
hono_W1_Frequencies_1_0.1.out
10.0 atm
T,P1->W1
200.0,2.55514e-11
210.0,2.42031e-11
220.0,2.29194e-11
230.0,2.17008e-11
240.0,2.05463e-11
250.0,1.94525e-11
260.0,1.84204e-11
270.0,1.74453e-11
280.0,1.6527e-11
290.0,1.56618e-11
300.0,1.48461e-11
310.0,1.40798e-11
320.0,1.3359e-11
330.0,1.26794e-11
340.0,1.20412e-11
350.0,1.14399e-11
360.0,1.08747e-11
370.0,1.03431e-11
380.0,9.8416e-12
390.0,9.36994e-12
400.0,8.92488e-12
410.0,8.5063e-12
420.0,8.1113e-12
430.0,7.73824e-12
440.0,7.38627e-12
450.0,7.05354e-12
460.0,6.73972e-12
470.0,6.44299e-12
480.0,6.16213e-12
490.0,5.89651e-12
500.0,5.64452e-12
510.0,5.40606e-12
520.0,5.18016e-12
530.0,4.96562e-12
540.0,4.76202e-12
550.0,4.56891e-12
560.0,4.38536e-12
570.0,4.21091e-12
580.0,4.04478e-12
590.0,3.88697e-12
600.0,3.73675e-12
610.0,3.59336e-12
620.0,3.45707e-12
630.0,3.32689e-12
640.0,3.20286e-12
650.0,3.08462e-12
660.0,2.97149e-12
670.0,2.86378e-12
680.0,2.76061e-12
690.0,2.66241e-12
700.0,2.56802e-12
800.0,1.81967e-12
900.0,1.32242e-12
1000.0,9.81257e-13
1100.0,7.41345e-13
