========================================
ch4oh_B1_Energy_1_3.49759.out
0.1 atm
T,P1->P2
200.0,2.41213e-14
210.0,2.85463e-14
220.0,3.37993e-14
230.0,4.00077e-14
240.0,4.73109e-14
250.0,5.58606e-14
260.0,6.58203e-14
270.0,7.73657e-14
280.0,9.06839e-14
290.0,1.05974e-13
300.0,1.23444e-13
310.0,1.43317e-13
320.0,1.65821e-13
330.0,1.912e-13
340.0,2.19702e-13
350.0,2.51587e-13
360.0,2.87124e-13
370.0,3.26589e-13
380.0,3.70265e-13
390.0,4.18444e-13
400.0,4.71423e-13
410.0,5.29504e-13
420.0,5.92996e-13
430.0,6.62211e-13
440.0,7.37468e-13
450.0,8.19085e-13
460.0,9.07386e-13
470.0,1.00269e-12
480.0,1.10534e-12
490.0,1.21564e-12
500.0,1.33393e-12
510.0,1.46053e-12
520.0,1.59577e-12
530.0,1.73997e-12
540.0,1.89345e-12
550.0,2.05652e-12
560.0,2.22949e-12
570.0,2.41268e-12
580.0,2.60637e-12
590.0,2.81088e-12
600.0,3.02648e-12
610.0,3.25346e-12
620.0,3.49208e-12
630.0,3.74262e-12
640.0,4.00533e-12
650.0,4.28047e-12
660.0,4.56824e-12
670.0,4.86891e-12
680.0,5.18267e-12
690.0,5.50973e-12
700.0,5.85029e-12
800.0,1.0032e-11
900.0,1.56834e-11
1000.0,2.27897e-11
1100.0,3.12223e-11
1200.0,4.07691e-11
1300.0,5.11704e-11
1400.0,6.21511e-11
1500.0,7.34465e-11
1600.0,8.48191e-11
1700.0,9.60645e-11
1800.0,1.07042e-10
1900.0,1.17608e-10
2000.0,1.27712e-10
2100.0,1.37267e-10
2200.0,1.46258e-10
2300.0,1.54705e-10
2400.0,1.62568e-10
2500.0,1.69884e-10
2600.0,1.76691e-10
2700.0,1.82994e-10
2800.0,1.88859e-10
2900.0,1.94274e-10
3000.0,1.99291e-10
========================================
ch4oh_B1_Energy_1_3.49759.out
100 atm
T,P1->P2
200.0,-4.8821e-16
210.0,-9.67578e-16
220.0,-1.63256e-15
230.0,-2.50255e-15
240.0,-3.61518e-15
250.0,-5.01975e-15
260.0,-6.7359e-15
270.0,-8.86282e-15
280.0,-1.1365e-14
290.0,-1.43351e-14
300.0,-1.78007e-14
310.0,-2.17813e-14
320.0,-2.63237e-14
330.0,-3.14766e-14
340.0,-3.73394e-14
350.0,-4.36991e-14
360.0,-5.08054e-14
370.0,-5.86925e-14
380.0,-6.73667e-14
390.0,-7.66062e-14
400.0,-8.67734e-14
410.0,-9.79314e-14
420.0,-1.09514e-13
430.0,-1.22118e-13
440.0,-1.35803e-13
450.0,-1.50041e-13
460.0,-1.65536e-13
470.0,-1.81526e-13
480.0,-1.9885e-13
490.0,-2.18414e-13
500.0,-2.35871e-13
510.0,-2.56219e-13
520.0,-2.76862e-13
530.0,-2.98885e-13
540.0,-3.22483e-13
550.0,-3.45846e-13
560.0,-3.70793e-13
570.0,-3.97465e-13
580.0,-4.24139e-13
590.0,-4.54956e-13
600.0,-4.81548e-13
610.0,-5.11136e-13
620.0,-5.43585e-13
630.0,-5.74735e-13
640.0,-6.10624e-13
650.0,-6.42476e-13
660.0,-6.81238e-13
670.0,-7.14411e-13
680.0,-7.55376e-13
690.0,-7.90353e-13
700.0,-8.28693e-13
800.0,-1.28388e-12
900.0,-1.83667e-12
1000.0,-2.46645e-12
1100.0,-3.20068e-12
1200.0,-4.01105e-12
1300.0,-4.84608e-12
1400.0,-5.67916e-12
1500.0,-6.51184e-12
1600.0,-7.38428e-12
1700.0,-8.54344e-12
1800.0,-9.17191e-12
1900.0,-1.04338e-11
2000.0,-1.08284e-11
2100.0,-1.19165e-11
2200.0,-1.35861e-11
2300.0,-1.31525e-11
2400.0,-1.41855e-11
2500.0,-1.57701e-11
2600.0,-1.58077e-11
2700.0,-1.78485e-11
2800.0,-1.61333e-11
2900.0,-1.68373e-11
3000.0,-1.77443e-11
