Rate Units: cm^3/sec

 T, K        R->P8        P8->R
  200  4.96433e-18  1.01743e-27
  210  7.93347e-18  4.54557e-27
  220  1.24147e-17  1.81119e-26
  230  1.90306e-17  6.51779e-26
  240  2.85912e-17  2.14113e-25
  250  4.21273e-17  6.48015e-25
  260  6.09223e-17  1.82137e-24
  270  8.65444e-17  4.78763e-24
  280  1.20876e-16  1.18422e-23
  290  1.66139e-16  2.77143e-23
  300  2.24923e-16  6.16652e-23
  310  3.00201e-16  1.31014e-22
  320  3.95347e-16  2.66816e-22
  330  5.14151e-16  5.22666e-22
  340  6.60822e-16  9.87875e-22
  350      8.4e-16  1.80658e-21
  360  1.05675e-15  3.20468e-21
  370  1.31657e-15  5.52675e-21
  380  1.62536e-15  9.28553e-21
  390  1.98946e-15  1.52267e-20
  400  2.41559e-15  2.44121e-20
  410  2.91086e-15  3.83244e-20
  420  3.48278e-15  5.89965e-20
  430   4.1392e-15    8.917e-20
  440  4.88831e-15  1.32484e-19
  450  5.73865e-15  1.93701e-19
  460  6.69906e-15  2.78968e-19
  470  7.77865e-15  3.96119e-19
  480  8.98685e-15  5.55026e-19
  490  1.03333e-14  7.67986e-19
  500  1.18279e-14  1.05017e-18
  510  1.34809e-14  1.42009e-18
  520  1.53024e-14  1.90018e-18
  530  1.73032e-14  2.51734e-18
  540  1.94938e-14  3.30361e-18
  550  2.18851e-14  4.29683e-18
  560  2.44882e-14  5.54142e-18
  570  2.73142e-14  7.08915e-18
  580  3.03744e-14  8.99998e-18
  590  3.36802e-14  1.13429e-17
  600   3.7243e-14   1.4197e-17
  610  4.10745e-14  1.76522e-17
  620  4.51863e-14  2.18106e-17
  630  4.95901e-14  2.67871e-17
  640  5.42978e-14  3.27109e-17
  650  5.93212e-14  3.97263e-17
  660  6.46723e-14   4.7994e-17
  670  7.03628e-14  5.76922e-17
  680  7.64049e-14  6.90179e-17
  690  8.28105e-14  8.21878e-17
  700  8.95917e-14  9.74401e-17
  750  1.29553e-13  2.14901e-16
  800  1.80712e-13  4.34446e-16
  850   2.4457e-13  8.17073e-16
  900  3.22613e-13  1.44622e-15
  950  4.16304e-13  2.43133e-15
 1000  5.27073e-13  3.91097e-15
 1050  6.56317e-13  6.05559e-15
 1100  8.05393e-13  9.06971e-15
 1150  9.75615e-13  1.31937e-14
 1200  1.16825e-12  1.87048e-14
 1250  1.38453e-12  2.59184e-14
 1300  1.62563e-12  3.51876e-14
 1350  1.89267e-12  4.69039e-14
 1400  2.18674e-12  6.14962e-14
 1450  2.50887e-12  7.94307e-14
 1500  2.86005e-12  1.01209e-13
 1550  3.24124e-12  1.27369e-13
 1600  3.65332e-12  1.58481e-13
 1650  4.09717e-12  1.95146e-13
 1700  4.57359e-12     2.38e-13
 1750  5.08337e-12  2.87703e-13
 1800  5.62726e-12  3.44947e-13
 1850  6.20596e-12  4.10445e-13
 1900  6.82014e-12  4.84938e-13
 1950  7.47045e-12  5.69188e-13
 2000  8.15749e-12  6.63978e-13
 2050  8.88186e-12  7.70109e-13
 2100  9.64409e-12  8.88401e-13
 2150  1.04447e-11  1.01969e-12
 2200  1.12843e-11  1.16483e-12
 2250  1.21632e-11  1.32468e-12
 2300  1.30819e-11  1.50012e-12
 2350  1.40409e-11  1.69203e-12
 2400  1.50406e-11  1.90132e-12
 2450  1.60814e-11  2.12889e-12
 2500  1.71636e-11  2.37565e-12
 2550  1.82876e-11  2.64253e-12
 2600  1.94538e-11  2.93044e-12
 2650  2.06625e-11  3.24032e-12
 2700   2.1914e-11  3.57311e-12
 2750  2.32085e-11  3.92974e-12
 2800  2.45465e-11  4.31115e-12
 2850   2.5928e-11  4.71828e-12
 2900  2.73535e-11  5.15208e-12
 2950  2.88232e-11   5.6135e-12
