========================================
c2h6rad_W1_Energy_1_34.9759.out
0.5 atm
T,W1->P1
296.0,2.7163e-50
370.0,4.94026e-37
407.0,3.33438e-32
474.0,2.2401e-25
513.0,3.16109e-22
539.0,2.20682e-20
577.0,5.43613e-18
700.0,4.51522e-12
810.0,2.3318e-08
906.0,6.69027e-06
1050.0,0.00394214
1200.0,0.490303
1350.0,17.5406
1525.0,387.147
1700.0,3786.37
1900.0,25527.1
2000.0,53932.4
2200.0,175931.0
2900.0,1673880.0
========================================
c2h6rad_W1_Energy_1_34.9759.out
1 atm
T,W1->P1
296.0,2.72733e-50
370.0,5.0043e-37
407.0,3.40313e-32
474.0,2.33095e-25
513.0,3.33674e-22
539.0,2.35423e-20
577.0,5.89637e-18
700.0,5.19449e-12
810.0,2.82945e-08
906.0,8.48201e-06
1050.0,0.00530278
1200.0,0.695539
1350.0,26.0385
1525.0,600.993
1700.0,6102.89
1900.0,42643.4
2000.0,91467.3
2200.0,306299.0
2900.0,3079270.0
========================================
c2h6rad_W1_Energy_1_34.9759.out
0.5 atm
T,W1->P2
296.0,1.33471e-59
370.0,6.19584e-45
407.0,1.29366e-39
474.0,4.06085e-32
513.0,1.13973e-28
539.0,1.18069e-26
577.0,4.81774e-24
700.0,1.35268e-17
810.0,1.47895e-13
906.0,6.99478e-11
1050.0,7.35189e-08
1200.0,1.45122e-05
1350.0,0.000751413
1525.0,0.0235949
1700.0,0.309511
1900.0,2.77136
2000.0,6.64269
2200.0,27.2115
2900.0,484.293
========================================
c2h6rad_W1_Energy_1_34.9759.out
1 atm
T,W1->P2
296.0,2.55051e-59
370.0,1.31179e-44
407.0,2.86115e-39
474.0,9.6011e-32
513.0,2.78426e-28
539.0,2.94243e-26
577.0,1.23266e-23
700.0,3.70307e-17
810.0,4.23223e-13
906.0,2.06223e-10
1050.0,2.24202e-07
1200.0,4.54009e-05
1350.0,0.0023942
1525.0,0.0763281
1700.0,1.01149
1900.0,9.1225
