    E, kcal/mol    D, mol/kcal        W1v->W1        W1v->P1        W1v->P4        W1v->P5
           13.8    4.20505e+14    8.29928e+11    1.67326e+12    1.66362e+14
           13.9    4.29244e+14    8.28151e+11    1.66883e+12    1.66125e+14
             14    4.38149e+14    8.26384e+11    1.66442e+12    1.65888e+14
           14.1    4.47222e+14    8.24634e+11    1.66004e+12    1.65652e+14
           14.2    4.56466e+14    8.22882e+11    1.65566e+12    1.65415e+14
           14.3    4.65884e+14    8.21129e+11     1.6513e+12    1.65179e+14
           14.4    4.75479e+14    8.19392e+11    1.64696e+12    1.64943e+14
           14.5    4.85254e+14    8.17668e+11    1.64264e+12    1.64707e+14
           14.6    4.95213e+14    8.15936e+11    1.63833e+12    1.64471e+14
           14.7    5.05358e+14    8.14212e+11    1.63403e+12    1.64236e+14
           14.8    5.15692e+14    8.12504e+11    1.62976e+12       1.64e+14
           14.9    5.26219e+14      8.108e+11     1.6255e+12    1.63765e+14
             15    5.36941e+14    8.09093e+11    1.62125e+12     1.6353e+14
           15.1    5.47863e+14    8.07396e+11    1.61702e+12    1.63295e+14
           15.2    5.58987e+14    8.05715e+11    1.61282e+12     1.6306e+14
           15.3    5.70317e+14    8.04033e+11    1.60862e+12    1.62826e+14
           15.4    5.81857e+14    8.02349e+11    1.60443e+12    1.62591e+14
           15.5    5.93609e+14    8.00681e+11    1.60027e+12    1.62357e+14
           15.6    6.05578e+14    7.99024e+11    1.59612e+12    1.62123e+14
           15.7    6.17766e+14    7.97361e+11    1.59199e+12    1.61889e+14
           15.8    6.30179e+14    7.95705e+11    1.58787e+12    1.61655e+14
           15.9    6.42818e+14    7.94063e+11    1.58377e+12    1.61422e+14
             16    6.55689e+14    7.92427e+11    1.57968e+12    1.61188e+14
           16.1    6.68795e+14    7.90787e+11    1.57561e+12    1.60955e+14
           16.2    6.82139e+14    7.89157e+11    1.57155e+12    1.60722e+14
           16.3    6.95726e+14    7.87541e+11    1.56751e+12    1.60489e+14
           16.4     7.0956e+14    7.85925e+11    1.56349e+12    1.60257e+14
           16.5    7.23645e+14    7.84308e+11    1.55947e+12    1.60024e+14
           16.6    7.37985e+14    7.82704e+11    1.55548e+12    1.59792e+14
           16.7    7.52584e+14    7.81111e+11    1.55151e+12     1.5956e+14
           16.8    7.67446e+14    7.79513e+11    1.54754e+12    1.59329e+14
           16.9    7.82576e+14    7.77922e+11    1.54359e+12    1.59097e+14
             17    7.97977e+14    7.76343e+11    1.53965e+12    1.58866e+14
           17.1    8.13656e+14     7.7477e+11    1.53574e+12    1.58635e+14
           17.2    8.29615e+14    7.73195e+11    1.53183e+12    1.58404e+14
           17.3    8.45859e+14    7.71628e+11    1.52794e+12    1.58173e+14
           17.4    8.62394e+14    7.70073e+11    1.52406e+12    1.57943e+14
           17.5    8.79224e+14     7.6852e+11     1.5202e+12    1.57713e+14
           17.6    8.96353e+14    7.66967e+11    1.51635e+12    1.57483e+14
           17.7    9.13786e+14    7.65424e+11    1.51252e+12    1.57253e+14
           17.8    9.31529e+14    7.63892e+11    1.50871e+12    1.57024e+14
           17.9    9.49585e+14    7.62357e+11     1.5049e+12    1.56795e+14
             18    9.67962e+14    7.60828e+11    1.50111e+12    1.56566e+14
           18.1    9.86662e+14     7.5931e+11    1.49733e+12    1.56337e+14
           18.2    1.00569e+15    7.57797e+11    1.49357e+12    1.56109e+14
           18.3    1.02506e+15    7.56283e+11    1.48982e+12    1.55881e+14
           18.4    1.04476e+15    7.54777e+11    1.48609e+12    1.55653e+14
           18.5    1.06481e+15    7.53282e+11    1.48237e+12    1.55425e+14
           18.6    1.08521e+15    7.51788e+11    1.47866e+12    1.55198e+14
           18.7    1.10597e+15    7.50296e+11    1.47497e+12    1.54971e+14
           18.8    1.12709e+15    7.48814e+11    1.47129e+12    1.54744e+14
           18.9    1.14858e+15     7.4734e+11    1.46763e+12    1.54517e+14
             19    1.17044e+15    7.45864e+11    1.46397e+12    1.54291e+14
           19.1    1.19269e+15    7.44394e+11    1.46033e+12    1.54065e+14
           19.2    1.21531e+15    7.42935e+11    1.45671e+12     1.5384e+14
           19.3    1.23833e+15     7.4148e+11     1.4531e+12    1.53614e+14
           19.4    1.26175e+15    7.40025e+11     1.4495e+12    1.53389e+14
           19.5    1.28557e+15    7.38577e+11    1.44592e+12    1.53164e+14
           19.6     1.3098e+15     7.3714e+11    1.44235e+12     1.5294e+14
           19.7    1.33445e+15    7.35703e+11    1.43879e+12    1.52715e+14
           19.8    1.35952e+15    7.34268e+11    1.43524e+12    1.52491e+14
           19.9    1.38502e+15    7.32842e+11    1.43171e+12    1.52267e+14
             20    1.41096e+15    7.31425e+11     1.4282e+12    1.52044e+14
    E, kcal/mol    D, mol/kcal        W1->W1v        W1->W2v         W1->W2
              0    3.21224e+12              0    5.69444e+12    1.39684e+12
            0.1    3.27416e+12    7.16801e+07    5.72844e+12    1.41287e+12
            0.2    3.33716e+12    8.20436e+07    5.76269e+12      1.429e+12
            0.3    3.40126e+12    9.35232e+07    5.79632e+12    1.44524e+12
            0.4    3.46648e+12    1.06207e+08    5.83013e+12    1.46158e+12
            0.5    3.53283e+12     1.2018e+08    5.86421e+12    1.47803e+12
            0.6    3.60034e+12    1.35527e+08    5.89832e+12    1.49458e+12
            0.7    3.66902e+12    1.52336e+08      5.932e+12    1.51124e+12
            0.8    3.73888e+12    1.70697e+08    5.96572e+12    1.52801e+12
            0.9    3.80995e+12    1.90669e+08    6.00008e+12    1.54488e+12
              1    3.88224e+12    2.12306e+08    6.03392e+12    1.56185e+12
            1.1    3.95578e+12    2.35672e+08    6.06751e+12    1.57893e+12
            1.2    4.03058e+12    2.60811e+08    6.10147e+12    1.59612e+12
            1.3    4.10666e+12    2.87781e+08    6.13572e+12    1.61341e+12
            1.4    4.18405e+12    3.16635e+08    6.16936e+12    1.63081e+12
            1.5    4.26275e+12     3.4743e+08    6.20313e+12    1.64831e+12
            1.6     4.3428e+12     3.8016e+08    6.23711e+12    1.66593e+12
            1.7    4.42422e+12    4.14852e+08     6.2712e+12    1.68364e+12
            1.8    4.50702e+12    4.51616e+08    6.30486e+12    1.70146e+12
            1.9    4.59122e+12    4.90517e+08    6.33851e+12    1.71939e+12
              2    4.67686e+12    5.31529e+08    6.37271e+12    1.73743e+12
            2.1    4.76394e+12    5.74663e+08    6.40656e+12    1.75557e+12
            2.2    4.85249e+12    6.20273e+08    6.44009e+12    1.77382e+12
            2.3    4.94253e+12    6.68146e+08    6.47397e+12    1.79217e+12
            2.4    5.03409e+12    7.18167e+08    6.50806e+12    1.81063e+12
            2.5    5.12719e+12    7.70953e+08    6.54165e+12     1.8292e+12
            2.6    5.22185e+12     8.2587e+08    6.57534e+12    1.84787e+12
            2.7    5.31809e+12    8.83014e+08    6.60918e+12    1.86665e+12
            2.8    5.41594e+12    9.42881e+08    6.64309e+12    1.88554e+12
            2.9    5.51543e+12    1.00472e+09    6.67669e+12    1.90453e+12
              3    5.61658e+12    1.06852e+09    6.71026e+12    1.92363e+12
            3.1    5.71941e+12    1.13487e+09    6.74426e+12    1.94283e+12
            3.2    5.82394e+12    1.20362e+09    6.77796e+12    1.96215e+12
            3.3    5.93021e+12    1.30973e+09    6.81142e+12    1.98157e+12
            3.4    6.03824e+12    1.38796e+09    6.84515e+12    2.00109e+12
            3.5    6.14805e+12    1.46901e+09    6.87904e+12    2.02072e+12
            3.6    6.25968e+12      1.553e+09    6.91247e+12    2.04046e+12
            3.7    6.37315e+12    1.63975e+09    6.94602e+12    2.06031e+12
            3.8    6.48847e+12    1.72889e+09     6.9797e+12    2.08026e+12
            3.9     6.6057e+12    1.82052e+09    7.01341e+12    2.10032e+12
              4    6.72484e+12    1.91509e+09    7.04683e+12    2.12049e+12
            4.1    6.84593e+12    2.01271e+09    7.08028e+12    2.14076e+12
            4.2    6.96901e+12     2.1457e+09    7.11407e+12    2.16114e+12
            4.3    7.09409e+12    2.25372e+09    7.14758e+12    2.18163e+12
            4.4    7.22121e+12    2.36499e+09    7.18088e+12    2.20222e+12
            4.5     7.3504e+12    2.51079e+09    7.21445e+12    2.22293e+12
            4.6    7.48168e+12    2.63352e+09    7.24814e+12    2.24373e+12
            4.7    7.61509e+12    2.76058e+09    7.28141e+12    2.26465e+12
            4.8    7.75066e+12     2.8919e+09    7.31472e+12    2.28567e+12
            4.9    7.88843e+12    3.02717e+09    7.34827e+12     2.3068e+12
              5     8.0284e+12    3.16632e+09    7.38179e+12    2.32803e+12
            5.1    8.17064e+12    3.30974e+09    7.41499e+12    2.34938e+12
            5.2    8.31516e+12    3.45785e+09    7.44825e+12    2.37083e+12
            5.3      8.462e+12    3.61094e+09    7.48188e+12    2.39238e+12
            5.4     8.6112e+12    3.76928e+09    7.51517e+12    2.41405e+12
            5.5    8.76278e+12    3.93326e+09    7.54829e+12    2.43582e+12
            5.6    8.91679e+12    4.10243e+09     7.5816e+12    2.45769e+12
            5.7    9.07324e+12    4.27645e+09    7.61512e+12    2.47968e+12
            5.8     9.2322e+12    4.45521e+09    7.64818e+12    2.50177e+12
            5.9    9.39367e+12     4.6386e+09    7.68126e+12    2.52397e+12
              6    9.55772e+12    4.82738e+09    7.71459e+12    2.54627e+12
            6.1    9.72437e+12    5.02203e+09    7.74789e+12    2.56868e+12
            6.2    9.89365e+12    5.22209e+09    7.78087e+12     2.5912e+12
            6.3    1.00656e+13    5.42768e+09    7.81392e+12    2.61383e+12
            6.4    1.02403e+13    5.63881e+09    7.84726e+12    2.63656e+12
            6.5    1.04177e+13    5.85487e+09    7.88033e+12     2.6594e+12
            6.6    1.05979e+13    6.09654e+09    7.91325e+12    2.68234e+12
            6.7    1.07809e+13    6.32531e+09    7.94629e+12     2.7054e+12
            6.8    1.09669e+13    6.55865e+09    7.97953e+12    2.72856e+12
            6.9    1.11557e+13    6.79719e+09     8.0124e+12    2.75182e+12
              7    1.13474e+13    7.04026e+09    8.04525e+12     2.7752e+12
            7.1    1.15422e+13    7.28745e+09    8.07831e+12    2.79868e+12
            7.2      1.174e+13    7.53965e+09    8.11134e+12    2.82226e+12
            7.3    1.19409e+13    7.79701e+09    8.14408e+12    2.84595e+12
            7.4    1.21449e+13     8.0766e+09     8.1769e+12    2.86975e+12
            7.5     1.2352e+13    8.34668e+09    8.20994e+12    2.89366e+12
            7.6    1.25624e+13    8.62318e+09    8.24274e+12    2.91767e+12
            7.7     1.2776e+13    8.92146e+09    8.27543e+12    2.94179e+12
            7.8    1.29929e+13     9.2127e+09     8.3082e+12    2.96602e+12
            7.9    1.32132e+13    9.51023e+09    8.34114e+12    2.99035e+12
              8    1.34368e+13    9.81423e+09    8.37376e+12    3.01479e+12
            8.1    1.36639e+13    1.01246e+10    8.40635e+12    3.03933e+12
            8.2    1.38945e+13    1.04408e+10    8.43914e+12    3.06399e+12
            8.3    1.41286e+13    1.07781e+10    8.47187e+12    3.08874e+12
            8.4    1.43663e+13    1.11085e+10    8.50435e+12    3.11361e+12
            8.5    1.46076e+13    1.14458e+10    8.53691e+12    3.13858e+12
            8.6    1.48526e+13    1.18051e+10    8.56966e+12    3.16365e+12
            8.7    1.51013e+13    1.21592e+10    8.60216e+12    3.18884e+12
            8.8    1.53538e+13    1.25213e+10    8.63458e+12    3.21413e+12
            8.9    1.56102e+13    1.29051e+10    8.66708e+12    3.23952e+12
              9    1.58704e+13    1.32839e+10    8.69972e+12    3.26502e+12
            9.1    1.61346e+13    1.36696e+10    8.73204e+12    3.29063e+12
            9.2    1.64028e+13    1.40625e+10    8.76436e+12    3.31634e+12
            9.3     1.6675e+13     1.4463e+10    8.79687e+12    3.34216e+12
            9.4    1.69513e+13    1.48716e+10    8.82929e+12    3.36809e+12
            9.5    1.72317e+13    1.52882e+10    8.86148e+12    3.39412e+12
            9.6    1.75164e+13    1.57134e+10    8.89375e+12    3.42026e+12
            9.7    1.78054e+13    1.61593e+10    8.92619e+12     3.4465e+12
            9.8    1.80987e+13     1.6603e+10    8.95839e+12    3.47285e+12
            9.9    1.83963e+13    1.70672e+10    8.99049e+12     3.4993e+12
             10    1.86985e+13    1.75405e+10    9.02269e+12    3.52586e+12
           10.1    1.90051e+13    1.80115e+10    9.05502e+12    3.55253e+12
           10.2    1.93163e+13    1.84907e+10    9.08705e+12     3.5793e+12
           10.3    1.96321e+13    1.89777e+10    9.11905e+12    3.60617e+12
           10.4    1.99526e+13    1.94729e+10    9.15123e+12    3.63315e+12
           10.5    2.02778e+13    1.99872e+10    9.18335e+12    3.66024e+12
           10.6    2.06079e+13    2.05012e+10    9.21523e+12    3.68743e+12
           10.7    2.09429e+13    2.10339e+10    9.24718e+12    3.71473e+12
           10.8    2.12828e+13    2.15668e+10     9.2793e+12    3.74213e+12
           10.9    2.16277e+13    2.21082e+10     9.3112e+12    3.76964e+12
             11    2.19777e+13    2.26681e+10    9.34298e+12    3.79725e+12
           11.1    2.23328e+13    2.32285e+10    9.37485e+12    3.82497e+12
           11.2    2.26931e+13    2.37972e+10    9.40686e+12    3.85279e+12
           11.3    2.30587e+13    2.43749e+10    9.43858e+12    3.88072e+12
           11.4    2.34297e+13    2.49613e+10    9.47028e+12    3.90875e+12
           11.5    2.38061e+13     2.5556e+10     9.5021e+12    3.93689e+12
           11.6     2.4188e+13    2.61689e+10    9.53391e+12    3.96513e+12
           11.7    2.45754e+13     2.6783e+10    9.56549e+12    3.99348e+12
           11.8    2.49685e+13    2.74067e+10    9.59711e+12    4.02193e+12
           11.9    2.53673e+13    2.80495e+10    9.62888e+12    4.05048e+12
             12    2.57719e+13    2.86949e+10    9.66047e+12    4.07914e+12
           12.1    2.61824e+13    2.93505e+10    9.69193e+12    4.10791e+12
           12.2    2.65987e+13    3.00252e+10    9.72348e+12    4.13678e+12
           12.3    2.70211e+13     3.0702e+10    9.75512e+12    4.16575e+12
           12.4    2.74496e+13    3.13961e+10    9.78652e+12    4.19483e+12
           12.5    2.78843e+13    3.20933e+10     9.8179e+12    4.22401e+12
           12.6    2.83252e+13    3.28006e+10    9.84939e+12    4.25329e+12
           12.7    2.87725e+13    3.35256e+10    9.88083e+12    4.28268e+12
           12.8    2.92261e+13     3.4255e+10     9.9121e+12    4.31217e+12
           12.9    2.96863e+13    3.49957e+10    9.94338e+12    4.34177e+12
             13     3.0153e+13    3.57622e+10    9.97479e+12    4.37147e+12
           13.1    3.06265e+13    3.65337e+10     1.0006e+13    4.40128e+12
           13.2    3.11066e+13    3.73102e+10    1.00372e+13    4.43119e+12
           13.3    3.15936e+13    3.81125e+10    1.00684e+13     4.4612e+12
           13.4    3.20876e+13    3.89127e+10    1.00997e+13    4.49131e+12
           13.5    3.25885e+13    3.97237e+10    1.01307e+13    4.52153e+12
           13.6    3.30966e+13    4.05456e+10    1.01618e+13    4.55185e+12
           13.7    3.36118e+13    4.13787e+10    1.01929e+13    4.58228e+12
           13.8    3.41344e+13    4.22359e+10     1.0224e+13     4.6128e+12
           13.9    3.46643e+13    4.30936e+10    1.02549e+13    4.64343e+12
             14    3.52017e+13    4.39693e+10    1.02858e+13    4.67417e+12
           14.1    3.57467e+13    4.48632e+10    1.03169e+13      4.705e+12
           14.2    3.62993e+13    4.57584e+10    1.03478e+13    4.73595e+12
           14.3    3.68597e+13    4.66713e+10    1.03786e+13    4.76699e+12
           14.4    3.74279e+13    4.75965e+10    1.04094e+13    4.79813e+12
           14.5    3.80042e+13    4.85283e+10    1.04404e+13    4.82938e+12
           14.6    3.85884e+13    4.94774e+10    1.04711e+13    4.86073e+12
           14.7    3.91809e+13    5.04338e+10    1.05018e+13    4.89218e+12
           14.8    3.97816e+13    5.14068e+10    1.05326e+13    4.92374e+12
           14.9    4.03906e+13    5.23936e+10    1.05633e+13     4.9554e+12
             15    4.10082e+13    5.33884e+10    1.05939e+13    4.98716e+12
           15.1    4.16343e+13    5.44012e+10    1.06245e+13    5.01902e+12
           15.2    4.22691e+13    5.54232e+10    1.06552e+13    5.05098e+12
           15.3    4.29127e+13    5.64578e+10    1.06857e+13    5.08305e+12
           15.4    4.35653e+13    5.75096e+10    1.07162e+13    5.11522e+12
           15.5    4.42268e+13    5.85691e+10    1.07467e+13    5.14749e+12
           15.6    4.48974e+13      5.964e+10    1.07773e+13    5.17986e+12
           15.7    4.55773e+13    6.07268e+10    1.08076e+13    5.21233e+12
           15.8    4.62666e+13    6.18207e+10     1.0838e+13    5.24491e+12
           15.9    4.69653e+13    6.29259e+10    1.08684e+13    5.27758e+12
             16    4.76736e+13    6.40476e+10    1.08988e+13    5.31036e+12
           16.1    4.83917e+13    6.51776e+10     1.0929e+13    5.34324e+12
           16.2    4.91195e+13    6.63206e+10    1.09593e+13    5.37622e+12
           16.3    4.98573e+13     6.7485e+10    1.09896e+13     5.4093e+12
           16.4    5.06052e+13    6.86589e+10    1.10198e+13    5.44248e+12
           16.5    5.13633e+13    6.98502e+10    1.10499e+13    5.47577e+12
           16.6    5.21317e+13    7.10525e+10    1.10801e+13    5.50915e+12
           16.7    5.29105e+13    7.22644e+10    1.11103e+13    5.54263e+12
           16.8    5.36999e+13    7.34936e+10    1.11403e+13    5.57622e+12
           16.9    5.45001e+13    7.47332e+10    1.11703e+13    5.60991e+12
             17     5.5311e+13    7.59866e+10    1.12004e+13    5.64369e+12
           17.1    5.61329e+13    7.72658e+10    1.12304e+13    5.67758e+12
           17.2     5.6966e+13    7.85489e+10    1.12603e+13    5.71156e+12
           17.3    5.78102e+13    7.98502e+10    1.12902e+13    5.74565e+12
           17.4    5.86658e+13    8.11735e+10    1.13202e+13    5.77984e+12
           17.5     5.9533e+13    8.25013e+10      1.135e+13    5.81413e+12
           17.6    6.04118e+13    8.38472e+10    1.13798e+13    5.84851e+12
           17.7    6.13024e+13    8.52114e+10    1.14096e+13      5.883e+12
           17.8    6.22049e+13    8.65837e+10    1.14394e+13    5.91759e+12
           17.9    6.31195e+13    8.79762e+10    1.14691e+13    5.95228e+12
             18    6.40463e+13    8.93796e+10    1.14987e+13    5.98706e+12
           18.1    6.49855e+13    9.07999e+10    1.15285e+13    6.02195e+12
           18.2    6.59372e+13    9.22419e+10    1.15581e+13    6.05693e+12
           18.3    6.69016e+13    9.36912e+10    1.15877e+13    6.09202e+12
           18.4    6.78788e+13    9.51594e+10    1.16172e+13     6.1272e+12
           18.5     6.8869e+13    9.66467e+10    1.16468e+13    6.16248e+12
           18.6    6.98723e+13    9.81441e+10    1.16763e+13    6.19787e+12
           18.7    7.08889e+13    9.96598e+10    1.17057e+13    6.23335e+12
           18.8    7.19189e+13    1.01194e+11    1.17352e+13    6.26892e+12
           18.9    7.29625e+13    1.02737e+11    1.17647e+13     6.3046e+12
             19      7.402e+13    1.04299e+11     1.1794e+13    6.34038e+12
           19.1    7.50913e+13    1.05873e+11    1.18233e+13    6.37625e+12
           19.2    7.61767e+13    1.07461e+11    1.18527e+13    6.41223e+12
           19.3    7.72764e+13     1.0907e+11     1.1882e+13     6.4483e+12
           19.4    7.83906e+13    1.10692e+11    1.19112e+13    6.48447e+12
           19.5    7.95193e+13    1.12331e+11    1.19404e+13    6.52074e+12
           19.6    8.06628e+13    1.13987e+11    1.19697e+13     6.5571e+12
           19.7    8.18213e+13    1.15656e+11    1.19988e+13    6.59357e+12
           19.8    8.29948e+13    1.17346e+11    1.20279e+13    6.63013e+12
           19.9    8.41837e+13    1.19046e+11     1.2057e+13    6.66679e+12
             20    8.53881e+13    1.20758e+11    1.20861e+13    6.70355e+12
    E, kcal/mol    D, mol/kcal         W2->W1        W2->W2v         W2->P3
              0    1.97531e+12    2.27153e+12    1.99614e+13    3.98458e+13
            0.1    2.00738e+12    2.30448e+12    2.01316e+13    4.00367e+13
            0.2    2.03992e+12    2.33774e+12    2.03026e+13    4.02279e+13
            0.3    2.07294e+12    2.37133e+12    2.04732e+13    4.04193e+13
            0.4    2.10646e+12    2.40525e+12    2.06446e+13    4.06111e+13
            0.5    2.14046e+12    2.43949e+12    2.08168e+13    4.08032e+13
            0.6    2.17497e+12    2.47406e+12    2.09896e+13    4.09956e+13
            0.7    2.20998e+12    2.50897e+12    2.11622e+13    4.11882e+13
            0.8    2.24551e+12     2.5442e+12    2.13353e+13    4.13812e+13
            0.9    2.28155e+12    2.57977e+12    2.15098e+13    4.15745e+13
              1    2.31813e+12    2.61568e+12    2.16841e+13    4.17681e+13
            1.1    2.35524e+12    2.65192e+12    2.18584e+13     4.1962e+13
            1.2    2.39289e+12     2.6885e+12    2.20337e+13    4.21561e+13
            1.3    2.43109e+12    2.72542e+12    2.22099e+13    4.23506e+13
            1.4    2.46985e+12    2.76268e+12    2.23858e+13    4.25454e+13
            1.5    2.50917e+12    2.80028e+12    2.25622e+13    4.27404e+13
            1.6    2.54906e+12    2.83822e+12    2.27394e+13    4.29357e+13
            1.7    2.58953e+12    2.87651e+12    2.29173e+13    4.31314e+13
            1.8    2.63058e+12    2.91515e+12    2.30951e+13    4.33273e+13
            1.9    2.67223e+12    2.95413e+12    2.32732e+13    4.35235e+13
              2    2.71448e+12    2.99346e+12    2.34526e+13      4.372e+13
            2.1    2.75734e+12    3.03315e+12     2.3632e+13    4.39168e+13
            2.2    2.80081e+12    3.07318e+12    2.38113e+13    4.41139e+13
            2.3    2.84492e+12    3.11357e+12    2.39916e+13    4.43113e+13
            2.4    2.88965e+12    3.15432e+12    2.41727e+13    4.45089e+13
            2.5    2.93503e+12    3.19542e+12    2.43535e+13    4.47069e+13
            2.6    2.98105e+12    3.23687e+12    2.45349e+13    4.49051e+13
            2.7    3.02774e+12    3.27869e+12    2.47168e+13    4.51035e+13
            2.8    3.07509e+12    3.32086e+12    2.48994e+13    4.53023e+13
            2.9    3.12312e+12     3.3634e+12    2.50819e+13    4.55013e+13
              3    3.17183e+12     3.4063e+12    2.52648e+13    4.57007e+13
            3.1    3.22123e+12    3.44957e+12    2.54488e+13    4.59002e+13
            3.2    3.27134e+12     3.4932e+12    2.56327e+13    4.61001e+13
            3.3    3.32215e+12     3.5372e+12    2.58166e+13    4.63003e+13
            3.4    3.37369e+12    3.58156e+12    2.60014e+13    4.65007e+13
            3.5    3.42595e+12     3.6263e+12    2.61867e+13    4.67014e+13
            3.6    3.47896e+12     3.6714e+12    2.63718e+13    4.69024e+13
            3.7    3.53271e+12    3.71688e+12    2.65575e+13    4.71036e+13
            3.8    3.58722e+12    3.76273e+12    2.67437e+13    4.73051e+13
            3.9     3.6425e+12    3.80895e+12    2.69304e+13    4.75068e+13
              4    3.69855e+12    3.85555e+12     2.7117e+13    4.77089e+13
            4.1    3.75539e+12    3.90253e+12     2.7304e+13    4.79112e+13
            4.2    3.81303e+12    3.94989e+12    2.74918e+13    4.81138e+13
            4.3    3.87147e+12    3.99763e+12    2.76796e+13    4.83166e+13
            4.4    3.93073e+12    4.04574e+12    2.78675e+13    4.85197e+13
            4.5    3.99082e+12    4.09425e+12     2.8056e+13    4.87231e+13
            4.6    4.05174e+12    4.14313e+12    2.82452e+13    4.89267e+13
            4.7    4.11352e+12    4.19239e+12    2.84339e+13    4.91305e+13
            4.8    4.17616e+12    4.24205e+12    2.86232e+13    4.93347e+13
            4.9    4.23966e+12    4.29209e+12    2.88131e+13     4.9539e+13
              5    4.30405e+12    4.34252e+12    2.90033e+13    4.97437e+13
            5.1    4.36932e+12    4.39334e+12    2.91933e+13    4.99486e+13
            5.2     4.4355e+12    4.44455e+12    2.93838e+13    5.01538e+13
            5.3     4.5026e+12    4.49615e+12    2.95752e+13    5.03592e+13
            5.4    4.57062e+12    4.54814e+12    2.97665e+13    5.05649e+13
            5.5    4.63958e+12    4.60053e+12    2.99578e+13    5.07708e+13
            5.6    4.70948e+12    4.65332e+12    3.01497e+13     5.0977e+13
            5.7    4.78035e+12     4.7065e+12    3.03423e+13    5.11834e+13
            5.8    4.85219e+12    4.76008e+12    3.05345e+13    5.13901e+13
            5.9    4.92502e+12    4.81406e+12    3.07271e+13     5.1597e+13
              6    4.99885e+12    4.86843e+12    3.09204e+13    5.18041e+13
            6.1    5.07368e+12    4.92322e+12     3.1114e+13    5.20115e+13
            6.2    5.14953e+12     4.9784e+12    3.13074e+13    5.22192e+13
            6.3    5.22642e+12    5.03399e+12    3.15013e+13    5.24271e+13
            6.4    5.30436e+12    5.08998e+12    3.16959e+13    5.26352e+13
            6.5    5.38336e+12    5.14638e+12    3.18904e+13    5.28436e+13
            6.6    5.46343e+12    5.20318e+12     3.2085e+13    5.30523e+13
            6.7    5.54459e+12     5.2604e+12    3.22801e+13    5.32612e+13
            6.8    5.62685e+12    5.31802e+12    3.24758e+13    5.34702e+13
            6.9    5.71022e+12    5.37605e+12    3.26712e+13    5.36796e+13
              7    5.79472e+12     5.4345e+12    3.28668e+13    5.38892e+13
            7.1    5.88036e+12    5.49335e+12     3.3063e+13     5.4099e+13
            7.2    5.96715e+12    5.55262e+12    3.32595e+13     5.4309e+13
            7.3    6.05512e+12    5.61231e+12    3.34558e+13    5.45193e+13
            7.4    6.14426e+12    5.67241e+12    3.36525e+13    5.47299e+13
            7.5     6.2346e+12    5.73293e+12    3.38498e+13    5.49406e+13
            7.6    6.32616e+12    5.79387e+12     3.4047e+13    5.51516e+13
            7.7    6.41894e+12    5.85523e+12    3.42443e+13    5.53629e+13
            7.8    6.51297e+12      5.917e+12    3.44419e+13    5.55743e+13
            7.9    6.60825e+12     5.9792e+12    3.46401e+13     5.5786e+13
              8    6.70481e+12    6.04182e+12     3.4838e+13    5.59979e+13
            8.1    6.80265e+12    6.10486e+12    3.50361e+13      5.621e+13
            8.2    6.90179e+12    6.16833e+12    3.52348e+13    5.64224e+13
            8.3    7.00226e+12    6.23223e+12    3.54336e+13     5.6635e+13
            8.4    7.10405e+12    6.29655e+12    3.56323e+13    5.68478e+13
            8.5     7.2072e+12    6.36129e+12    3.58313e+13    5.70609e+13
            8.6    7.31171e+12    6.42647e+12    3.60309e+13    5.72741e+13
            8.7    7.41761e+12    6.49208e+12    3.62303e+13    5.74876e+13
            8.8    7.52491e+12    6.55811e+12    3.64298e+13    5.77013e+13
            8.9    7.63362e+12    6.62458e+12    3.66297e+13    5.79153e+13
              9    7.74377e+12    6.69148e+12    3.68301e+13    5.81294e+13
            9.1    7.85537e+12    6.75881e+12    3.70301e+13    5.83438e+13
            9.2    7.96844e+12    6.82658e+12    3.72304e+13    5.85583e+13
            9.3    8.08299e+12    6.89478e+12    3.74312e+13    5.87732e+13
            9.4    8.19904e+12    6.96342e+12    3.76321e+13    5.89882e+13
            9.5    8.31662e+12     7.0325e+12    3.78328e+13    5.92034e+13
            9.6    8.43573e+12    7.10201e+12     3.8034e+13    5.94189e+13
            9.7     8.5564e+12    7.17197e+12    3.82356e+13    5.96345e+13
            9.8    8.67864e+12    7.24236e+12    3.84371e+13    5.98504e+13
            9.9    8.80248e+12     7.3132e+12    3.86386e+13    6.00665e+13
             10    8.92794e+12    7.38447e+12    3.88405e+13    6.02828e+13
           10.1    9.05502e+12    7.45619e+12    3.90428e+13    6.04993e+13
           10.2    9.18376e+12    7.52835e+12    3.92448e+13     6.0716e+13
           10.3    9.31417e+12    7.60096e+12     3.9447e+13    6.09329e+13
           10.4    9.44626e+12    7.67402e+12    3.96497e+13    6.11501e+13
           10.5    9.58007e+12    7.74752e+12    3.98525e+13    6.13674e+13
           10.6     9.7156e+12    7.82147e+12     4.0055e+13     6.1585e+13
           10.7    9.85289e+12    7.89586e+12    4.02579e+13    6.18027e+13
           10.8
