Rate Units: cm^3/sec

 T, K       P1->P2       P2->P1
  200  7.95452e-15  1.34472e-30
  210  9.28913e-15  9.04499e-30
  220  1.08633e-14  5.20177e-29
  230  1.27031e-14  2.60694e-28
  240  1.48544e-14  1.15832e-27
  250   1.7321e-14  4.61612e-27
  260  2.01693e-14  1.67263e-26
  270  2.34236e-14    5.561e-26
  280   2.7138e-14  1.71207e-25
  290  3.13111e-14  4.90991e-25
  300   3.5995e-14  1.32107e-24
  310  4.12421e-14  3.35532e-24
  320  4.70893e-14  8.08395e-24
  330  5.35794e-14  1.85586e-23
  340  6.07217e-14  4.07366e-23
  350  6.85631e-14  8.58194e-23
  360  7.71597e-14   1.7412e-22
  370  8.65282e-14  3.41104e-22
  380  9.67036e-14  6.46884e-22
  390  1.07721e-13  1.19038e-21
  400  1.19614e-13  2.13005e-21
  410   1.3239e-13  3.71264e-21
  420  1.46127e-13  6.31667e-21
  430  1.60812e-13  1.05041e-20
  440  1.76496e-13     1.71e-20
  450  1.93185e-13  2.72853e-20
  460  2.10929e-13   4.2731e-20
  470  2.29752e-13   6.5754e-20
  480  2.49662e-13   9.9514e-20
  490  2.70704e-13  1.48281e-19
  500  2.92879e-13  2.17706e-19
  510  3.16212e-13  3.15214e-19
  520  3.40747e-13  4.50453e-19
  530  3.66516e-13  6.35799e-19
  540  3.93466e-13   8.8678e-19
  550  4.21694e-13  1.22318e-18
  560  4.51229e-13  1.66954e-18
  570  4.81984e-13   2.2556e-18
  580  5.14086e-13  3.01861e-18
  590  5.47512e-13  4.00308e-18
  600  5.82305e-13  5.26296e-18
  610  6.18426e-13  6.86201e-18
  620   6.5595e-13  8.87698e-18
  630  6.94869e-13  1.13975e-17
  640   7.3522e-13  1.45293e-17
  650  7.76978e-13  1.83942e-17
  660  8.20199e-13  2.31353e-17
  670  8.64883e-13  2.89159e-17
  680  9.11044e-13  3.59238e-17
  690  9.58699e-13  4.43734e-17
  700  1.00788e-12  5.45085e-17
  800  1.58593e-12  3.28679e-16
  900  2.33083e-12  1.37323e-15
 1000  3.25586e-12  4.42042e-15
 1100  4.37344e-12  1.17392e-14
 1200  5.69522e-12  2.69334e-14
 1300  7.23212e-12  5.51352e-14
 1400  8.99393e-12  1.03072e-13
 1500  1.09901e-11  1.79025e-13
 1600  1.32288e-11  2.92685e-13
 1700  1.57179e-11  4.54964e-13
 1800  1.84642e-11  6.77753e-13
 1900  2.14738e-11  9.73677e-13
 2000  2.47523e-11  1.35586e-12
 2100  2.83047e-11  1.83767e-12
 2200  3.21363e-11  2.43266e-12
 2300  3.62502e-11  3.15413e-12
 2400  4.06512e-11   4.0153e-12
