    E, kcal/mol    D, mol/kcal          W1->R         W1->P1         W1->P2         W1->P3         W1->P4         W1->P5         W1->P6         W1->P7
        7.10484    7.40394e+12    7.42777e+08    9.72341e+07     3.6221e+06    1.37156e+07         555034    4.87083e+06              0              0
        7.11914    7.41414e+12    7.47692e+08    9.76654e+07    3.64465e+06    1.37846e+07         558236    4.93513e+06              0              0
        7.13343    7.42436e+12     7.5263e+08    9.80983e+07    3.66731e+06    1.38539e+07         561453    5.00016e+06              0              0
        7.14773    7.43458e+12    7.57588e+08    9.85327e+07    3.69008e+06    1.39235e+07         564685    5.06596e+06              0              0
        7.16202    7.44482e+12    7.62569e+08    9.89687e+07    3.71297e+06    1.39934e+07         567933    5.13257e+06              0              0
        7.17632    7.45508e+12    7.67571e+08    9.94062e+07    3.73598e+06    1.40635e+07         571197    5.20001e+06              0              0
        7.19061    7.46534e+12    7.72595e+08    9.98453e+07     3.7591e+06     1.4134e+07         574477    5.26825e+06              0              0
        7.20491    7.47562e+12    7.77642e+08    1.00286e+08    3.78234e+06    1.42047e+07         577773    5.33726e+06              0              0
        7.21921    7.48592e+12    7.82712e+08    1.00728e+08    3.80571e+06    1.42757e+07         581084    5.40699e+06              0              0
         7.2335    7.49622e+12    7.87805e+08    1.01172e+08    3.82918e+06    1.43471e+07         584412    5.47741e+06              0              0
         7.2478    7.50654e+12    7.92923e+08    1.01617e+08    3.85278e+06    1.44187e+07         587755    5.54846e+06              0              0
        7.26209    7.51687e+12    7.98065e+08    1.02064e+08     3.8765e+06    1.44906e+07         591115    5.62011e+06              0              0
        7.27639    7.52722e+12    8.03232e+08    1.02513e+08    3.90034e+06    1.45629e+07         594491    5.69231e+06              0              0
        7.29068    7.53757e+12    8.08425e+08    1.02963e+08     3.9243e+06    1.46354e+07         597883    5.76503e+06              0              0
        7.30498    7.54794e+12    8.13643e+08    1.03415e+08    3.94838e+06    1.47082e+07         601291     5.8382e+06              0              0
        7.31927    7.55833e+12    8.18888e+08    1.03868e+08    3.97258e+06    1.47813e+07         604716    5.91182e+06              0              0
        7.33357    7.56872e+12    8.24159e+08    1.04323e+08    3.99691e+06    1.48548e+07         608157    5.98595e+06              0              0
        7.34786    7.57913e+12    8.29457e+08     1.0478e+08    4.02135e+06    1.49285e+07         611614    6.06066e+06              0              0
        7.36216    7.58956e+12    8.34781e+08    1.05239e+08    4.04592e+06    1.50025e+07         615088    6.13604e+06              0              0
        7.37646    7.59999e+12    8.40132e+08    1.05699e+08    4.07061e+06    1.50769e+07         618578    6.21214e+06              0              0
        7.39075    7.61044e+12    8.45509e+08    1.06161e+08    4.09543e+06    1.51515e+07         622086    6.28907e+06              0              0
        7.40505     7.6209e+12    8.50913e+08    1.06625e+08    4.12037e+06    1.52265e+07         625609    6.36688e+06              0              0
        7.41934    7.63138e+12    8.56343e+08     1.0709e+08    4.14544e+06    1.53017e+07         629150    6.44567e+06              0              0
        7.43364    7.64187e+12    8.61801e+08    1.07557e+08    4.17063e+06    1.53773e+07         632707    6.52552e+06              0              0
        7.44793    7.65237e+12    8.67285e+08    1.08025e+08    4.19595e+06    1.54532e+07         636282    6.60652e+06              0              0
        7.46223    7.66288e+12    8.72797e+08    1.08495e+08    4.22139e+06    1.55294e+07         639873    6.68871e+06              0              0
        7.47652    7.67341e+12    8.78336e+08    1.08967e+08    4.24696e+06    1.56059e+07         643481    6.77207e+06              0              0
        7.49082    7.68395e+12    8.83902e+08     1.0944e+08    4.27266e+06    1.56827e+07         647107    6.85658e+06              0              0
        7.50511    7.69451e+12    8.89495e+08    1.09915e+08    4.29848e+06    1.57598e+07         650749    6.94219e+06              0              0
        7.51941    7.70507e+12    8.95115e+08    1.10392e+08    4.32444e+06    1.58373e+07         654409    7.02887e+06              0              0
        7.53371    7.71565e+12    9.00763e+08     1.1087e+08    4.35052e+06     1.5915e+07         658086    7.11659e+06              0              0
          7.548    7.72625e+12    9.06438e+08     1.1135e+08    4.37673e+06    1.59931e+07         661781     7.2053e+06              0              0
         7.5623    7.73686e+12     9.1214e+08    1.11832e+08    4.40308e+06    1.60715e+07         665493    7.29498e+06              0              0
        7.57659    7.74748e+12     9.1787e+08    1.12315e+08    4.42955e+06    1.61502e+07         669222    7.38558e+06              0              0
        7.59089    7.75811e+12    9.23628e+08      1.128e+08    4.45615e+06    1.62292e+07         672969    7.47706e+06              0              0
        7.60518    7.76876e+12    9.29412e+08    1.13287e+08    4.48289e+06    1.63086e+07         676733    7.56938e+06              0              0
        7.61948    7.77942e+12    9.35224e+08    1.13776e+08    4.50975e+06    1.63883e+07         680515    7.66255e+06              0              0
        7.63377    7.79009e+12    9.41062e+08    1.14267e+08    4.53675e+06    1.64683e+07         684315    7.75655e+06              0              0
        7.64807    7.80078e+12    9.46927e+08    1.14759e+08    4.56389e+06    1.65486e+07         688133    7.85137e+06              0              0
        7.66236    7.81148e+12    9.52817e+08    1.15253e+08    4.59115e+06    1.66293e+07         691969      7.947e+06              0              0
        7.67666     7.8222e+12    9.58734e+08    1.15749e+08    4.61855e+06    1.67102e+07         695822    8.04344e+06              0              0
        7.69096    7.83293e+12    9.64677e+08    1.16247e+08    4.64609e+06    1.67916e+07         699694    8.14068e+06              0              0
        7.70525    7.84367e+12    9.70644e+08    1.16747e+08    4.67375e+06    1.68732e+07         703583    8.23871e+06              0              0
        7.71955    7.85442e+12    9.76637e+08    1.17248e+08    4.70156e+06    1.69552e+07         707491    8.33751e+06              0              0
        7.73384    7.86519e+12    9.82654e+08    1.17751e+08     4.7295e+06    1.70375e+07         711417    8.43708e+06              0              0
        7.74814    7.87597e+12    9.88697e+08    1.18256e+08    4.75758e+06    1.71201e+07         715361    8.53742e+06              0              0
        7.76243    7.88677e+12    9.94765e+08    1.18763e+08    4.78579e+06     1.7203e+07         719324    8.63853e+06              0              0
        7.77673    7.89758e+12    1.00086e+09    1.19272e+08    4.81415e+06    1.72863e+07         723305    8.74043e+06              0              0
        7.79102     7.9084e+12    1.00698e+09    1.19782e+08    4.84264e+06      1.737e+07         727304    8.84312e+06              0              0
        7.80532    7.91923e+12    1.01313e+09    1.20295e+08    4.87127e+06    1.74539e+07         731322    8.94664e+06              0              0
        7.81961    7.93008e+12     1.0193e+09    1.20809e+08    4.90003e+06    1.75382e+07         735359    9.05098e+06              0              0
        7.83391    7.94095e+12    1.02551e+09    1.21325e+08    4.92894e+06    1.76229e+07         739414    9.15616e+06              0              0
        7.84821    7.95182e+12    1.03174e+09    1.21842e+08    4.95799e+06    1.77079e+07         743489     9.2622e+06              0              0
         7.8625    7.96271e+12      1.038e+09    1.22362e+08    4.98718e+06    1.77932e+07         747582    9.36911e+06              0              0
         7.8768    7.97362e+12     1.0443e+09    1.22883e+08    5.01651e+06    1.78788e+07         751693     9.4769e+06              0              0
        7.89109    7.98454e+12    1.05062e+09    1.23406e+08    5.04599e+06    1.79648e+07         755824     9.5856e+06              0              0
        7.90539    7.99547e+12    1.05697e+09    1.23931e+08     5.0756e+06    1.80512e+07         759974    9.69525e+06              0              0
        7.91968    8.00641e+12    1.06335e+09    1.24458e+08    5.10536e+06    1.81379e+07         764143     9.8059e+06              0              0
        7.93398    8.01737e+12    1.06976e+09    1.24987e+08    5.13527e+06    1.82249e+07         768331    9.91759e+06              0              0
        7.94827    8.02834e+12     1.0762e+09    1.25517e+08    5.16532e+06    1.83123e+07         772539    1.00304e+07              0              0
        7.96257    8.03933e+12    1.08267e+09     1.2605e+08    5.19551e+06       1.84e+07         776765    1.01443e+07              0              0
        7.97686    8.05033e+12    1.08916e+09    1.26584e+08    5.22585e+06    1.84881e+07         781011    1.02594e+07              0              0
        7.99116    8.06134e+12    1.09569e+09     1.2712e+08    5.25633e+06    1.85765e+07         785277    1.03758e+07              0              0
        8.00546    8.07237e+12    1.10225e+09    1.27658e+08    5.28696e+06    1.86653e+07         789562    1.04934e+07              0              0
        8.01975    8.08341e+12    1.10883e+09    1.28198e+08    5.31774e+06    1.87545e+07         793867    1.06124e+07              0              0
        8.03405    8.09447e+12    1.11545e+09     1.2874e+08    5.34867e+06    1.88439e+07         798191    1.07328e+07              0              0
        8.04834    8.10554e+12    1.12209e+09    1.29283e+08    5.37974e+06    1.89338e+07         802536    1.08546e+07              0              0
        8.06264    8.11662e+12    1.12876e+09    1.29829e+08    5.41097e+06     1.9024e+07         806900    1.09776e+07              0              0
        8.07693    8.12772e+12    1.13547e+09    1.30376e+08    5.44234e+06    1.91145e+07         811283    1.11018e+07              0              0
        8.09123    8.13883e+12     1.1422e+09    1.30926e+08    5.47386e+06    1.92054e+07         815687    1.12273e+07              0              0
        8.10552    8.14995e+12    1.14897e+09    1.31477e+08    5.50554e+06    1.92967e+07         820111    1.13538e+07              0              0
        8.11982    8.16109e+12    1.15576e+09     1.3203e+08    5.53736e+06    1.93883e+07         824555    1.14815e+07              0              0
        8.13411    8.17224e+12    1.16259e+09    1.32585e+08    5.56934e+06    1.94803e+07         829020    1.16102e+07              0              0
        8.14841    8.18341e+12    1.16945e+09    1.33142e+08    5.60147e+06    1.95727e+07         833504    1.17399e+07              0              0
        8.16271    8.19459e+12    1.17634e+09    1.33701e+08    5.63375e+06    1.96654e+07         838009    1.18704e+07              0              0
          8.177    8.20578e+12    1.18327e+09    1.34262e+08    5.66619e+06    1.97585e+07         842534    1.20019e+07              0              0
         8.1913    8.21699e+12    1.19022e+09    1.34825e+08    5.69878e+06    1.98519e+07         847080    1.21344e+07              0              0
        8.20559    8.22821e+12    1.19721e+09     1.3539e+08    5.73153e+06    1.99457e+07         851646    1.22679e+07              0              0
        8.21989    8.23945e+12    1.20423e+09    1.35956e+08    5.76443e+06    2.00399e+07         856233    1.24025e+07              0              0
        8.23418     8.2507e+12    1.21128e+09    1.36525e+08    5.79749e+06    2.01345e+07         860841    1.25382e+07              0              0
        8.24848    8.26196e+12    1.21836e+09    1.37095e+08     5.8307e+06    2.02294e+07         865470    1.26753e+07              0              0
        8.26277    8.27324e+12    1.22546e+09    1.37667e+08    5.86408e+06    2.03247e+07         870119    1.28137e+07              0              0
        8.27707    8.28453e+12     1.2326e+09    1.38242e+08    5.89761e+06    2.04203e+07         874789    1.29536e+07              0              0
        8.29136    8.29584e+12    1.23977e+09    1.38818e+08    5.93129e+06    2.05163e+07         879481    1.30949e+07              0              0
        8.30566    8.30716e+12    1.24696e+09    1.39396e+08    5.96514e+06    2.06128e+07         884193    1.32379e+07              0              0
        8.31996    8.31849e+12    1.25418e+09    1.39976e+08    5.99915e+06    2.07095e+07         888927    1.33825e+07              0              0
        8.33425    8.32984e+12    1.26143e+09    1.40559e+08    6.03332e+06    2.08067e+07         893682    1.35287e+07              0              0
        8.34855    8.34121e+12    1.26871e+09    1.41143e+08    6.06765e+06    2.09042e+07         898458    1.36763e+07              0              0
        8.36284    8.35258e+12    1.27602e+09    1.41729e+08    6.10214e+06    2.10022e+07         903256    1.38252e+07              0              0
        8.37714    8.36397e+12    1.28336e+09    1.42317e+08     6.1368e+06    2.11005e+07         908075    1.39754e+07              0              0
        8.39143    8.37538e+12    1.29074e+09    1.42907e+08    6.17162e+06    2.11991e+07         912916    1.41266e+07              0              0
        8.40573     8.3868e+12    1.29814e+09    1.43499e+08     6.2066e+06    2.12982e+07         917778    1.42789e+07              0              0
        8.42002    8.39823e+12    1.30558e+09    1.44093e+08    6.24174e+06    2.13976e+07         922662     1.4432e+07              0              0
        8.43432    8.40968e+12    1.31305e+09    1.44689e+08    6.27706e+06    2.14975e+07         927568    1.45858e+07              0              0
        8.44861    8.42114e+12    1.32055e+09    1.45287e+08    6.31253e+06    2.15977e+07         932496    1.47402e+07              0              0
        8.46291    8.43262e+12    1.32809e+09    1.45887e+08    6.34818e+06    2.16983e+07         937445    1.48952e+07              0              0
        8.47721    8.44411e+12    1.33566e+09     1.4649e+08    6.38399e+06    2.17993e+07         942417    1.50508e+07              0              0
         8.4915    8.45562e+12    1.34326e+09    1.47094e+08    6.41997e+06    2.19007e+07         947411    1.52072e+07              0              0
         8.5058    8.46714e+12     1.3509e+09      1.477e+08    6.45611e+06    2.20024e+07         952427    1.53645e+07              0              0
        8.52009    8.47867e+12    1.35856e+09    1.48309e+08    6.49243e+06    2.21046e+07         957466    1.55229e+07              0              0
        8.53439    8.49022e+12    1.36626e+09    1.48919e+08    6.52892e+06    2.22072e+07         962526    1.56824e+07              0              0
        8.54868    8.50178e+12    1.37399e+09    1.49532e+08    6.56557e+06    2.23101e+07         967610    1.58433e+07              0              0
        8.56298    8.51336e+12    1.38175e+09    1.50147e+08     6.6024e+06    2.24135e+07         972715    1.60057e+07              0              0
        8.57727    8.52495e+12    1.38953e+09    1.50764e+08     6.6394e+06    2.25172e+07         977844    1.61697e+07              0              0
        8.59157    8.53656e+12    1.39735e+09    1.51383e+08    6.67657e+06    2.26213e+07         982995    1.63356e+07              0              0
        8.60586    8.54818e+12     1.4052e+09    1.52004e+08    6.71391e+06    2.27259e+07         988169    1.65032e+07              0              0
        8.62016    8.55981e+12    1.41308e+09    1.52627e+08    6.75143e+06    2.28308e+07         993365    1.66728e+07              0              0
        8.63446    8.57146e+12    1.42099e+09    1.53252e+08    6.78913e+06    2.29362e+07         998585    1.68442e+07              0              0
        8.64875    8.58313e+12    1.42893e+09     1.5388e+08      6.827e+06    2.30419e+07    1.00383e+06    1.70174e+07              0              0
        8.66305    8.59481e+12    1.43691e+09    1.54509e+08    6.86504e+06    2.31481e+07    1.00909e+06    1.71923e+07              0              0
        8.67734     8.6065e+12    1.44492e+09    1.55141e+08    6.90326e+06    2.32546e+07    1.01438e+06    1.73689e+07              0              0
        8.69164    8.61821e+12    1.45296e+09    1.55775e+08    6.94166e+06    2.33616e+07    1.01969e+06    1.75472e+07              0              0
        8.70593    8.62993e+12    1.46103e+09     1.5641e+08    6.98024e+06     2.3469e+07    1.02503e+06    1.77272e+07              0              0
        8.72023    8.64167e+12    1.46914e+09    1.57048e+08    7.01899e+06    2.35767e+07    1.03039e+06    1.79087e+07              0              0
        8.73452    8.65342e+12    1.47728e+09    1.57689e+08    7.05793e+06    2.36849e+07    1.03577e+06    1.80918e+07              0              0
        8.74882    8.66518e+12    1.48546e+09    1.58331e+08    7.09704e+06    2.37935e+07    1.04118e+06    1.82764e+07              0              0
        8.76311    8.67696e+12    1.49367e+09    1.58975e+08    7.13634e+06    2.39025e+07    1.04661e+06    1.84625e+07              0              0
        8.77741    8.68876e+12    1.50192e+09    1.59622e+08    7.17582e+06     2.4012e+07    1.05206e+06    1.86501e+07              0              0
        8.79171    8.70057e+12    1.51019e+09     1.6027e+08    7.21548e+06    2.41218e+07    1.05754e+06    1.88394e+07              0              0
          8.806    8.71239e+12     1.5185e+09    1.60921e+08    7.25532e+06    2.42321e+07    1.06304e+06    1.90302e+07              0              0
         8.8203    8.72423e+12    1.52684e+09    1.61574e+08    7.29535e+06    2.43428e+07    1.06856e+06    1.92226e+07              0              0
        8.83459    8.73609e+12    1.53521e+09    1.62229e+08    7.33556e+06    2.44539e+07    1.07411e+06    1.94167e+07              0              0
        8.84889    8.74796e+12    1.54361e+09    1.62886e+08    7.37596e+06    2.45654e+07    1.07969e+06    1.96125e+07              0              0
        8.86318    8.75984e+12    1.55203e+09    1.63545e+08    7.41654e+06    2.46773e+07    1.08529e+06    1.98099e+07              0              0
        8.87748    8.77174e+12    1.56049e+09    1.64207e+08    7.45731e+06    2.47897e+07    1.09091e+06    2.00091e+07              0              0
        8.89177    8.78365e+12    1.56897e+09    1.64871e+08    7.49827e+06    2.49025e+07    1.09656e+06    2.02099e+07              0              0
        8.90607    8.79558e+12    1.57749e+09    1.65537e+08    7.53941e+06    2.50157e+07    1.10223e+06    2.04125e+07              0              0
        8.92036    8.80752e+12    1.58603e+09    1.66205e+08    7.58075e+06    2.51293e+07    1.10792e+06    2.06169e+07              0              0
        8.93466    8.81948e+12     1.5946e+09    1.66876e+08    7.62227e+06    2.52434e+07    1.11364e+06     2.0823e+07              0              0
        8.94896    8.83145e+12     1.6032e+09    1.67548e+08    7.66399e+06    2.53579e+07    1.11939e+06    2.10308e+07              0              0
        8.96325    8.84344e+12    1.61184e+09    1.68223e+08    7.70589e+06    2.54728e+07    1.12516e+06    2.12404e+07              0              0
        8.97755    8.85544e+12     1.6205e+09    1.68901e+08    7.74799e+06    2.55882e+07    1.13095e+06    2.14518e+07              0              0
        8.99184    8.86746e+12     1.6292e+09     1.6958e+08    7.79028e+06     2.5704e+07    1.13678e+06    2.16649e+07              0              0
        9.00614    8.87949e+12    1.63793e+09    1.70262e+08    7.83276e+06    2.58202e+07    1.14262e+06    2.18798e+07              0              0
        9.02043    8.89154e+12     1.6467e+09    1.70946e+08    7.87544e+06    2.59369e+07    1.14849e+06    2.20965e+07              0              0
        9.03473     8.9036e+12    1.65549e+09    1.71633e+08    7.91831e+06     2.6054e+07    1.15439e+06    2.23149e+07              0              0
        9.04902    8.91567e+12    1.66432e+09    1.72321e+08    7.96138e+06    2.61715e+07    1.16031e+06    2.25351e+07              0              0
        9.06332    8.92777e+12    1.67319e+09    1.73012e+08    8.00464e+06    2.62895e+07    1.16626e+06    2.27571e+07              0              0
        9.07761    8.93987e+12    1.68209e+09    1.73705e+08     8.0481e+06    2.64079e+07    1.17223e+06    2.29809e+07              0              0
        9.09191    8.95199e+12    1.69102e+09    1.74401e+08    8.09176e+06    2.65268e+07    1.17823e+06    2.32064e+07              0              0
        9.10621    8.96413e+12    1.69999e+09    1.75099e+08    8.13562e+06    2.66461e+07    1.18425e+06    2.34337e+07              0              0
         9.1205    8.97628e+12    1.70899e+09    1.75799e+08    8.17967e+06    2.67659e+07     1.1903e+06    2.36628e+07              0              0
         9.1348    8.98845e+12    1.71803e+09    1.76502e+08    8.22393e+06    2.68861e+07    1.19638e+06    2.38936e+07              0              0
        9.14909    9.00063e+12     1.7271e+09    1.77206e+08    8.26838e+06    2.70067e+07    1.20248e+06    2.41261e+07              0              0
        9.16339    9.01283e+12    1.73621e+09    1.77913e+08    8.31304e+06    2.71278e+07    1.20861e+06    2.43604e+07              0              0
        9.17768    9.02504e+12    1.74535e+09    1.78623e+08     8.3579e+06    2.72494e+07    1.21477e+06    2.45964e+07              0              0
        9.19198    9.03727e+12    1.75453e+09    1.79335e+08    8.40296e+06    2.73714e+07    1.22095e+06    2.48342e+07              0              0
        9.20627    9.04951e+12    1.76374e+09    1.80049e+08    8.44823e+06    2.74939e+07    1.22715e+06    2.50737e+07              0              0
        9.22057    9.06177e+12    1.77298e+09    1.80765e+08     8.4937e+06    2.76168e+07    1.23339e+06    2.53149e+07              0              0
        9.23486    9.07404e+12    1.78226e+09    1.81484e+08    8.53938e+06    2.77401e+07    1.23965e+06    2.55579e+07              0              0
        9.24916    9.08633e+12    1.79157e+09    1.82205e+08    8.58526e+06     2.7864e+07    1.24594e+06    2.58026e+07              0              0
        9.26346    9.09863e+12    1.80092e+09    1.82928e+08    8.63134e+06    2.79883e+07    1.25225e+06     2.6049e+07              0              0
        9.27775    9.11095e+12    1.81029e+09    1.83654e+08    8.67764e+06     2.8113e+07    1.25859e+06    2.62971e+07              0              0
        9.29205    9.12328e+12     1.8197e+09    1.84382e+08    8.72414e+06    2.82382e+07    1.26496e+06    2.65469e+07              0              0
        9.30634    9.13563e+12    1.82914e+09    1.85112e+08    8.77086e+06    2.83639e+07    1.27136e+06    2.67984e+07              0              0
        9.32064      9.148e+12    1.83861e+09    1.85845e+08    8.81778e+06    2.84901e+07    1.27778e+06    2.70516e+07              0              0
        9.33493    9.16038e+12    1.84812e+09    1.86581e+08    8.86491e+06    2.86167e+07    1.28423e+06    2.73067e+07              0              0
        9.34923    9.17277e+12    1.85766e+09    1.87318e+08    8.91225e+06    2.87437e+07     1.2907e+06    2.75636e+07              0              0
        9.36352    9.18518e+12    1.86723e+09    1.88059e+08    8.95981e+06    2.88713e+07    1.29721e+06    2.78224e+07              0              0
        9.37782    9.19761e+12    1.87685e+09    1.88801e+08    9.00758e+06    2.89993e+07    1.30374e+06    2.80833e+07              0              0
        9.39211    9.21005e+12    1.88649e+09    1.89546e+08    9.05556e+06    2.91278e+07     1.3103e+06    2.83463e+07              0              0
        9.40641     9.2225e+12    1.89618e+09    1.90294e+08    9.10375e+06    2.92567e+07    1.31689e+06    2.86116e+07              0              0
        9.42071    9.23497e+12     1.9059e+09    1.91044e+08    9.15216e+06    2.93862e+07     1.3235e+06    2.88791e+07              0              0
          9.435    9.24746e+12    1.91567e+09    1.91796e+08    9.20079e+06    2.95161e+07    1.33015e+06     2.9149e+07              0              0
         9.4493    9.25996e+12    1.92547e+09    1.92551e+08    9.24963e+06    2.96465e+07    1.33682e+06    2.94215e+07              0              0
        9.46359    9.27248e+12    1.93532e+09    1.93308e+08    9.29869e+06    2.97774e+07    1.34352e+06    2.96964e+07              0              0
        9.47789    9.28502e+12     1.9452e+09    1.94068e+08    9.34797e+06    2.99087e+07    1.35025e+06    2.99738e+07              0              0
        9.49218    9.29756e+12    1.95512e+09     1.9483e+08    9.39747e+06    3.00405e+07      1.357e+06    3.02535e+07              0              0
        9.50648    9.31013e+12    1.96509e+09    1.95595e+08    9.44718e+06    3.01728e+07    1.36379e+06    3.05356e+07              0              0
        9.52077    9.32271e+12    1.97508e+09    1.96362e+08    9.49712e+06    3.03056e+07     1.3706e+06    3.08199e+07              0              0
        9.53507     9.3353e+12    1.98512e+09    1.97132e+08    9.54728e+06    3.04389e+07    1.37744e+06    3.11062e+07              0              0
        9.54936    9.34792e+12    1.99519e+09    1.97904e+08    9.59766e+06    3.05727e+07    1.38431e+06    3.13946e+07              0              0
        9.56366    9.36054e+12    2.00529e+09    1.98679e+08    9.64826e+06     3.0707e+07    1.39121e+06     3.1685e+07              0              0
        9.57796    9.37318e+12    2.01543e+09    1.99456e+08    9.69909e+06    3.08417e+07    1.39814e+06    3.19772e+07              0              0
        9.59225    9.38584e+12    2.02561e+09    2.00236e+08    9.75014e+06     3.0977e+07     1.4051e+06    3.22711e+07              0              0
        9.60655    9.39852e+12    2.03582e+09    2.01018e+08    9.80141e+06    3.11127e+07    1.41208e+06    3.25667e+07              0              0
        9.62084     9.4112e+12    2.04606e+09    2.01802e+08    9.85291e+06     3.1249e+07     1.4191e+06     3.2864e+07              0              0
        9.63514    9.42391e+12    2.05634e+09     2.0259e+08    9.90464e+06    3.13857e+07    1.42614e+06    3.31632e+07              0              0
        9.64943    9.43663e+12    2.06666e+09     2.0338e+08     9.9566e+06    3.15229e+07    1.43322e+06    3.34642e+07              0              0
        9.66373    9.44937e+12    2.07702e+09    2.04172e+08    1.00088e+07    3.16606e+07    1.44032e+06    3.37672e+07              0              0
        9.67802    9.46212e+12    2.08742e+09    2.04967e+08    1.00612e+07    3.17989e+07    1.44746e+06    3.40723e+07              0              0
        9.69232    9.47489e+12    2.09785e+09    2.05764e+08    1.01138e+07    3.19376e+07    1.45462e+06    3.43795e+07              0              0
        9.70661    9.48767e+12    2.10833e+09    2.06564e+08    1.01667e+07    3.20768e+07    1.46181e+06    3.46889e+07              0              0
        9.72091    9.50047e+12    2.11885e+09    2.07367e+08    1.02198e+07    3.22166e+07    1.46903e+06    3.50006e+07              0              0
        9.73521    9.51328e+12    2.12942e+09    2.08172e+08    1.02731e+07    3.23568e+07    1.47629e+06    3.53147e+07              0              0
         9.7495    9.52611e+12    2.14003e+09     2.0898e+08    1.03267e+07    3.24976e+07    1.48357e+06    3.56311e+07              0              0
         9.7638    9.53896e+12    2.15068e+09     2.0979e+08    1.03805e+07    3.26389e+07    1.49088e+06      3.595e+07              0              0
        9.77809    9.55182e+12    2.16137e+09    2.10602e+08    1.04346e+07    3.27806e+07    1.49823e+06    3.62713e+07              0              0
        9.79239     9.5647e+12    2.17211e+09    2.11418e+08    1.04888e+07    3.29229e+07     1.5056e+06     3.6595e+07              0              0
        9.80668     9.5776e+12    2.18289e+09    2.12236e+08    1.05433e+07    3.30657e+07    1.51301e+06    3.69211e+07              0              0
        9.82098    9.59051e+12    2.19371e+09    2.13056e+08    1.05981e+07    3.32091e+07    1.52044e+06    3.72495e+07              0              0
        9.83527    9.60343e+12    2.20457e+09    2.13879e+08    1.06531e+07    3.33529e+07    1.52791e+06    3.75802e+07              0              0
        9.84957    9.61637e+12    2.21547e+09    2.14705e+08    1.07083e+07    3.34973e+07    1.53541e+06    3.79132e+07              0              0
        9.86386    9.62933e+12    2.22642e+09    2.15533e+08    1.07638e+07    3.36421e+07    1.54293e+06    3.82485e+07              0              0
        9.87816    9.64231e+12     2.2374e+09    2.16364e+08    1.08195e+07    3.37875e+07    1.55049e+06     3.8586e+07              0              0
        9.89246     9.6553e+12    2.24843e+09    2.17198e+08    1.08754e+07    3.39335e+07    1.55808e+06    3.89258e+07              0              0
        9.90675     9.6683e+12     2.2595e+09    2.18034e+08    1.09316e+07    3.40799e+07     1.5657e+06    3.92678e+07              0              0
        9.92105    9.68132e+12    2.27061e+09    2.18873e+08     1.0988e+07    3.42269e+07    1.57336e+06     3.9612e+07              0              0
        9.93534    9.69436e+12    2.28176e+09    2.19715e+08    1.10447e+07    3.43744e+07    1.58104e+06    3.99583e+07              0              0
        9.94964    9.70742e+12    2.29296e+09    2.20559e+08    1.11016e+07    3.45224e+07    1.58876e+06    4.03067e+07              0              0
        9.96393    9.72049e+12     2.3042e+09    2.21406e+08    1.11588e+07     3.4671e+07    1.59651e+06    4.06572e+07              0              0
        9.97823    9.73357e+12    2.31548e+09    2.22256e+08    1.12162e+07    3.48201e+07    1.60429e+06    4.10098e+07              0              0
        9.99252    9.74667e+12    2.32681e+09    2.23109e+08    1.12738e+07    3.49697e+07     1.6121e+06    4.13643e+07              0              0
        10.0068    9.75979e+12    2.33818e+09    2.23964e+08    1.13317e+07    3.51199e+07    1.61994e+06    4.17208e+07              0              0
        10.0211    9.77293e+12    2.34961e+09    2.24821e+08    1.13899e+07    3.52706e+07    1.62782e+06    4.20792e+07              0              0
        10.0354    9.78608e+12    2.36107e+09    2.25682e+08    1.14483e+07    3.54218e+07    1.63572e+06    4.24396e+07              0              0
        10.0497    9.79925e+12    2.37258e+09    2.26545e+08    1.15069e+07    3.55736e+07    1.64366e+06     4.2802e+07              0              0
         10.064    9.81243e+12    2.38414e+09    2.27411e+08    1.15658e+07    3.57259e+07    1.65164e+06    4.31665e+07              0              0
        10.0783    9.82563e+12    2.39574e+09    2.28279e+08     1.1625e+07    3.58788e+07    1.65964e+06    4.35333e+07              0              0
        10.0926    9.83884e+12    2.40739e+09     2.2915e+08    1.16844e+07    3.60322e+07    1.66768e+06    4.39025e+07              0              0
        10.1069    9.85208e+12    2.41907e+09    2.30024e+08     1.1744e+07    3.61861e+07    1.67575e+06    4.42742e+07              0              0
        10.1212    9.86532e+12     2.4308e+09      2.309e+08    1.18039e+07    3.63406e+07    1.68385e+06    4.46486e+07              0              0
        10.1355    9.87859e+12    2.44258e+09     2.3178e+08    1.18641e+07    3.64957e+07    1.69199e+06    4.50257e+07              0              0
        10.1498    9.89187e+12    2.45439e+09    2.32662e+08    1.19245e+07    3.66513e+07    1.70016e+06    4.54056e+07              0              0
        10.1641    9.90517e+12    2.46625e+09    2.33546e+08    1.19852e+07    3.68075e+07    1.70836e+06    4.57886e+07              0              0
        10.1784    9.91848e+12    2.47815e+09    2.34434e+08    1.20462e+07    3.69642e+07     1.7166e+06    4.61747e+07              0              0
        10.1927    9.93181e+12    2.49009e+09    2.35324e+08    1.21074e+07    3.71214e+07    1.72487e+06    4.65639e+07              0              0
         10.207    9.94516e+12    2.50207e+09    2.36216e+08    1.21688e+07    3.72793e+07    1.73317e+06     4.6956e+07              0              0
        10.2213    9.95852e+12    2.51411e+09    2.37112e+08    1.22305e+07    3.74376e+07    1.74151e+06    4.73511e+07              0              0
