    E, kcal/mol    D, mol/kcal        W1->W2a         W1->P1
           13.8    9.02805e+10    2.37056e+11    5.93104e+12    1.23829e+12
             14    9.24957e+10    2.43237e+11    5.95084e+12    1.28578e+12
           14.2    9.47591e+10     2.4952e+11     5.9706e+12    1.33435e+12
           14.4    9.70717e+10    2.55908e+11     5.9903e+12    1.38395e+12
           14.6    9.94346e+10      2.624e+11    6.00995e+12    1.43471e+12
           14.8    1.01849e+11    2.68997e+11    6.02953e+12    1.48675e+12
             15    1.04316e+11    2.75699e+11    6.04906e+12     1.5398e+12
           15.2    1.06835e+11    2.82508e+11    6.06855e+12    1.59345e+12
           15.4    1.09408e+11    2.89425e+11      6.088e+12    1.64746e+12
           15.6    1.12037e+11     2.9645e+11    6.10741e+12    1.70192e+12
           15.8    1.14721e+11    3.03583e+11    6.12678e+12    1.75728e+12
             16    1.17463e+11    3.10824e+11    6.14608e+12    1.81388e+12
           16.2    1.20263e+11    3.18174e+11    6.16532e+12    1.87145e+12
           16.4    1.23123e+11    3.25633e+11    6.18451e+12    1.92979e+12
           16.6    1.26043e+11    3.33203e+11    6.20367e+12    1.98902e+12
           16.8    1.29024e+11    3.40884e+11    6.22279e+12    2.04936e+12
             17    1.32068e+11    3.48677e+11    6.24186e+12    2.11093e+12
           17.2    1.35176e+11    3.56582e+11    6.26088e+12    2.17359e+12
           17.4    1.38349e+11    3.64599e+11    6.27985e+12    2.23707e+12
           17.6    1.41588e+11    3.72727e+11    6.29876e+12    2.30122e+12
           17.8    1.44895e+11    3.80969e+11    6.31762e+12     2.3661e+12
             18    1.48271e+11    3.89324e+11    6.33644e+12      2.432e+12
           18.2    1.51716e+11    3.97795e+11    6.35522e+12    2.49881e+12
           18.4    1.55232e+11    4.06381e+11    6.37397e+12    2.56626e+12
           18.6    1.58821e+11    4.15081e+11    6.39266e+12    2.63424e+12
           18.8    1.62484e+11    4.23896e+11     6.4113e+12    2.70295e+12
             19    1.66222e+11    4.32827e+11    6.42988e+12    2.77279e+12
           19.2    1.70037e+11    4.41873e+11    6.44841e+12    2.84388e+12
           19.4    1.73929e+11    4.51036e+11     6.4669e+12      2.916e+12
           19.6      1.779e+11    4.60318e+11    6.48536e+12      2.989e+12
           19.8    1.81952e+11    4.69717e+11    6.50378e+12    3.06301e+12
             20    1.86086e+11    4.79234e+11    6.52215e+12    3.13818e+12
    E, kcal/mol    D, mol/kcal       W3a->W2a       W3a->W3b        W3a->P4
            -10    1.14323e+09    2.29154e+06    8.65063e+12       0.283234
           -9.8    1.19048e+09    3.11125e+06    8.68361e+12       0.381605
           -9.6    1.23936e+09     4.2167e+06    8.71689e+12       0.513755
           -9.4    1.29007e+09    5.70232e+06     8.7496e+12       0.691082
           -9.2    1.34267e+09    7.69076e+06    8.78168e+12       0.928828
             -9    1.39709e+09    1.03399e+07    8.81401e+12        1.24744
           -8.8    1.45343e+09    1.38467e+07    8.84629e+12        1.67405
           -8.6    1.51186e+09    1.84518e+07    8.87788e+12        2.24468
           -8.4    1.57233e+09    2.44431e+07    8.90943e+12        3.00755
           -8.2    1.63487e+09    3.21515e+07    8.94113e+12        4.02675
             -8    1.69968e+09    4.19394e+07    8.97219e+12          5.387
           -7.8    1.76681e+09    5.41961e+07    9.00282e+12        7.20111
           -7.6    1.83619e+09    6.93294e+07    9.03365e+12         9.6194
           -7.4    1.90792e+09    8.77556e+07    9.06456e+12        12.8407
           -7.2    1.98222e+09    1.09898e+08    9.09481e+12        17.1271
             -7    2.05906e+09    1.36218e+08    9.12492e+12         22.828
           -6.8    2.13846e+09    1.67217e+08    9.15519e+12        30.4055
           -6.6    2.22064e+09    2.03426e+08    9.18495e+12        40.4677
           -6.4    2.30565e+09    2.45429e+08    9.21434e+12        53.8206
           -6.2    2.39345e+09    2.93857e+08    9.24387e+12        71.5313
             -6    2.48419e+09    3.49339e+08    9.27324e+12        95.0039
           -5.8    2.57809e+09    4.12497e+08    9.30203e+12        126.086
           -5.6    2.67506e+09    4.83995e+08    9.33082e+12        167.224
           -5.4    2.77517e+09    5.64489e+08    9.35972e+12        221.641
           -5.2    2.87865e+09    6.54621e+08    9.38826e+12        293.559
             -5    2.98561e+09    7.55078e+08    9.41639e+12        388.541
           -4.8      3.096e+09    8.66639e+08    9.44462e+12        513.926
           -4.6    3.20995e+09    9.90084e+08     9.4728e+12        679.331
           -4.4    3.32774e+09    1.12618e+09    9.50045e+12        897.344
           -4.2    3.44932e+09    1.27582e+09    9.52799e+12        1184.56
             -4    3.57471e+09    1.43987e+09    9.55565e+12        1562.73
           -3.8    3.70424e+09    1.61911e+09    9.58288e+12        2060.24
           -3.6    3.83795e+09    1.81442e+09    9.60988e+12        2714.38
           -3.4    3.97583e+09     2.0267e+09    9.63695e+12        3574.03
           -3.2    4.11809e+09    2.25681e+09    9.66387e+12        4702.93
             -3    4.26497e+09     2.5056e+09    9.69036e+12        6184.34
           -2.8    4.41644e+09    2.77413e+09    9.71679e+12        8127.37
           -2.6    4.57258e+09    3.06338e+09    9.74323e+12        10674.3
           -2.4    4.73368e+09    3.37425e+09    9.76938e+12        14010.5
           -2.2    4.89986e+09     3.7077e+09    9.79523e+12        18377.6
             -2    5.07107e+09    4.06482e+09    9.82119e+12        24091.5
           -1.8    5.24755e+09     4.4465e+09    9.84703e+12        31561.9
           -1.6    5.42961e+09    4.85354e+09    9.87247e+12        41321.1
           -1.4     5.6172e+09     5.2871e+09    9.89786e+12        54063.1
           -1.2    5.81046e+09    5.74819e+09    9.92322e+12        70687.8
             -1     6.0097e+09    6.23767e+09    9.94828e+12        92358.8
           -0.8    6.21502e+09    6.75662e+09    9.97314e+12         120585
           -0.6    6.42644e+09    7.30621e+09    9.99802e+12         157317
           -0.4    6.64425e+09     7.8873e+09    1.00227e+13         205067
           -0.2    6.86869e+09    8.50077e+09    1.00472e+13         267058
   -6.93946e-15     7.0998e+09    9.14773e+09    1.00715e+13         347429
            0.2    7.33764e+09    9.82933e+09    1.00959e+13         451462
            0.4    7.58266e+09    1.05462e+10      1.012e+13         585823
            0.6    7.83501e+09    1.12993e+10    1.01439e+13         758920
            0.8    8.09466e+09      1.209e+10    1.01678e+13         981248
              1    8.36194e+09    1.29191e+10    1.01916e+13    1.26569e+06
            1.2    8.63716e+09    1.37874e+10    1.02151e+13    1.62784e+06
            1.4    8.92033e+09    1.46962e+10    1.02385e+13    2.08625e+06
            1.6    9.21166e+09    1.56464e+10    1.02619e+13     2.6624e+06
            1.8    9.51149e+09    1.66388e+10     1.0285e+13    3.38028e+06
              2    9.82003e+09    1.76742e+10     1.0308e+13     4.2658e+06
            2.2    1.01373e+10    1.87541e+10     1.0331e+13    5.34576e+06
            2.4    1.04637e+10    1.98791e+10    1.03538e+13    6.64616e+06
            2.6    1.07995e+10    2.10502e+10    1.03764e+13    8.19093e+06
            2.8    1.11448e+10    2.22685e+10    1.03989e+13     1.0001e+07
              3    1.14997e+10    2.35353e+10    1.04214e+13     1.2094e+07
            3.2    1.18649e+10     2.4851e+10    1.04437e+13    1.44842e+07
            3.4    1.22403e+10    2.62168e+10    1.04658e+13    1.71849e+07
            3.6    1.26261e+10     2.7634e+10     1.0488e+13    2.02103e+07
            3.8    1.30227e+10    2.91031e+10    1.05099e+13    2.35774e+07
              4    1.34305e+10     3.0625e+10    1.05317e+13    2.73081e+07
            4.2    1.38495e+10     3.2201e+10    1.05534e+13    3.14309e+07
            4.4    1.42801e+10    3.38321e+10     1.0575e+13    3.59805e+07
            4.6    1.47226e+10    3.55189e+10    1.05965e+13    4.09969e+07
            4.8    1.51773e+10    3.72625e+10    1.06178e+13    4.65248e+07
              5    1.56443e+10    3.90643e+10     1.0639e+13    5.26122e+07
            5.2    1.61241e+10    4.09248e+10    1.06602e+13    5.93074e+07
            5.4    1.66171e+10    4.28445e+10    1.06811e+13    6.66591e+07
            5.6    1.71233e+10    4.48251e+10    1.07021e+13    7.47173e+07
            5.8    1.76431e+10    4.68676e+10    1.07229e+13    8.35315e+07
              6    1.81771e+10    4.89719e+10    1.07436e+13    9.31495e+07
            6.2    1.87254e+10    5.11395e+10    1.07641e+13    1.03622e+08
            6.4    1.92883e+10    5.33716e+10    1.07846e+13    1.14997e+08
            6.6    1.98662e+10    5.56689e+10     1.0805e+13    1.27326e+08
            6.8    2.04595e+10    5.80319e+10    1.08252e+13    1.40654e+08
              7    2.10686e+10     6.0462e+10    1.08454e+13    1.55033e+08
            7.2    2.16936e+10    6.29602e+10    1.08655e+13     1.7051e+08
            7.4    2.23352e+10    6.55266e+10    1.08854e+13    1.87137e+08
            7.6    2.29936e+10    6.81624e+10    1.09052e+13    2.04966e+08
            7.8    2.36691e+10    7.08692e+10     1.0925e+13    2.24059e+08
              8    2.43623e+10     7.3647e+10    1.09447e+13    2.44478e+08
            8.2    2.50737e+10    7.64966e+10    1.09642e+13    2.66293e+08
            8.4    2.58033e+10    7.94196e+10    1.09836e+13    2.89583e+08
            8.6    2.65516e+10    8.24167e+10     1.1003e+13    3.14427e+08
            8.8    2.73195e+10    8.54879e+10    1.10222e+13    3.40903e+08
              9     2.8107e+10    8.86346e+10    1.10414e+13    3.69095e+08
            9.2    2.89145e+10    9.18577e+10    1.10605e+13    3.99083e+08
            9.4    2.97426e+10     9.5158e+10    1.10794e+13    4.30945e+08
            9.6     3.0592e+10    9.85355e+10    1.10983e+13    4.64752e+08
            9.8    3.14628e+10    1.01992e+11     1.1117e+13    5.00583e+08
             10    3.23555e+10    1.05528e+11    1.11357e+13     5.3851e+08
           10.2    3.32709e+10    1.09144e+11    1.11543e+13    5.78604e+08
           10.4    3.42092e+10     1.1284e+11    1.11728e+13    6.20946e+08
           10.6    3.51709e+10    1.16619e+11    1.11912e+13     6.6562e+08
           10.8    3.61566e+10     1.2048e+11    1.12095e+13    7.12707e+08
             11    3.71669e+10    1.24424e+11    1.12277e+13    7.62296e+08
           11.2    3.82022e+10    1.28451e+11    1.12459e+13    8.14482e+08
           11.4     3.9263e+10    1.32564e+11     1.1264e+13    8.69362e+08
           11.6    4.03502e+10    1.36761e+11    1.12819e+13    9.27026e+08
           11.8    4.14642e+10    1.41043e+11    1.12997e+13    9.87578e+08
             12    4.26052e+10    1.45413e+11    1.13176e+13    1.05112e+09
           12.2    4.37742e+10    1.49869e+11    1.13353e+13    1.11776e+09
           12.4    4.49718e+10    1.54413e+11    1.13529e+13    1.18759e+09
           12.6    4.61984e+10    1.59045e+11    1.13704e+13    1.26072e+09
           12.8    4.74547e+10    1.63766e+11    1.13879e+13    1.33726e+09
             13    4.87414e+10    1.68577e+11    1.14052e+13    1.41732e+09
           13.2    5.00592e+10    1.73477e+11    1.14225e+13    1.50098e+09
           13.4    5.14083e+10    1.78469e+11    1.14397e+13    1.58838e+09
           13.6    5.27899e+10    1.83552e+11    1.14568e+13    1.67961e+09
           13.8    5.42046e+10    1.88727e+11    1.14738e+13    1.77477e+09
             14    5.56528e+10    1.93994e+11    1.14908e+13    1.87399e+09
           14.2    5.71353e+10    1.99354e+11    1.15077e+13    1.97735e+09
           14.4     5.8653e+10    2.04808e+11    1.15245e+13    2.08498e+09
           14.6    6.02067e+10    2.10355e+11    1.15412e+13    2.19699e+09
           14.8    6.17967e+10    2.15998e+11    1.15578e+13     2.3135e+09
             15    6.34241e+10    2.21735e+11    1.15744e+13    2.43463e+09
           15.2    6.50897e+10    2.27567e+11    1.15909e+13    2.56049e+09
           15.4     6.6794e+10    2.33496e+11    1.16073e+13    2.69122e+09
           15.6    6.85379e+10    2.39521e+11    1.16236e+13    2.82695e+09
           15.8    7.03224e+10    2.45643e+11    1.16399e+13    2.96778e+09
             16    7.21482e+10    2.51862e+11     1.1656e+13    3.11385e+09
           16.2    7.40159e+10     2.5818e+11    1.16722e+13     3.2653e+09
           16.4    7.59267e+10    2.64596e+11    1.16882e+13    3.42222e+09
           16.6    7.78814e+10     2.7111e+11    1.17042e+13    3.58475e+09
           16.8    7.98808e+10    2.77724e+11    1.17201e+13    3.75302e+09
             17    8.19257e+10    2.84437e+11    1.17359e+13    3.92714e+09
           17.2    8.40173e+10     2.9125e+11    1.17516e+13    4.10724e+09
           17.4    8.61564e+10    2.98163e+11    1.17673e+13    4.29346e+09
           17.6    8.83436e+10    3.05177e+11    1.17829e+13    4.48593e+09
           17.8    9.05804e+10    3.12292e+11    1.17984e+13    4.68478e+09
             18    9.28676e+10    3.19508e+11    1.18139e+13    4.89013e+09
           18.2     9.5206e+10    3.26826e+11    1.18293e+13    5.10213e+09
           18.4    9.75966e+10    3.34247e+11    1.18446e+13    5.32092e+09
           18.6    1.00041e+11    3.41769e+11    1.18599e+13    5.54661e+09
           18.8    1.02539e+11    3.49394e+11    1.18751e+13    5.77936e+09
             19    1.05093e+11    3.57123e+11    1.18902e+13     6.0193e+09
           19.2    1.07704e+11    3.64956e+11    1.19053e+13    6.26657e+09
           19.4    1.10372e+11    3.72891e+11    1.19202e+13    6.52129e+09
           19.6    1.13099e+11    3.80931e+11    1.19352e+13    6.78362e+09
           19.8    1.15886e+11    3.89075e+11      1.195e+13     7.0537e+09
             20    1.18734e+11    3.97323e+11    1.19648e+13    7.33164e+09
    E, kcal/mol    D, mol/kcal       W3b->W2b       W3b->W3a        W3b->P3        W3b->P2
            -10    3.83592e+09    3.61904e+07    2.57818e+12    6.54214e+11              0
           -9.8    3.97456e+09    4.59859e+07    2.60095e+12    6.79554e+11              0
           -9.6    4.11758e+09    5.77947e+07    2.62372e+12    7.05509e+11              0
           -9.4    4.26525e+09    7.18835e+07    2.64642e+12     7.3206e+11              0
           -9.2    4.41758e+09    8.85521e+07    2.66909e+12    7.59231e+11              0
             -9     4.5748e+09    1.08126e+08     2.6917e+12    7.87007e+11              0
           -8.8    4.73692e+09    1.30959e+08    2.71431e+12    8.15415e+11              0
           -8.6    4.90409e+09    1.57411e+08    2.73692e+12    8.44456e+11              0
           -8.4    5.07643e+09    1.87845e+08    2.75953e+12    8.74139e+11              0
           -8.2    5.25415e+09    2.22623e+08     2.7821e+12    9.04454e+11              0
             -8    5.43739e+09    2.62116e+08    2.80463e+12    9.35406e+11              0
           -7.8    5.62633e+09    3.06716e+08    2.82711e+12    9.66991e+11              0
           -7.6    5.82107e+09    3.56851e+08    2.84956e+12    9.99223e+11              0
           -7.4    6.02175e+09    4.12982e+08    2.87199e+12    1.03211e+12              0
           -7.2    6.22849e+09    4.75595e+08    2.89442e+12    1.06565e+12              0
             -7    6.44152e+09    5.45184e+08    2.91682e+12    1.09985e+12              0
           -6.8    6.66105e+09    6.22246e+08    2.93918e+12     1.1347e+12              0
           -6.6    6.88722e+09    7.07282e+08    2.96149e+12    1.17021e+12              0
           -6.4    7.12021e+09    8.00796e+08    2.98376e+12    1.20637e+12              0
           -6.2    7.36016e+09    9.03313e+08    3.00601e+12     1.2432e+12              0
             -6    7.60721e+09    1.01538e+09    3.02825e+12    1.28071e+12              0
           -5.8    7.86155e+09    1.13758e+09    3.05047e+12     1.3189e+12              0
           -5.6    8.12347e+09    1.27049e+09    3.07264e+12    1.35775e+12              0
           -5.4    8.39308e+09    1.41472e+09    3.09479e+12    1.39728e+12              0
           -5.2     8.6707e+09    1.57087e+09    3.11687e+12    1.43748e+12              0
             -5    8.95644e+09    1.73958e+09    3.13894e+12    1.47835e+12              0
           -4.8    9.25052e+09    1.92146e+09    3.16096e+12    1.51991e+12              0
           -4.6    9.55309e+09    2.11716e+09    3.18297e+12    1.56216e+12              0
           -4.4    9.86444e+09     2.3273e+09    3.20494e+12    1.60509e+12              0
           -4.2    1.01848e+10    2.55252e+09    3.22687e+12     1.6487e+12              0
             -4    1.05144e+10    2.79351e+09    3.24877e+12      1.693e+12              0
           -3.8    1.08534e+10    3.05092e+09    3.27062e+12    1.73799e+12              0
           -3.6     1.1202e+10    3.32547e+09    3.29246e+12    1.78367e+12              0
           -3.4    1.15606e+10     3.6178e+09    3.31425e+12    1.83004e+12              0
           -3.2    1.19294e+10    3.92864e+09    3.33602e+12     1.8771e+12              0
             -3    1.23086e+10    4.25866e+09    3.35773e+12    1.92485e+12              0
           -2.8    1.26985e+10    4.60858e+09    3.37942e+12     1.9733e+12              0
           -2.6    1.30994e+10    4.97906e+09    3.40106e+12    2.02243e+12              0
           -2.4    1.35114e+10    5.37082e+09    3.42267e+12    2.07227e+12              0
           -2.2    1.39349e+10    5.78457e+09    3.44425e+12     2.1228e+12              0
             -2    1.43701e+10      6.221e+09    3.46579e+12    2.17403e+12              0
           -1.8    1.48175e+10    6.68081e+09    3.48729e+12    2.22595e+12              0
           -1.6    1.52771e+10    7.16471e+09    3.50875e+12    2.27857e+12              0
           -1.4    1.57494e+10    7.67345e+09    3.53018e+12    2.33189e+12              0
           -1.2    1.62347e+10    8.20769e+09    3.55156e+12     2.3859e+12              0
             -1    1.67332e+10    8.76818e+09    3.57292e+12    2.44062e+12              0
           -0.8    1.72452e+10    9.35559e+09    3.59423e+12    2.49602e+12              0
           -0.6    1.77712e+10    9.97061e+09    3.61549e+12    2.55212e+12              0
           -0.4    1.83114e+10     1.0614e+10    3.63672e+12    2.60892e+12              0
           -0.2    1.88661e+10    1.12865e+10    3.65792e+12    2.66642e+12              0
   -6.93946e-15    1.94358e+10    1.19888e+10    3.67907e+12    2.72461e+12              0
            0.2    2.00206e+10    1.27216e+10    3.70019e+12    2.78351e+12              0
            0.4    2.06211e+10    1.34858e+10    3.72128e+12     2.8431e+12              0
            0.6    2.12375e+10    1.42819e+10    3.74231e+12    2.90338e+12              0
            0.8    2.18704e+10    1.51107e+10    3.76331e+12    2.96436e+12              0
              1    2.25199e+10    1.59731e+10    3.78426e+12    3.02602e+12              0
            1.2    2.31866e+10    1.68697e+10    3.80518e+12    3.08839e+12              0
            1.4    2.38707e+10    1.78012e+10    3.82606e+12    3.15145e+12         204981
            1.6    2.45726e+10    1.87685e+10    3.84691e+12    3.21521e+12    3.39342e+07
            1.8     2.5293e+10    1.97721e+10     3.8677e+12    3.27965e+12    1.88053e+08
              2    2.60321e+10    2.08129e+10    3.88846e+12    3.34478e+12    5.57737e+08
            2.2    2.67903e+10    2.18916e+10    3.90917e+12     3.4106e+12    1.24835e+09
            2.4    2.75682e+10    2.30091e+10    3.92985e+12    3.47711e+12    2.31844e+09
            2.6     2.8366e+10    2.41659e+10    3.95049e+12    3.54432e+12    3.83686e+09
            2.8    2.91843e+10    2.53629e+10     3.9711e+12    3.61221e+12    5.89068e+09
              3    3.00236e+10    2.66008e+10    3.99166e+12    3.68078e+12    8.53394e+09
            3.2    3.08844e+10    2.78801e+10    4.01216e+12    3.75003e+12     1.1789e+10
            3.4     3.1767e+10    2.92018e+10    4.03263e+12    3.81997e+12    1.56506e+10
            3.6     3.2672e+10    3.05666e+10    4.05307e+12    3.89058e+12    2.01911e+10
            3.8    3.35998e+10    3.19752e+10    4.07346e+12    3.96189e+12     2.5373e+10
              4     3.4551e+10    3.34283e+10    4.09381e+12    4.03387e+12    3.12059e+10
            4.2    3.55261e+10    3.49267e+10    4.11413e+12    4.10653e+12    3.76631e+10
            4.4    3.65257e+10     3.6471e+10    4.13439e+12    4.17986e+12    4.47635e+10
            4.6    3.75503e+10     3.8062e+10    4.15462e+12    4.25386e+12    5.24986e+10
            4.8    3.86003e+10    3.97004e+10     4.1748e+12    4.32853e+12    6.07837e+10
              5    3.96764e+10     4.1387e+10    4.19495e+12    4.40388e+12    6.97984e+10
            5.2    4.07791e+10    4.31225e+10    4.21506e+12    4.47991e+12    7.96154e+10
            5.4     4.1909e+10    4.49075e+10    4.23512e+12     4.5566e+12    9.02982e+10
            5.6    4.30666e+10    4.67428e+10    4.25515e+12    4.63395e+12    1.01886e+11
            5.8    4.42528e+10     4.8629e+10    4.27512e+12    4.71196e+12    1.14415e+11
              6    4.54679e+10    5.05669e+10    4.29506e+12    4.79064e+12    1.27919e+11
            6.2    4.67127e+10    5.25572e+10    4.31495e+12    4.86997e+12    1.42299e+11
            6.4    4.79876e+10    5.46007e+10    4.33481e+12    4.94997e+12    1.57198e+11
            6.6    4.92935e+10     5.6698e+10    4.35462e+12    5.03063e+12    1.72633e+11
            6.8    5.06309e+10    5.88498e+10     4.3744e+12    5.11194e+12    1.88844e+11
              7    5.20006e+10    6.10567e+10    4.39412e+12    5.19389e+12    2.05963e+11
            7.2    5.34031e+10    6.33194e+10    4.41381e+12     5.2765e+12    2.24097e+11
            7.4    5.48392e+10    6.56388e+10    4.43346e+12    5.35976e+12    2.43267e+11
            7.6    5.63097e+10    6.80153e+10    4.45306e+12    5.44367e+12    2.63474e+11
            7.8     5.7815e+10    7.04497e+10    4.47263e+12    5.52822e+12    2.84701e+11
              8    5.93562e+10    7.29427e+10    4.49215e+12    5.61341e+12    3.06963e+11
            8.2    6.09339e+10    7.54948e+10    4.51163e+12    5.69923e+12    3.30435e+11
            8.4    6.25489e+10    7.81067e+10    4.53107e+12    5.78569e+12    3.55157e+11
            8.6    6.42018e+10    8.07791e+10    4.55046e+12    5.87279e+12    3.81114e+11
            8.8    6.58936e+10    8.35126e+10    4.56982e+12    5.96052e+12    4.08305e+11
              9    6.76249e+10     8.6308e+10    4.58913e+12    6.04889e+12    4.36707e+11
            9.2    6.93966e+10    8.91657e+10     4.6084e+12    6.13788e+12    4.66419e+11
            9.4    7.12095e+10    9.20864e+10    4.62764e+12     6.2275e+12    4.97376e+11
            9.6    7.30646e+10    9.50707e+10    4.64682e+12    6.31774e+12    5.29279e+11
            9.8    7.49625e+10    9.81193e+10    4.66597e+12    6.40861e+12    5.62134e+11
             10    7.69043e+10    1.01233e+11    4.68508e+12    6.50008e+12    5.96069e+11
           10.2    7.88907e+10    1.04411e+11    4.70414e+12    6.59217e+12     6.3124e+11
           10.4    8.09228e+10    1.07656e+11    4.72316e+12    6.68488e+12    6.67553e+11
           10.6    8.30014e+10    1.10967e+11    4.74214e+12    6.77819e+12    7.04861e+11
           10.8    8.51273e+10    1.14345e+11    4.76108e+12    6.87212e+12    7.43553e+11
             11    8.73017e+10    1.17791e+11    4.77998e+12    6.96665e+12    7.84169e+11
           11.2    8.95253e+10    1.21305e+11    4.79884e+12    7.06179e+12    8.25905e+11
           11.4    9.17994e+10    1.24888e+11    4.81765e+12    7.15752e+12    8.66298e+11
           11.6    9.41247e+10     1.2854e+11    4.83643e+12    7.25386e+12     9.0306e+11
           11.8    9.65024e+10    1.32263e+11    4.85516e+12    7.35078e+12    9.36209e+11
             12    9.89335e+10    1.36055e+11    4.87385e+12     7.4483e+12    9.66565e+11
           12.2    1.01419e+11    1.39918e+11     4.8925e+12    7.54641e+12    9.95248e+11
           12.4     1.0396e+11    1.43853e+11    4.91111e+12    7.64511e+12    1.02384e+12
           12.6    1.06558e+11     1.4786e+11    4.92967e+12    7.74439e+12     1.0536e+12
           12.8    1.09213e+11     1.5194e+11     4.9482e+12    7.84426e+12     1.0848e+12
             13    1.11927e+11    1.56092e+11    4.96668e+12     7.9447e+12    1.11729e+12
           13.2    1.14701e+11    1.60318e+11    4.98513e+12    8.04571e+12    1.15107e+12
           13.4    1.17536e+11    1.64617e+11    5.00353e+12    8.14731e+12    1.18632e+12
           13.6    1.20433e+11    1.68992e+11    5.02189e+12    8.24947e+12    1.22307e+12
           13.8    1.23394e+11    1.73441e+11    5.04021e+12    8.35221e+12    1.26128e+12
             14     1.2642e+11    1.77965e+11     5.0585e+12     8.4555e+12    1.30129e+12
           14.2    1.29511e+11    1.82565e+11    5.07673e+12    8.55936e+12    1.34339e+12
           14.4     1.3267e+11    1.87242e+11    5.09493e+12    8.66377e+12    1.38692e+12
           14.6    1.35898e+11    1.91995e+11    5.11309e+12    8.76875e+12     1.4301e+12
           14.8    1.39195e+11    1.96826e+11     5.1312e+12    8.87428e+12    1.47135e+12
             15    1.42563e+11    2.01734e+11    5.14928e+12    8.98036e+12    1.51086e+12
           15.2    1.46003e+11     2.0672e+11    5.16732e+12    9.08699e+12    1.54924e+12
           15.4    1.49518e+11    2.11784e+11    5.18531e+12    9.19416e+12    1.58732e+12
           15.6    1.53107e+11    2.16928e+11    5.20327e+12    9.30188e+12    1.62612e+12
           15.8    1.56774e+11     2.2215e+11    5.22118e+12    9.41013e+12    1.66636e+12
             16    1.60518e+11    2.27453e+11    5.23905e+12    9.51893e+12    1.70833e+12
           16.2    1.64342e+11    2.32835e+11    5.25689e+12    9.62825e+12    1.75223e+12
           16.4    1.68247e+11    2.38298e+11    5.27468e+12    9.73811e+12     1.7978e+12
           16.6    1.72234e+11    2.43842e+11    5.29244e+12     9.8485e+12    1.84385e+12
           16.8    1.76305e+11    2.49467e+11    5.31015e+12    9.95941e+12    1.88904e+12
             17    1.80462e+11    2.55173e+11    5.32782e+12    1.00708e+13    1.93316e+12
           17.2    1.84706e+11    2.60961e+11    5.34545e+12    1.01828e+13    1.97676e+12
           17.4    1.89039e+11    2.66832e+11    5.36305e+12    1.02953e+13    2.02064e+12
           17.6    1.93463e+11    2.72786e+11     5.3806e+12    1.04083e+13    2.06512e+12
           17.8    1.97978e+11    2.78822e+11    5.39812e+12    1.05217e+13    2.10965e+12
             18    2.02587e+11    2.84942e+11    5.41559e+12    1.06357e+13    2.15359e+12
           18.2    2.07292e+11    2.91145e+11    5.43302e+12    1.07503e+13    2.19702e+12
           18.4    2.12093e+11    2.97432e+11    5.45042e+12    1.08653e+13    2.24033e+12
           18.6    2.16994e+11    3.03804e+11    5.46777e+12    1.09808e+13    2.28412e+12
           18.8    2.21995e+11    3.10261e+11    5.48509e+12    1.10968e+13    2.32906e+12
             19    2.27099e+11    3.16802e+11    5.50237e+12    1.12133e+13    2.37571e+12
           19.2    2.32307e+11    3.23428e+11     5.5196e+12    1.13303e+13    2.42444e+12
           19.4    2.37622e+11     3.3014e+11     5.5368e+12    1.14477e+13    2.47543e+12
           19.6    2.43044e+11    3.36938e+11    5.55396e+12    1.15657e+13    2.52767e+12
           19.8    2.48577e+11    3.43822e+11    5.57108e+12    1.16841e+13     2.5793e+12
             20    2.54222e+11    3.50792e+11    5.58816e+12    1.18031e+13    2.62901e+12
