Rate Units: cm^3/sec

 T, K       P1->P2       P2->P1
  200  7.01419e-15  1.34472e-30
  210  8.24025e-15  9.04503e-30
  220   9.6893e-15  5.20181e-29
  230  1.13868e-14  2.60697e-28
  240   1.3376e-14  1.15834e-27
  250  1.56626e-14  4.61624e-27
  260  1.83089e-14  1.67269e-26
  270  2.13394e-14  5.56128e-26
  280  2.48057e-14  1.71218e-25
  290   2.8709e-14  4.91033e-25
  300  3.30992e-14  1.32122e-24
  310   3.8027e-14  3.35579e-24
  320  4.35286e-14  8.08534e-24
  330   4.9646e-14  1.85625e-23
  340  5.63904e-14   4.0747e-23
  350  6.38071e-14  8.58456e-23
  360  7.19509e-14  1.74183e-22
  370  8.08396e-14  3.41248e-22
  380  9.05079e-14  6.47201e-22
  390   1.0099e-13  1.19105e-21
  400  1.12322e-13  2.13142e-21
  410   1.2451e-13  3.71535e-21
  420   1.3763e-13  6.32187e-21
  430  1.51672e-13  1.05138e-20
  440  1.66686e-13  1.71175e-20
  450   1.8268e-13  2.73163e-20
  460  1.99702e-13  4.27846e-20
  470  2.17776e-13  6.58446e-20
  480  2.36912e-13  9.96639e-20
  490  2.57155e-13  1.48524e-19
  500  2.78505e-13  2.18093e-19
  510   3.0099e-13  3.15821e-19
  520  3.24652e-13  4.51388e-19
  530  3.49522e-13  6.37218e-19
  540  3.75553e-13    8.889e-19
  550  4.02837e-13  1.22631e-18
  560  4.31403e-13  1.67409e-18
  570  4.61171e-13  2.26214e-18
  580  4.92261e-13   3.0279e-18
  590  5.24653e-13  4.01613e-18
  600   5.5839e-13   5.2811e-18
  610  5.93436e-13  6.88696e-18
  620  6.29863e-13  8.91098e-18
  630  6.67664e-13  1.14434e-17
  640  7.06876e-13  1.45907e-17
  650  7.47476e-13  1.84757e-17
  660  7.89519e-13  2.32426e-17
  670  8.33005e-13  2.90562e-17
  680   8.7795e-13  3.61058e-17
  690   9.2437e-13  4.46077e-17
  700  9.72292e-13  5.48083e-17
  800  1.53682e-12  3.31255e-16
  900  2.26657e-12   1.3875e-15
 1000  3.17496e-12  4.47838e-15
 1100  4.27453e-12  1.19266e-14
 1200  5.57705e-12  2.74425e-14
 1300  7.09349e-12   5.6343e-14
 1400  8.83374e-12  1.05642e-13
 1500  1.08073e-11  1.84032e-13
 1600  1.30224e-11  3.01752e-13
 1700   1.5487e-11  4.70411e-13
 1800  1.82079e-11  7.02742e-13
 1900  2.11913e-11  1.01236e-12
 2000  2.44429e-11  1.41349e-12
 2100  2.79676e-11  1.92077e-12
 2200  3.17708e-11  2.54904e-12
 2300  3.58558e-11  3.31304e-12
 2400  4.02272e-11  4.22747e-12
