    E, kcal/mol    D, mol/kcal          W1->R         W1->P1         W1->P2         W1->P3         W1->P4         W1->P5         W1->P6         W1->P7
        17.7835    2.21654e+13    1.57105e+10     1.1781e+09    9.83815e+07    2.24409e+08    1.31379e+07    1.00395e+09    1.85357e+06              0
        17.7978    2.21932e+13     1.5757e+10    1.18141e+09    9.87234e+07    2.25102e+08    1.31829e+07    1.00844e+09    1.87157e+06              0
        17.8121    2.22211e+13    1.58036e+10    1.18472e+09    9.90663e+07    2.25796e+08    1.32281e+07    1.01294e+09    1.88975e+06              0
        17.8264     2.2249e+13    1.58504e+10    1.18804e+09    9.94103e+07    2.26491e+08    1.32734e+07    1.01745e+09    1.90811e+06              0
        17.8407    2.22769e+13    1.58972e+10    1.19136e+09    9.97552e+07    2.27189e+08    1.33188e+07    1.02199e+09    1.92666e+06              0
         17.855    2.23049e+13    1.59442e+10     1.1947e+09    1.00101e+08    2.27888e+08    1.33643e+07    1.02654e+09     1.9454e+06              0
        17.8693    2.23329e+13    1.59912e+10    1.19804e+09    1.00448e+08    2.28589e+08      1.341e+07     1.0311e+09    1.96434e+06              0
        17.8836    2.23609e+13    1.60384e+10    1.20139e+09    1.00796e+08    2.29292e+08    1.34558e+07    1.03568e+09    1.98349e+06              0
        17.8979     2.2389e+13    1.60857e+10    1.20475e+09    1.01145e+08    2.29997e+08    1.35017e+07    1.04028e+09    2.00285e+06              0
        17.9122    2.24171e+13     1.6133e+10    1.20811e+09    1.01495e+08    2.30703e+08    1.35478e+07     1.0449e+09    2.02242e+06              0
        17.9265    2.24452e+13    1.61805e+10    1.21148e+09    1.01846e+08    2.31411e+08     1.3594e+07    1.04953e+09    2.04221e+06              0
        17.9408    2.24734e+13    1.62281e+10    1.21486e+09    1.02198e+08    2.32121e+08    1.36403e+07    1.05418e+09    2.06222e+06              0
        17.9551    2.25016e+13    1.62758e+10    1.21825e+09    1.02551e+08    2.32833e+08    1.36868e+07    1.05885e+09    2.08245e+06              0
        17.9694    2.25298e+13    1.63236e+10    1.22165e+09    1.02905e+08    2.33547e+08    1.37333e+07    1.06354e+09    2.10289e+06              0
        17.9837    2.25581e+13    1.63715e+10    1.22505e+09     1.0326e+08    2.34262e+08    1.37801e+07    1.06824e+09    2.12352e+06              0
         17.998    2.25864e+13    1.64195e+10    1.22846e+09    1.03616e+08    2.34979e+08    1.38269e+07    1.07295e+09    2.14434e+06              0
        18.0123    2.26147e+13    1.64676e+10    1.23188e+09    1.03973e+08    2.35698e+08    1.38739e+07    1.07769e+09    2.16535e+06              0
        18.0266     2.2643e+13    1.65159e+10    1.23531e+09    1.04331e+08    2.36419e+08     1.3921e+07    1.08244e+09    2.18652e+06              0
        18.0409    2.26714e+13    1.65642e+10    1.23875e+09     1.0469e+08    2.37142e+08    1.39683e+07    1.08721e+09    2.20787e+06              0
        18.0552    2.26999e+13    1.66126e+10    1.24219e+09     1.0505e+08    2.37867e+08    1.40157e+07    1.09199e+09    2.22936e+06              0
        18.0695    2.27283e+13    1.66611e+10    1.24564e+09    1.05411e+08    2.38593e+08    1.40632e+07     1.0968e+09    2.25101e+06              0
        18.0838    2.27568e+13    1.67098e+10     1.2491e+09    1.05773e+08    2.39321e+08    1.41109e+07    1.10162e+09    2.27279e+06              0
         18.098    2.27853e+13    1.67585e+10    1.25256e+09    1.06137e+08    2.40051e+08    1.41587e+07    1.10645e+09    2.29473e+06              0
        18.1123    2.28139e+13    1.68074e+10    1.25604e+09    1.06501e+08    2.40783e+08    1.42066e+07     1.1113e+09    2.31681e+06              0
        18.1266    2.28424e+13    1.68564e+10    1.25952e+09    1.06866e+08    2.41517e+08    1.42547e+07    1.11617e+09    2.33904e+06              0
        18.1409    2.28711e+13    1.69055e+10    1.26301e+09    1.07232e+08    2.42253e+08    1.43029e+07    1.12106e+09    2.36143e+06              0
        18.1552    2.28997e+13    1.69547e+10     1.2665e+09      1.076e+08     2.4299e+08    1.43512e+07    1.12597e+09    2.38397e+06              0
        18.1695    2.29284e+13    1.70039e+10    1.27001e+09    1.07968e+08    2.43729e+08    1.43997e+07    1.13089e+09    2.40668e+06              0
        18.1838    2.29571e+13    1.70534e+10    1.27352e+09    1.08338e+08     2.4447e+08    1.44483e+07    1.13583e+09    2.42956e+06              0
        18.1981    2.29859e+13    1.71029e+10    1.27704e+09    1.08708e+08    2.45214e+08    1.44971e+07    1.14079e+09     2.4526e+06              0
        18.2124    2.30146e+13    1.71525e+10    1.28057e+09     1.0908e+08    2.45958e+08    1.45459e+07    1.14576e+09    2.47582e+06              0
        18.2267    2.30435e+13    1.72022e+10    1.28411e+09    1.09453e+08    2.46705e+08     1.4595e+07    1.15076e+09    2.49921e+06              0
         18.241    2.30723e+13     1.7252e+10    1.28766e+09    1.09826e+08    2.47454e+08    1.46441e+07    1.15577e+09    2.52278e+06              0
        18.2553    2.31012e+13    1.73019e+10    1.29121e+09    1.10201e+08    2.48204e+08    1.46934e+07     1.1608e+09    2.54653e+06              0
        18.2696    2.31301e+13    1.73519e+10    1.29477e+09    1.10577e+08    2.48957e+08    1.47429e+07    1.16584e+09    2.57046e+06              0
        18.2839    2.31591e+13     1.7402e+10    1.29834e+09    1.10954e+08    2.49711e+08    1.47925e+07    1.17091e+09    2.59458e+06              0
        18.2982     2.3188e+13    1.74522e+10    1.30192e+09    1.11332e+08    2.50467e+08    1.48422e+07    1.17599e+09    2.61889e+06              0
        18.3125     2.3217e+13    1.75025e+10     1.3055e+09    1.11711e+08    2.51225e+08     1.4892e+07    1.18109e+09    2.64339e+06              0
        18.3268    2.32461e+13    1.75529e+10     1.3091e+09    1.12091e+08    2.51985e+08     1.4942e+07    1.18621e+09    2.66809e+06              0
        18.3411    2.32752e+13    1.76034e+10     1.3127e+09    1.12472e+08    2.52747e+08    1.49922e+07    1.19135e+09    2.69298e+06              0
        18.3554    2.33043e+13    1.76541e+10    1.31631e+09    1.12854e+08    2.53511e+08    1.50425e+07    1.19651e+09    2.71807e+06              0
        18.3697    2.33334e+13    1.77048e+10    1.31992e+09    1.13238e+08    2.54277e+08    1.50929e+07    1.20168e+09    2.74337e+06              0
         18.384    2.33626e+13    1.77556e+10    1.32355e+09    1.13622e+08    2.55045e+08    1.51435e+07    1.20687e+09    2.76885e+06              0
        18.3983    2.33918e+13    1.78065e+10    1.32718e+09    1.14008e+08    2.55814e+08    1.51942e+07    1.21208e+09    2.79453e+06              0
        18.4125    2.34211e+13    1.78575e+10    1.33082e+09    1.14394e+08    2.56586e+08     1.5245e+07    1.21731e+09     2.8204e+06              0
        18.4268    2.34504e+13    1.79086e+10    1.33447e+09    1.14782e+08    2.57359e+08     1.5296e+07    1.22256e+09    2.84644e+06              0
        18.4411    2.34797e+13    1.79599e+10    1.33812e+09    1.15171e+08    2.58134e+08    1.53472e+07    1.22782e+09    2.87267e+06              0
        18.4554     2.3509e+13    1.80112e+10    1.34179e+09    1.15561e+08    2.58912e+08    1.53984e+07     1.2331e+09    2.89906e+06              0
        18.4697    2.35384e+13    1.80626e+10    1.34546e+09    1.15952e+08    2.59691e+08    1.54499e+07     1.2384e+09    2.92563e+06              0
         18.484    2.35678e+13    1.81141e+10    1.34914e+09    1.16344e+08    2.60472e+08    1.55014e+07    1.24372e+09    2.95235e+06              0
        18.4983    2.35973e+13    1.81657e+10    1.35283e+09    1.16737e+08    2.61255e+08    1.55531e+07    1.24906e+09    2.97924e+06              0
        18.5126    2.36267e+13    1.82174e+10    1.35653e+09    1.17131e+08     2.6204e+08     1.5605e+07    1.25441e+09    3.00627e+06              0
        18.5269    2.36563e+13    1.82691e+10    1.36024e+09    1.17527e+08    2.62827e+08     1.5657e+07    1.25978e+09    3.03347e+06              0
        18.5412    2.36858e+13     1.8321e+10    1.36396e+09    1.17923e+08    2.63616e+08    1.57091e+07    1.26517e+09    3.06082e+06              0
        18.5555    2.37154e+13    1.83729e+10    1.36768e+09    1.18321e+08    2.64407e+08    1.57614e+07    1.27059e+09    3.08833e+06              0
        18.5698     2.3745e+13    1.84249e+10    1.37141e+09     1.1872e+08      2.652e+08    1.58138e+07    1.27601e+09      3.116e+06              0
        18.5841    2.37747e+13     1.8477e+10    1.37515e+09     1.1912e+08    2.65995e+08    1.58664e+07    1.28146e+09    3.14383e+06              0
        18.5984    2.38043e+13    1.85292e+10     1.3789e+09    1.19521e+08    2.66791e+08    1.59192e+07    1.28693e+09    3.17182e+06              0
        18.6127    2.38341e+13    1.85814e+10    1.38266e+09    1.19923e+08     2.6759e+08     1.5972e+07    1.29242e+09    3.19998e+06              0
         18.627    2.38638e+13    1.86338e+10    1.38643e+09    1.20326e+08    2.68391e+08    1.60251e+07    1.29792e+09    3.22831e+06              0
        18.6413    2.38936e+13    1.86863e+10     1.3902e+09     1.2073e+08    2.69194e+08    1.60782e+07    1.30345e+09     3.2568e+06              0
        18.6556    2.39234e+13    1.87389e+10    1.39399e+09    1.21136e+08    2.69998e+08    1.61315e+07      1.309e+09    3.28546e+06              0
        18.6699    2.39533e+13    1.87916e+10    1.39778e+09    1.21542e+08    2.70805e+08     1.6185e+07    1.31456e+09     3.3143e+06              0
        18.6842    2.39832e+13    1.88445e+10    1.40158e+09     1.2195e+08    2.71614e+08    1.62386e+07    1.32014e+09    3.34331e+06              0
        18.6985    2.40131e+13    1.88975e+10    1.40539e+09    1.22359e+08    2.72424e+08    1.62924e+07    1.32575e+09    3.37251e+06              0
        18.7128     2.4043e+13    1.89506e+10    1.40921e+09    1.22769e+08    2.73237e+08    1.63463e+07    1.33137e+09    3.40189e+06              0
         18.727     2.4073e+13    1.90038e+10    1.41303e+09     1.2318e+08    2.74052e+08    1.64003e+07    1.33701e+09    3.43147e+06              0
        18.7413    2.41031e+13    1.90571e+10    1.41687e+09    1.23593e+08    2.74868e+08    1.64545e+07    1.34268e+09    3.46123e+06              0
        18.7556    2.41331e+13    1.91105e+10    1.42071e+09    1.24006e+08    2.75687e+08    1.65089e+07    1.34836e+09     3.4912e+06              0
        18.7699    2.41632e+13    1.91641e+10    1.42456e+09    1.24421e+08    2.76508e+08    1.65634e+07    1.35406e+09    3.52136e+06              0
        18.7842    2.41933e+13    1.92177e+10    1.42842e+09    1.24837e+08    2.77331e+08    1.66181e+07    1.35978e+09    3.55174e+06              0
        18.7985    2.42235e+13    1.92715e+10    1.43229e+09    1.25254e+08    2.78156e+08    1.66729e+07    1.36552e+09    3.58232e+06              0
        18.8128    2.42537e+13    1.93253e+10    1.43617e+09    1.25672e+08    2.78982e+08    1.67278e+07    1.37128e+09    3.61312e+06              0
        18.8271    2.42839e+13    1.93792e+10    1.44005e+09    1.26091e+08    2.79811e+08     1.6783e+07    1.37705e+09    3.64413e+06              0
        18.8414    2.43142e+13    1.94332e+10    1.44394e+09    1.26511e+08    2.80642e+08    1.68382e+07    1.38285e+09    3.67535e+06              0
        18.8557    2.43445e+13    1.94873e+10    1.44785e+09    1.26933e+08    2.81475e+08    1.68936e+07    1.38867e+09    3.70679e+06              0
          18.87    2.43748e+13    1.95415e+10    1.45176e+09    1.27356e+08     2.8231e+08    1.69492e+07     1.3945e+09    3.73844e+06              0
        18.8843    2.44052e+13    1.95957e+10    1.45568e+09     1.2778e+08    2.83147e+08    1.70049e+07    1.40036e+09    3.77031e+06              0
        18.8986    2.44356e+13    1.96501e+10     1.4596e+09    1.28205e+08    2.83986e+08    1.70608e+07    1.40624e+09     3.8024e+06              0
        18.9129     2.4466e+13    1.97045e+10    1.46354e+09    1.28631e+08    2.84827e+08    1.71168e+07    1.41213e+09    3.83472e+06              0
        18.9272    2.44965e+13     1.9759e+10    1.46749e+09    1.29059e+08     2.8567e+08     1.7173e+07    1.41804e+09    3.86725e+06              0
        18.9415     2.4527e+13    1.98137e+10    1.47144e+09    1.29487e+08    2.86516e+08    1.72294e+07    1.42398e+09    3.90001e+06              0
        18.9558    2.45576e+13    1.98684e+10     1.4754e+09    1.29917e+08    2.87363e+08    1.72859e+07    1.42993e+09    3.93299e+06              0
        18.9701    2.45881e+13    1.99233e+10    1.47937e+09    1.30348e+08    2.88212e+08    1.73425e+07     1.4359e+09     3.9662e+06              0
        18.9844    2.46187e+13    1.99782e+10    1.48335e+09     1.3078e+08    2.89064e+08    1.73993e+07    1.44189e+09    3.99964e+06              0
        18.9987    2.46494e+13    2.00333e+10    1.48734e+09    1.31214e+08    2.89917e+08    1.74563e+07     1.4479e+09    4.03331e+06              0
         19.013    2.46801e+13    2.00885e+10    1.49134e+09    1.31648e+08    2.90773e+08    1.75134e+07    1.45393e+09    4.06721e+06              0
        19.0273    2.47108e+13    2.01437e+10    1.49534e+09    1.32084e+08    2.91631e+08    1.75707e+07    1.45999e+09    4.10134e+06              0
        19.0415    2.47415e+13    2.01991e+10    1.49936e+09    1.32521e+08    2.92491e+08    1.76281e+07    1.46606e+09    4.13571e+06              0
        19.0558    2.47723e+13    2.02546e+10    1.50338e+09    1.32959e+08    2.93352e+08    1.76857e+07    1.47215e+09    4.17031e+06              0
        19.0701    2.48032e+13    2.03103e+10    1.50742e+09    1.33399e+08    2.94216e+08    1.77434e+07    1.47826e+09    4.20515e+06              0
        19.0844     2.4834e+13     2.0366e+10    1.51146e+09    1.33839e+08    2.95083e+08    1.78013e+07    1.48439e+09    4.24022e+06              0
        19.0987    2.48649e+13    2.04219e+10    1.51551e+09    1.34281e+08    2.95951e+08    1.78594e+07    1.49054e+09    4.27553e+06              0
         19.113    2.48958e+13    2.04779e+10    1.51957e+09    1.34724e+08    2.96821e+08    1.79176e+07    1.49671e+09    4.31107e+06              0
        19.1273    2.49268e+13     2.0534e+10    1.52364e+09    1.35169e+08    2.97694e+08     1.7976e+07     1.5029e+09    4.34683e+06              0
        19.1416    2.49578e+13    2.05902e+10    1.52772e+09    1.35614e+08    2.98568e+08    1.80345e+07    1.50912e+09    4.38281e+06              0
        19.1559    2.49888e+13    2.06465e+10    1.53181e+09    1.36061e+08    2.99445e+08    1.80932e+07    1.51535e+09    4.41901e+06              0
        19.1702    2.50199e+13     2.0703e+10     1.5359e+09    1.36509e+08    3.00324e+08     1.8152e+07     1.5216e+09    4.45541e+06              0
        19.1845     2.5051e+13    2.07596e+10    1.54001e+09    1.36958e+08    3.01205e+08    1.82111e+07    1.52787e+09    4.49203e+06              0
        19.1988    2.50821e+13    2.08163e+10    1.54412e+09    1.37408e+08    3.02088e+08    1.82702e+07    1.53417e+09    4.52884e+06              0
        19.2131    2.51133e+13    2.08731e+10    1.54825e+09     1.3786e+08    3.02973e+08    1.83296e+07    1.54048e+09    4.56586e+06              0
        19.2274    2.51445e+13      2.093e+10    1.55238e+09    1.38313e+08     3.0386e+08    1.83891e+07    1.54682e+09    4.60306e+06              0
        19.2417    2.51758e+13     2.0987e+10    1.55652e+09    1.38767e+08     3.0475e+08    1.84487e+07    1.55318e+09    4.64046e+06              0
         19.256     2.5207e+13    2.10442e+10    1.56067e+09    1.39222e+08    3.05641e+08    1.85085e+07    1.55955e+09    4.67805e+06              0
        19.2703    2.52384e+13    2.11014e+10    1.56483e+09    1.39679e+08    3.06535e+08    1.85685e+07    1.56595e+09    4.71583e+06              0
        19.2846    2.52697e+13    2.11588e+10      1.569e+09    1.40136e+08    3.07431e+08    1.86287e+07    1.57237e+09     4.7538e+06              0
        19.2989    2.53011e+13    2.12163e+10    1.57317e+09    1.40596e+08    3.08329e+08     1.8689e+07    1.57882e+09    4.79196e+06              0
        19.3132    2.53325e+13    2.12739e+10    1.57736e+09    1.41056e+08     3.0923e+08    1.87494e+07    1.58528e+09    4.83031e+06              0
        19.3275     2.5364e+13    2.13317e+10    1.58155e+09    1.41517e+08    3.10132e+08    1.88101e+07    1.59176e+09    4.86884e+06              0
        19.3418    2.53955e+13    2.13895e+10    1.58576e+09     1.4198e+08    3.11037e+08    1.88709e+07    1.59827e+09    4.90756e+06              0
         19.356     2.5427e+13    2.14475e+10    1.58997e+09    1.42444e+08    3.11944e+08    1.89318e+07     1.6048e+09    4.94646e+06              0
        19.3703    2.54586e+13    2.15057e+10    1.59419e+09     1.4291e+08    3.12853e+08     1.8993e+07    1.61135e+09    4.98556e+06              0
        19.3846    2.54902e+13    2.15639e+10    1.59842e+09    1.43376e+08    3.13764e+08    1.90543e+07    1.61792e+09    5.02486e+06              0
        19.3989    2.55218e+13    2.16223e+10    1.60266e+09    1.43844e+08    3.14677e+08    1.91157e+07    1.62452e+09    5.06439e+06              0
        19.4132    2.55535e+13    2.16809e+10    1.60691e+09    1.44313e+08    3.15593e+08    1.91773e+07    1.63113e+09    5.10417e+06              0
        19.4275    2.55852e+13    2.17395e+10    1.61117e+09    1.44784e+08    3.16511e+08    1.92391e+07    1.63777e+09    5.14421e+06              0
        19.4418    2.56169e+13    2.17984e+10    1.61543e+09    1.45256e+08    3.17431e+08    1.93011e+07    1.64443e+09    5.18453e+06              0
        19.4561    2.56487e+13    2.18573e+10    1.61971e+09    1.45729e+08    3.18353e+08    1.93632e+07    1.65111e+09    5.22516e+06              0
        19.4704    2.56805e+13    2.19164e+10      1.624e+09    1.46203e+08    3.19278e+08    1.94255e+07    1.65781e+09     5.2661e+06              0
        19.4847    2.57124e+13    2.19757e+10    1.62829e+09    1.46678e+08    3.20204e+08     1.9488e+07    1.66454e+09    5.30739e+06              0
         19.499    2.57443e+13     2.2035e+10     1.6326e+09    1.47155e+08    3.21133e+08    1.95506e+07    1.67129e+09    5.34904e+06              0
        19.5133    2.57762e+13    2.20945e+10    1.63692e+09    1.47633e+08    3.22064e+08    1.96134e+07    1.67806e+09    5.39105e+06              0
        19.5276    2.58082e+13    2.21542e+10    1.64124e+09    1.48113e+08    3.22998e+08    1.96763e+07    1.68485e+09    5.43342e+06              0
        19.5419    2.58402e+13    2.22139e+10    1.64558e+09    1.48594e+08    3.23933e+08    1.97395e+07    1.69166e+09    5.47612e+06              0
        19.5562    2.58722e+13    2.22738e+10    1.64992e+09    1.49076e+08    3.24871e+08    1.98028e+07     1.6985e+09    5.51915e+06              0
        19.5705    2.59043e+13    2.23338e+10    1.65427e+09    1.49559e+08    3.25811e+08    1.98663e+07    1.70536e+09    5.56248e+06              0
        19.5848    2.59364e+13     2.2394e+10    1.65864e+09    1.50044e+08    3.26753e+08    1.99299e+07    1.71224e+09     5.6061e+06              0
        19.5991    2.59685e+13    2.24543e+10    1.66301e+09     1.5053e+08    3.27698e+08    1.99937e+07    1.71914e+09    5.64999e+06              0
        19.6134    2.60007e+13    2.25147e+10    1.66739e+09    1.51017e+08    3.28645e+08    2.00577e+07    1.72607e+09    5.69413e+06              0
        19.6277    2.60329e+13    2.25753e+10    1.67178e+09    1.51505e+08    3.29594e+08    2.01218e+07    1.73302e+09    5.73851e+06              0
         19.642    2.60652e+13     2.2636e+10    1.67618e+09    1.51995e+08    3.30545e+08    2.01862e+07    1.73999e+09    5.78311e+06              0
        19.6563    2.60975e+13    2.26968e+10    1.68059e+09    1.52486e+08    3.31499e+08    2.02507e+07    1.74699e+09    5.82793e+06              0
        19.6705    2.61298e+13    2.27578e+10    1.68501e+09    1.52979e+08    3.32455e+08    2.03153e+07    1.75401e+09    5.87296e+06              0
        19.6848    2.61622e+13    2.28189e+10    1.68943e+09    1.53473e+08    3.33413e+08    2.03802e+07    1.76105e+09     5.9182e+06              0
        19.6991    2.61946e+13    2.28801e+10    1.69387e+09    1.53968e+08    3.34373e+08    2.04452e+07    1.76811e+09    5.96368e+06              0
        19.7134     2.6227e+13    2.29415e+10    1.69832e+09    1.54465e+08    3.35336e+08    2.05104e+07     1.7752e+09    6.00938e+06              0
        19.7277    2.62595e+13     2.3003e+10    1.70277e+09    1.54962e+08    3.36301e+08    2.05758e+07    1.78231e+09    6.05531e+06              0
         19.742     2.6292e+13    2.30647e+10    1.70724e+09    1.55462e+08    3.37268e+08    2.06413e+07    1.78945e+09    6.10148e+06              0
        19.7563    2.63245e+13    2.31265e+10    1.71171e+09    1.55962e+08    3.38238e+08     2.0707e+07     1.7966e+09     6.1479e+06              0
        19.7706    2.63571e+13    2.31884e+10     1.7162e+09    1.56464e+08     3.3921e+08    2.07729e+07    1.80378e+09    6.19456e+06              0
        19.7849    2.63898e+13    2.32504e+10    1.72069e+09    1.56967e+08    3.40184e+08    2.08389e+07    1.81099e+09    6.24148e+06              0
        19.7992    2.64224e+13    2.33126e+10     1.7252e+09    1.57472e+08     3.4116e+08    2.09052e+07    1.81822e+09    6.28866e+06              0
        19.8135    2.64551e+13    2.33749e+10    1.72971e+09    1.57978e+08    3.42139e+08    2.09716e+07    1.82547e+09    6.33612e+06              0
        19.8278    2.64878e+13    2.34373e+10    1.73424e+09    1.58485e+08     3.4312e+08    2.10382e+07    1.83275e+09    6.38387e+06              0
        19.8421    2.65206e+13    2.34998e+10    1.73877e+09    1.58993e+08    3.44104e+08     2.1105e+07    1.84004e+09    6.43192e+06              0
        19.8564    2.65534e+13    2.35625e+10    1.74332e+09    1.59503e+08     3.4509e+08    2.11719e+07    1.84737e+09    6.48029e+06              0
        19.8707    2.65863e+13    2.36252e+10    1.74787e+09    1.60015e+08    3.46078e+08     2.1239e+07    1.85471e+09      6.529e+06              0
         19.885    2.66191e+13    2.36881e+10    1.75244e+09    1.60527e+08    3.47068e+08    2.13063e+07    1.86208e+09    6.57806e+06              0
        19.8993    2.66521e+13    2.37511e+10    1.75701e+09    1.61041e+08    3.48061e+08    2.13738e+07    1.86948e+09    6.62747e+06              0
        19.9136     2.6685e+13    2.38143e+10    1.76159e+09    1.61557e+08    3.49056e+08    2.14415e+07     1.8769e+09    6.67727e+06              0
        19.9279     2.6718e+13    2.38776e+10    1.76618e+09    1.62074e+08    3.50054e+08    2.15093e+07    1.88434e+09    6.72747e+06              0
        19.9422     2.6751e+13     2.3941e+10    1.77078e+09    1.62592e+08    3.51054e+08    2.15773e+07     1.8918e+09    6.77806e+06              0
        19.9565    2.67841e+13    2.40046e+10    1.77539e+09    1.63111e+08    3.52056e+08    2.16455e+07    1.89929e+09    6.82904e+06              0
        19.9708    2.68172e+13    2.40683e+10    1.78001e+09    1.63632e+08    3.53061e+08    2.17139e+07    1.90681e+09    6.88038e+06              0
         19.985    2.68503e+13    2.41321e+10    1.78464e+09    1.64155e+08    3.54068e+08    2.17824e+07    1.91435e+09    6.93207e+06              0
        19.9993    2.68835e+13    2.41961e+10    1.78928e+09    1.64678e+08    3.55077e+08    2.18512e+07    1.92191e+09     6.9841e+06              0
        20.0136    2.69167e+13    2.42603e+10    1.79392e+09    1.65204e+08    3.56089e+08    2.19201e+07    1.92949e+09    7.03644e+06              0
        20.0279      2.695e+13    2.43246e+10    1.79858e+09     1.6573e+08    3.57103e+08    2.19892e+07     1.9371e+09    7.08908e+06              0
        20.0422    2.69833e+13     2.4389e+10    1.80325e+09    1.66258e+08    3.58119e+08    2.20585e+07    1.94473e+09      7.142e+06              0
        20.0565    2.70166e+13    2.44535e+10    1.80793e+09    1.66787e+08    3.59138e+08    2.21279e+07    1.95239e+09    7.19518e+06              0
        20.0708      2.705e+13    2.45182e+10    1.81262e+09    1.67318e+08    3.60159e+08    2.21976e+07    1.96007e+09    7.24861e+06              0
        20.0851    2.70834e+13     2.4583e+10    1.81732e+09     1.6785e+08    3.61183e+08    2.22674e+07    1.96777e+09    7.30228e+06              0
        20.0994    2.71168e+13    2.46479e+10    1.82203e+09    1.68383e+08    3.62209e+08    2.23374e+07     1.9755e+09    7.35619e+06              0
        20.1137    2.71503e+13     2.4713e+10    1.82675e+09    1.68918e+08    3.63238e+08    2.24076e+07    1.98326e+09    7.41038e+06              0
         20.128    2.71838e+13    2.47781e+10    1.83148e+09    1.69455e+08    3.64268e+08     2.2478e+07    1.99104e+09    7.46484e+06              0
        20.1423    2.72174e+13    2.48434e+10    1.83622e+09    1.69992e+08    3.65302e+08    2.25486e+07    1.99884e+09    7.51959e+06              0
        20.1566     2.7251e+13    2.49088e+10    1.84097e+09    1.70532e+08    3.66337e+08    2.26193e+07    2.00667e+09    7.57465e+06              0
        20.1709    2.72846e+13    2.49743e+10    1.84574e+09    1.71072e+08    3.67376e+08    2.26902e+07    2.01453e+09    7.63004e+06              0
        20.1852    2.73183e+13    2.50399e+10    1.85051e+09    1.71614e+08    3.68416e+08    2.27614e+07    2.02241e+09    7.68576e+06              0
        20.1995     2.7352e+13    2.51057e+10    1.85529e+09    1.72158e+08    3.69459e+08    2.28327e+07    2.03031e+09    7.74183e+06              0
        20.2138    2.73857e+13    2.51715e+10    1.86008e+09    1.72703e+08    3.70505e+08    2.29042e+07    2.03824e+09    7.79826e+06              0
        20.2281    2.74195e+13    2.52375e+10    1.86488e+09    1.73249e+08    3.71552e+08    2.29759e+07     2.0462e+09    7.85508e+06              0
        20.2424    2.74534e+13    2.53037e+10     1.8697e+09    1.73797e+08    3.72603e+08    2.30477e+07    2.05418e+09    7.91226e+06              0
        20.2567    2.74872e+13    2.53699e+10    1.87452e+09    1.74346e+08    3.73656e+08    2.31198e+07    2.06219e+09    7.96982e+06              0
         20.271    2.75211e+13    2.54363e+10    1.87935e+09    1.74896e+08    3.74711e+08     2.3192e+07    2.07022e+09    8.02774e+06              0
        20.2853     2.7555e+13    2.55028e+10    1.88419e+09    1.75448e+08    3.75768e+08    2.32645e+07    2.07827e+09    8.08603e+06              0
        20.2995     2.7589e+13    2.55694e+10    1.88904e+09    1.76002e+08    3.76829e+08    2.33371e+07    2.08635e+09    8.14468e+06              0
        20.3138     2.7623e+13    2.56362e+10    1.89391e+09    1.76557e+08    3.77891e+08    2.34099e+07    2.09445e+09    8.20369e+06              0
        20.3281    2.76571e+13     2.5703e+10    1.89878e+09    1.77113e+08    3.78956e+08    2.34829e+07    2.10258e+09    8.26306e+06              0
        20.3424    2.76912e+13      2.577e+10    1.90366e+09    1.77671e+08    3.80024e+08    2.35561e+07    2.11073e+09    8.32278e+06              0
        20.3567    2.77253e+13    2.58371e+10    1.90855e+09    1.78231e+08    3.81094e+08    2.36295e+07    2.11891e+09    8.38285e+06              0
         20.371    2.77595e+13    2.59044e+10    1.91345e+09    1.78791e+08    3.82167e+08    2.37031e+07    2.12711e+09    8.44327e+06              0
        20.3853    2.77937e+13    2.59717e+10    1.91836e+09    1.79354e+08    3.83242e+08    2.37768e+07    2.13533e+09    8.50403e+06              0
        20.3996    2.78279e+13    2.60391e+10    1.92328e+09    1.79917e+08    3.84319e+08    2.38508e+07    2.14359e+09    8.56512e+06              0
        20.4139    2.78622e+13    2.61067e+10    1.92821e+09    1.80483e+08    3.85399e+08    2.39249e+07    2.15186e+09    8.62653e+06              0
        20.4282    2.78965e+13    2.61743e+10    1.93315e+09    1.81049e+08    3.86482e+08    2.39993e+07    2.16016e+09    8.68827e+06              0
        20.4425    2.79309e+13    2.62421e+10    1.93811e+09    1.81617e+08    3.87567e+08    2.40738e+07    2.16849e+09    8.75031e+06              0
        20.4568    2.79653e+13      2.631e+10    1.94307e+09    1.82187e+08    3.88654e+08    2.41485e+07    2.17684e+09    8.81266e+06              0
        20.4711    2.79997e+13     2.6378e+10    1.94804e+09    1.82758e+08    3.89744e+08    2.42235e+07    2.18522e+09     8.8753e+06              0
        20.4854    2.80342e+13     2.6446e+10    1.95303e+09    1.83331e+08    3.90837e+08    2.42986e+07    2.19363e+09    8.93823e+06              0
        20.4997    2.80687e+13    2.65142e+10    1.95802e+09    1.83905e+08    3.91932e+08    2.43739e+07    2.20206e+09    9.00144e+06              0
         20.514    2.81033e+13    2.65825e+10    1.96303e+09    1.84481e+08     3.9303e+08    2.44494e+07    2.21052e+09    9.06493e+06              0
        20.5283    2.81379e+13    2.66509e+10    1.96805e+09    1.85058e+08     3.9413e+08    2.45251e+07    2.21901e+09    9.12872e+06              0
        20.5426    2.81725e+13    2.67194e+10    1.97308e+09    1.85636e+08    3.95233e+08     2.4601e+07    2.22752e+09    9.19283e+06              0
