Rate Units: cm^3/sec

 T, K       P1->P2       P2->P1
  200  2.13867e-14  5.93105e-33
  210  2.50204e-14  4.77744e-32
  220  2.87393e-14  3.16362e-31
  230  3.33463e-14  1.81367e-30
  240  3.86161e-14  9.06755e-30
  250   4.4705e-14  4.02498e-29
  260  5.16154e-14  1.60446e-28
  270  5.95015e-14  5.81783e-28
  280  6.85166e-14  1.93919e-27
  290  7.86405e-14  5.98039e-27
  300  9.00258e-14  1.72041e-26
  310  1.02822e-13  4.64824e-26
  320   1.1717e-13  1.18632e-25
  330  1.33262e-13  2.87536e-25
  340   1.5103e-13   6.6373e-25
  350  1.70546e-13  1.46472e-24
  360  1.92061e-13  3.10382e-24
  370  2.15924e-13   6.3417e-24
  380   2.4182e-13  1.25013e-23
  390  2.70366e-13  2.38874e-23
  400  3.01253e-13  4.42654e-23
  410  3.35292e-13  7.98943e-23
  420  3.71959e-13  1.40405e-22
  430  4.10873e-13  2.40409e-22
  440  4.53333e-13  4.02923e-22
  450  4.99117e-13  6.61264e-22
  460  5.48416e-13  1.06414e-21
  470  6.01067e-13  1.68024e-21
  480  6.57214e-13  2.60623e-21
  490  7.17318e-13  3.97735e-21
  500  7.81561e-13   5.9775e-21
  510  8.49817e-13  8.85136e-21
  520  9.21947e-13  1.29211e-20
  530  9.98401e-13  1.86159e-20
  540  1.07956e-12  2.64955e-20
  550  1.16566e-12  3.72788e-20
  560  1.25588e-12  5.18388e-20
  570  1.35132e-12  7.13451e-20
  580   1.4517e-12  9.71993e-20
  590  1.55757e-12  1.31188e-19
  600  1.66812e-12  1.75384e-19
  610  1.78443e-12  2.32491e-19
  620  1.90622e-12  3.05634e-19
  630  2.03399e-12  3.98685e-19
  640  2.16705e-12  5.16021e-19
  650  2.30635e-12   6.6319e-19
  660  2.45164e-12  8.46443e-19
  670  2.60303e-12  1.07319e-18
  680  2.76133e-12  1.35241e-18
  690  2.92499e-12  1.69335e-18
  700  3.09593e-12   2.1085e-18
  800  5.18597e-12  1.43616e-17
  900  8.04678e-12   6.6604e-17
 1000  1.17696e-11  2.35065e-16
 1100  1.64275e-11   6.7808e-16
 1200  2.20821e-11  1.67783e-15
 1300  2.87793e-11  3.68275e-15
 1400  3.65545e-11  7.34656e-15
 1500  4.54311e-11    1.356e-14
 1600  5.54272e-11  2.34755e-14
 1700  6.65499e-11  3.85203e-14
 1800  7.88078e-11  6.04083e-14
 1900  9.21931e-11  9.11285e-14
 2000  1.06709e-10  1.32957e-13
 2100  1.22342e-10  1.88424e-13
 2200  1.39091e-10  2.60327e-13
 2300  1.56935e-10   3.5167e-13
 2400   1.7587e-10  4.65712e-13
 2500  1.95871e-10  6.05849e-13
 2600  2.16935e-10  7.75726e-13
 2700  2.39049e-10  9.79124e-13
 2800  2.62177e-10  1.21987e-12
 2900  2.86324e-10  1.50206e-12
 3000  3.11473e-10  1.82985e-12
