Pressure (atm),Temperature (K),W1_Energy_1_W1->P3,W1_Energy_1_W1->P2,W1_Energy_1_W1->P1,W1_Energy_1_P1->P2,W1_Energy_1_P1->P3,W1_Energy_1_P2->P3
1.0,290.0,1.714804671990725,1.639665041975455,1.7350188045275716,0.06299928955709763,0.13198157469766536,0.04859124525455557
1.0,300.0,1.668475818974015,1.5803499774046466,1.6765913410227884,0.060997775060689534,0.11936907748092518,0.041893130059715865
1.0,310.0,1.622647492627797,1.5244648205476312,1.6221342792464672,0.058858299668458416,0.10807110844627262,0.03619626725307487
1.0,320.0,1.5775771274659824,1.4717426275208945,1.5712116067998367,0.05664233134098285,0.09792416610017968,0.031332627201848186
1.0,330.0,1.5334462486569511,1.4219402763662596,1.5234528495733455,0.05439541571454079,0.08878870499440294,0.02716582608783368
1.0,340.0,1.4903792533662723,1.374836475200526,1.4785409036046644,0.05215111013890222,0.08054510461576336,0.023584507401435865
1.0,350.0,1.448457503619108,1.3302298127105439,1.436202490585276,0.049933916093275785,0.07309040061407676,0.020497242630380375
1.0,360.0,1.4077299567893384,1.2879369080217278,1.396200603835748,0.04776147799538755,0.06633561910946362,0.017828572487949626
1.0,370.0,1.3682212210349816,1.2477906891242612,1.3583284787312495,0.04564624072572619,0.060203591072617295,0.015515911571504577
1.0,380.0,1.329937683133994,1.2096388117701418,1.3224047411690685,0.043596705039025595,0.05462715113126055,0.013507111815556501
1.0,390.0,1.2928721847871476,1.1733422202535444,1.2882694741494547,0.041618382367140425,0.04954764595233251,0.01175853233193231
1.0,400.0,1.2570075999431316,1.1387738453180594,1.255781005685102,0.03971452358914328,0.044913693265194905,0.010233501213440284
1.0,410.0,1.222319575974492,1.1058174310253308,1.2248132677921038,0.0378866769363141,0.04068014485147131,0.008901082741033952
1.0,420.0,1.1887786358575756,1.0743664807537159,1.1952536109191252,0.03613511610414636,0.036807216330705335,0.007735084041497824
1.0,430.0,1.1563517900975928,1.0443233119140136,1.1670009841199085,0.03445916933243657,0.0332597539818021,0.0067132506010788295
1.0,440.0,1.1250037712158671,1.0155982090455196,1.1399644108891493,0.03285747262065424,0.03000661465215678,0.0058166115711868515
1.0,450.0,1.0946979767923177,0.9881086654142966,1.114061705523191,0.0313281646173423,0.027020139389403477,0.005028944519629513
1.0,460.0,1.0653971869095353,0.961778703900082,1.0892183863321419,0.02986903652550486,0.024275705063664874,0.004336335914959282
1.0,470.0,1.0370641066298103,0.9365382687168892,1.0653667508894995,0.028477647218934865,0.021751341142495804,0.003726818712100626
1.0,480.0,1.0096617725865829,0.9123226802955151,1.0424450853974214,0.02715141139205464,0.01942740109769518,0.003190072321685168
1.0,490.0,0.983153853961588,0.8890721464219902,1.0203969856419022,0.02588766676845897,0.01728627978656272,0.002717173278509412
1.0,500.0,0.9575048713681275,0.8667313234504728,0.9991707712630675,0.024683725025187443,0.01531216965545532,0.002300387287534362
1.0,510.0,0.9326803519661153,0.8452489220797805,0.9787189784345007,0.02353691004370945,0.013490849834676272,0.0019329951765147523
1.0,520.0,0.9086469351213674,0.824577352794483,0.9589979187302581,0.02244458629552682,0.011809503188495952,0.0016091467410266269
1.0,530.0,0.8853724398098747,0.8046724066236709,0.9399672941096093,0.021404179551363995,0.01025655719763728,0.0013237376197381974
1.0,540.0,0.8628259025468694,0.7854929673652397,0.9215898596825753,0.02041319162417468,0.00882154521940891,0.0010723052531312759
1.0,550.0,0.8409775927310982,0.7670007518643327,0.9038311273224435,0.01946921048464792,0.007494985220932579,0.000850940709378809
1.0,560.0,0.8197990108159733,0.7491600753259113,0.8866591043330074,0.01856991679864691,0.006268273535891607,0.0006562137465264988
1.0,570.0,0.7992628735589326,0.7319376389877538,0.8700440623113399,0.017713087710187023,0.005133591572705234,0.0004851089512297409
1.0,580.0,0.7793430896877456,0.7153023377861842,0.8539583321131077,0.016896598516789107,0.004083823716238746,0.0003349711748785462
1.0,590.0,0.7600147286033169,0.6992250859168185,0.8383761214592385,0.016118422745346125,0.0031124849275291225,0.00020345879655740551
1.0,600.0,0.7412539841707851,0.6836786584306209,0.8232733522460284,0.015376631027586615,0.002213656765760347,8.850359345186118e-05
1.0,610.0,0.723038135201876,0.6686375472153517,0.808627515055858,0.014669389088313773,0.001381930741330771,-1.172379556020332e-05
1.0,620.0,0.705345503876244,0.6540778298973241,0.7944175387288824,0.01399495509182284,0.0006123580643812145,-9.884365930176557e-05
1.0,630.0,0.6881554130682057,0.6399770503613217,0.7806236731603965,0.01335167653835844,-9.959501545985197e-05,-0.00017429296464955754
1.0,640.0,0.6714481433223574,0.626314109730186,0.7672273837445105,0.01273798686013571,-0.000758086971061943,-0.00023934766185109793
1.0,650.0,0.6552048900449831,0.6130691667723078,0.7542112561007637,0.01215240183294839,-0.001366936459938957,-0.0002951420445299567
1.0,660.0,0.6394077213383227,0.6002235468171423,0.7415589099032228,0.011593515892871597,-0.0019296540045119293,-0.0003426855858837573
1.0,670.0,0.6240395367941785,0.5877596583576985,0.729254920787,0.011059998426582032,-0.002449470339761922,-0.0003828776074987902
1.0,680.0,0.6090840274759992,0.5756609166063542,0.7172847494395875,0.010550590087219725,-0.0029293618187879586,-0.00041652008290846186
1.0,690.0,0.5945256372498006,0.5639116733476935,0.7056346770976322,0.01006409917460024,-0.0033720732164037766,-0.0004443288326020075
1.0,700.0,0.5803495255702802,0.5524971525005822,0.6942917467668768,0.009599398108239987,-0.003780138227608262,-0.000466943329096142
1.0,800.0,0.45679362282185576,0.45402868658123957,0.5953543228925576,0.005942174600862423,-0.006393828824118673,-0.0005080026143095972
1.0,900.0,0.35927208411257383,0.3774602959189681,0.516934250165172,0.0035856733271532955,-0.007292810316450234,-0.00039849285188694317
1.0,1000.0,0.2804960764650596,0.31624960073192776,0.4531930260347175,0.0020504849506762022,-0.00728849224475903,-0.00026118414864877604
1.0,1100.0,0.21561357041351933,0.26621434664825194,0.4003345439964893,0.0010482229159851355,-0.006801796149217373,-0.00013670672627171914
1.0,1200.0,0.1612900766659117,0.224559671605234,0.3557765139986435,0.00040003421700528143,-0.006061344765450903,-3.6243944649176094e-05
1.0,1300.0,0.1151670428468762,0.18934844105836035,0.3176980574288203,-8.232932137828228e-06,-0.0051954397949433495,3.9593293136663135e-05
1.0,1400.0,0.07553317422838682,0.15919643062724964,0.28477686506892547,-0.00025133087299899034,-0.004277614010000613,9.368827120476173e-05
1.0,1500.0,0.04111866939781976,0.1330886006755379,0.2560287599019594,-0.0003793272129872092,-0.0033504083973367074,0.00012973101684991866
1.0,1600.0,0.010962543074720431,0.11026393133782894,0.23070572868078063,-0.00042641992599715004,-0.0024383294596335434,0.00015123545576111513
1.0,1700.0,-0.015675274246579406,0.09014076631769216,0.20822888449351493,-0.00041636635755676994,-0.001555165879267943,0.0001612303308979122
1.0,1800.0,-0.03937361819448341,0.07226698672760554,0.1881431054415328,-0.0003659123829248579,-0.0007082434122125879,0.00016221262230943772
1.0,1900.0,-0.060591519825290985,0.05628589891058397,0.17008556650780426,-0.0002870085004400134,9.904008504748738e-05,0.00015619593006961622
1.0,2000.0,-0.07969754449914404,0.0419123499817435,0.15376342881101074,-0.00018827184457337047,0.0008656743575989292,0.00014478568669332308
1.0,2100.0,-0.09699094697657322,0.028915667542639634,0.1389377142979815,-7.596883203047505e-05,0.0015920863219813061,0.00012925451955880912
1.0,2200.0,-0.11271717697762242,0.01710725443662995,0.1254114497839039,4.531319730752136e-05,0.0022795469477943347,0.00011060846969747759
1.0,2300.0,-0.12707941412193355,0.006331422460650096,0.11302081513846526,0.00017219989303012142,0.0029297985150873633,8.964193288310856e-05
1.0,2400.0,-0.1402472661709305,-0.003541479639533269,0.10162844222591993,0.000302201981138382,0.0035448198482546114,6.69819593831338e-05
1.0,2500.0,-0.1523634100697112,-0.01262028651311642,0.09111827786679397,0.00043348167751676594,0.004126678995409015,4.3123448156068733e-05
1.0,2600.0,-0.16354872042010796,-0.02099702985745674,0.08139160039529693,0.0005646844100088268,0.004677441849771919,1.84569000281803e-05
1.0,2700.0,-0.17390627165300335,-0.02875005851345396,0.07236389817171064,0.0006948163463188737,0.0051991167902651824,-6.709766620395293e-06
